date,close,ticker
2019-09-27,104.4922,AMC
2019-10-04,95.1867,AMC
2019-10-11,89.3709,AMC
2019-10-18,90.7279,AMC
2019-10-25,94.2174,AMC
2019-11-01,93.2481,AMC
2019-11-08,93.2481,AMC
2019-11-15,84.912,AMC
2019-11-22,77.1575,AMC
2019-11-29,81.2286,AMC
2019-12-06,79.9377,AMC
2019-12-13,81.6258,AMC
2019-12-20,76.76,AMC
2019-12-27,72.4901,AMC
2020-01-03,72.6887,AMC
2020-01-10,64.2481,AMC
2020-01-17,72.2915,AMC
2020-01-24,66.9292,AMC
2020-01-31,64.7446,AMC
2020-02-07,65.0425,AMC
2020-02-14,70.504,AMC
2020-02-21,74.0789,AMC
2020-02-28,62.1627,AMC
2020-03-06,45.2815,AMC
2020-03-13,32.1868,AMC
2020-03-20,31.887,AMC
2020-03-27,35.9853,AMC
2020-04-03,22.6907,AMC
2020-04-09,25.9894,AMC
2020-04-17,31.9869,AMC
2020-04-24,30.4875,AMC
2020-05-01,45.6813,AMC
2020-05-08,40.9832,AMC
2020-05-15,45.1815,AMC
2020-05-22,45.7813,AMC
2020-05-29,51.279,AMC
2020-06-05,59.0758,AMC
2020-06-12,58.8759,AMC
2020-06-19,55.1774,AMC
2020-06-26,41.7829,AMC
2020-07-02,45.2815,AMC
2020-07-10,45.9812,AMC
2020-07-17,42.6825,AMC
2020-07-24,39.9836,AMC
2020-07-31,40.3835,AMC
2020-08-07,47.4806,AMC
2020-08-14,55.3773,AMC
2020-08-21,51.8788,AMC
2020-08-28,62.9742,AMC
2020-09-04,70.1713,AMC
2020-09-11,57.8763,AMC
2020-09-18,56.6768,AMC
2020-09-25,48.78,AMC
2020-10-02,46.481,AMC
2020-10-09,40.4834,AMC
2020-10-16,30.3876,AMC
2020-10-23,29.6879,AMC
2020-10-30,23.5903,AMC
2020-11-06,24.8898,AMC
2020-11-13,29.6879,AMC
2020-11-20,33.4863,AMC
2020-11-27,44.4818,AMC
2020-12-04,35.0856,AMC
2020-12-11,39.184,AMC
2020-12-18,27.9885,AMC
2020-12-24,25.0897,AMC
2020-12-31,21.1913,AMC
2021-01-08,21.3912,AMC
2021-01-15,23.2905,AMC
2021-01-22,35.0856,AMC
2021-01-29,132.5458,AMC
2021-02-05,68.2721,AMC
2021-02-12,55.8771,AMC
2021-02-19,56.9767,AMC
2021-02-26,80.0672,AMC
2021-03-05,80.4671,AMC
2021-03-12,111.5544,AMC
2021-03-19,139.243,AMC
2021-03-26,102.3581,AMC
2021-04-01,93.5617,AMC
2021-04-09,94.1615,AMC
2021-04-16,93.2618,AMC
2021-04-23,101.5584,AMC
2021-04-30,100.259,AMC
2021-05-07,95.0611,AMC
2021-05-14,129.7469,AMC
2021-05-21,120.7506,AMC
2021-05-28,261.0932,AMC
2021-06-04,478.904,AMC
2021-06-11,493.798,AMC
2021-06-18,592.3576,AMC
2021-06-25,540.3789,AMC
2021-07-02,519.3875,AMC
2021-07-09,461.7111,AMC
2021-07-16,349.457,AMC
2021-07-23,369.7487,AMC
2021-07-30,370.0486,AMC
2021-08-06,326.8663,AMC
2021-08-13,334.5631,AMC
2021-08-20,343.9593,AMC
2021-08-27,408.233,AMC
2021-09-03,440.02,AMC
2021-09-10,501.3948,AMC
2021-09-17,441.8192,AMC
2021-09-24,399.9364,AMC
2021-10-01,384.4427,AMC
2021-10-08,371.7479,AMC
2021-10-15,407.2334,AMC
2021-10-22,365.8503,AMC
2021-10-29,353.5553,AMC
2021-11-05,416.8294,AMC
2021-11-12,399.8364,AMC
2021-11-19,408.5328,AMC
2021-11-26,376.1461,AMC
2021-12-03,289.9813,AMC
2021-12-10,274.2878,AMC
2021-12-17,291.0809,AMC
2021-12-23,285.0834,AMC
2021-12-31,271.8888,AMC
2022-01-07,229.806,AMC
2022-01-14,205.6159,AMC
2022-01-21,179.6265,AMC
2022-01-28,150.5384,AMC
2022-02-04,153.4372,AMC
2022-02-11,188.0231,AMC
2022-02-18,178.9268,AMC
2022-02-25,176.5278,AMC
2022-03-04,165.6322,AMC
2022-03-11,142.9415,AMC
2022-03-18,157.9354,AMC
2022-03-25,202.3172,AMC
2022-04-01,232.9047,AMC
2022-04-08,182.3254,AMC
2022-04-14,180.1263,AMC
2022-04-22,165.1324,AMC
2022-04-29,152.9374,AMC
2022-05-06,137.5437,AMC
2022-05-13,118.0517,AMC
2022-05-20,120.2508,AMC
2022-05-27,144.241,AMC
2022-06-03,124.4491,AMC
2022-06-10,124.2492,AMC
2022-06-17,125.2488,AMC
2022-06-24,124.649,AMC
2022-07-01,135.2447,AMC
2022-07-08,146.54,AMC
2022-07-15,153.6371,AMC
2022-07-22,154.9366,AMC
2022-07-29,145.5404,AMC
2022-08-05,221.7093,AMC
2022-08-12,244.4,AMC
2022-08-19,180.2,AMC
2022-08-26,91.7,AMC
2022-09-02,88.8,AMC
2022-09-09,97.2,AMC
2022-09-16,89.8,AMC
2022-09-23,79.9,AMC
2022-09-30,69.7,AMC
2022-10-07,65.3,AMC
2022-10-14,60.0,AMC
2022-10-21,64.9,AMC
2022-10-28,65.1,AMC
2022-11-04,56.5,AMC
2022-11-11,72.0,AMC
2022-11-18,75.9,AMC
2022-11-25,75.1,AMC
2022-12-02,81.7,AMC
2022-12-09,59.4,AMC
2022-12-16,53.1,AMC
2022-12-23,44.0,AMC
2022-12-30,40.7,AMC
2023-01-06,38.5,AMC
2023-01-13,50.6,AMC
2023-01-20,55.2,AMC
2023-01-27,55.1,AMC
2023-02-03,60.8,AMC
2023-02-10,49.0,AMC
2023-02-17,52.4,AMC
2023-02-24,62.0,AMC
2023-03-03,65.8,AMC
2023-03-10,53.8,AMC
2023-03-17,41.8,AMC
2023-03-24,44.7,AMC
2023-03-31,50.1,AMC
2023-04-06,49.0,AMC
2023-04-14,51.2,AMC
2023-04-21,49.9,AMC
2023-04-28,55.0,AMC
2023-05-05,58.9,AMC
2023-05-12,52.0,AMC
2023-05-19,50.3,AMC
2023-05-26,46.4,AMC
2023-06-02,45.5,AMC
2023-06-09,47.7,AMC
2023-06-16,47.0,AMC
2023-06-23,40.1,AMC
2023-06-30,44.0,AMC
2023-07-07,42.0,AMC
2023-07-14,43.3,AMC
2023-07-21,44.0,AMC
2023-07-28,46.4,AMC
2023-08-04,49.3,AMC
2023-08-11,52.6,AMC
2023-08-18,40.9,AMC
2023-08-25,12.43,AMC
2023-09-01,13.1,AMC
2023-09-08,7.18,AMC
2023-09-15,8.36,AMC
2023-09-22,7.62,AMC
2023-09-29,7.99,AMC
2023-10-06,9.26,AMC
2023-10-13,9.5,AMC
2023-10-20,9.08,AMC
2023-10-27,9.15,AMC
2023-11-03,10.72,AMC
2023-11-10,8.01,AMC
2023-11-17,7.43,AMC
2023-11-24,6.9,AMC
2023-12-01,6.86,AMC
2023-12-08,6.93,AMC
2023-12-15,6.65,AMC
2023-12-22,6.1,AMC
2023-12-29,6.12,AMC
2024-01-05,5.17,AMC
2024-01-12,4.56,AMC
2024-01-19,4.51,AMC
2024-01-26,4.07,AMC
2024-02-02,4.01,AMC
2024-02-09,4.38,AMC
2024-02-16,4.83,AMC
2024-02-23,4.44,AMC
2024-03-01,4.36,AMC
2024-03-08,4.3,AMC
2024-03-15,4.44,AMC
2024-03-22,4.08,AMC
2024-03-28,3.72,AMC
2024-04-05,3.01,AMC
2024-04-12,2.65,AMC
2024-04-19,3.16,AMC
2024-04-26,3.41,AMC
2024-05-03,3.3,AMC
2024-05-10,2.91,AMC
2024-05-17,4.4,AMC
2024-05-24,4.84,AMC
2024-05-31,4.33,AMC
2024-06-07,4.91,AMC
2024-06-14,4.99,AMC
2024-06-21,4.55,AMC
2024-06-28,4.98,AMC
2024-07-05,5.05,AMC
2024-07-12,5.26,AMC
2024-07-19,5.01,AMC
2024-07-26,5.18,AMC
2024-08-02,4.94,AMC
2024-08-09,5.0,AMC
2024-08-16,4.99,AMC
2024-08-23,5.05,AMC
2024-08-30,4.82,AMC
2024-09-06,4.98,AMC
2024-09-13,4.96,AMC
2024-09-20,4.76,AMC
2024-09-27,4.5,AMC
2024-10-04,4.4,AMC
2024-10-11,4.17,AMC
2024-10-18,4.36,AMC
2024-10-25,4.32,AMC
2024-11-01,4.51,AMC
2024-11-08,4.27,AMC
2024-11-15,4.48,AMC
2024-11-22,4.55,AMC
2024-11-29,4.95,AMC
2024-12-06,4.73,AMC
2024-12-13,4.18,AMC
2024-12-20,4.18,AMC
2024-12-27,4.0,AMC
2025-01-03,4.02,AMC
2025-01-10,3.8,AMC
2025-01-17,3.5,AMC
2025-01-24,3.42,AMC
2025-01-31,3.11,AMC
2025-02-07,3.1,AMC
2025-02-14,3.55,AMC
2025-02-21,3.43,AMC
2025-02-28,3.3,AMC
2025-03-07,3.06,AMC
2025-03-14,2.9,AMC
2025-03-21,3.04,AMC
2025-03-28,2.88,AMC
2025-04-04,2.65,AMC
2025-04-11,2.95,AMC
2025-04-17,2.78,AMC
2025-04-25,2.71,AMC
2025-05-02,2.68,AMC
2025-05-09,2.73,AMC
2025-05-16,2.95,AMC
2025-05-23,3.24,AMC
2025-05-30,3.56,AMC
2025-06-06,3.4,AMC
2025-06-13,3.15,AMC
2025-06-20,3.01,AMC
2025-06-27,3.07,AMC
2025-07-03,2.95,AMC
2025-07-11,3.33,AMC
2025-07-18,3.54,AMC
2025-07-25,3.245,AMC
1999-11-12,6.98,BB
1999-11-19,9.135,BB
1999-11-26,8.7717,BB
1999-12-03,9.3333,BB
1999-12-10,8.3233,BB
1999-12-17,7.98,BB
1999-12-23,7.375,BB
1999-12-31,7.6983,BB
2000-01-07,8.105,BB
2000-01-14,8.23,BB
2000-01-21,11.5933,BB
2000-01-28,10.5833,BB
2000-02-04,15.5417,BB
2000-02-11,17.6666,BB
2000-02-18,18.0833,BB
2000-02-25,23.15,BB
2000-03-03,25.1166,BB
2000-03-10,22.5,BB
2000-03-17,22.15,BB
2000-03-24,24.6333,BB
2000-03-31,17.75,BB
2000-04-07,16.5933,BB
2000-04-14,6.0833,BB
2000-04-20,6.6767,BB
2000-04-28,7.0833,BB
2000-05-05,7.0417,BB
2000-05-12,6.23,BB
2000-05-19,5.6567,BB
2000-05-26,4.1883,BB
2000-06-02,6.9383,BB
2000-06-09,7.8967,BB
2000-06-16,7.0417,BB
2000-06-23,9.375,BB
2000-06-30,7.5417,BB
2000-07-07,9.2717,BB
2000-07-14,10.4383,BB
2000-07-21,10.2083,BB
2000-07-28,8.4383,BB
2000-08-04,8.8017,BB
2000-08-11,9.1467,BB
2000-08-18,10.315,BB
2000-08-25,10.615,BB
2000-09-01,13.5,BB
2000-09-08,12.4583,BB
2000-09-15,13.8333,BB
2000-09-22,12.865,BB
2000-09-29,16.4267,BB
2000-10-06,18.6333,BB
2000-10-13,16.5833,BB
2000-10-20,19.5666,BB
2000-10-27,16.6567,BB
2000-11-03,18.2166,BB
2000-11-10,14.9683,BB
2000-11-17,15.0,BB
2000-11-24,12.8433,BB
2000-12-01,12.4383,BB
2000-12-08,15.7917,BB
2000-12-15,14.3017,BB
2000-12-22,13.3133,BB
2000-12-29,13.3333,BB
2001-01-05,7.9383,BB
2001-01-12,9.4167,BB
2001-01-19,9.99,BB
2001-01-26,11.9267,BB
2001-02-02,9.7917,BB
2001-02-09,9.26,BB
2001-02-16,8.7883,BB
2001-02-23,6.8333,BB
2001-03-02,6.9583,BB
2001-03-09,6.73,BB
2001-03-16,4.365,BB
2001-03-23,4.4883,BB
2001-03-30,3.6617,BB
2001-04-06,3.47,BB
2001-04-12,4.7117,BB
2001-04-20,6.0267,BB
2001-04-27,5.3567,BB
2001-05-04,5.8633,BB
2001-05-11,4.7283,BB
2001-05-18,6.02,BB
2001-05-25,6.175,BB
2001-06-01,5.9483,BB
2001-06-08,5.47,BB
2001-06-15,4.5883,BB
2001-06-22,4.69,BB
2001-06-29,5.375,BB
2001-07-06,4.8267,BB
2001-07-13,4.875,BB
2001-07-20,4.645,BB
2001-07-27,4.045,BB
2001-08-03,4.18,BB
2001-08-10,3.6983,BB
2001-08-17,3.3817,BB
2001-08-24,3.2017,BB
2001-08-31,2.81,BB
2001-09-07,2.4533,BB
2001-09-10,2.4567,BB
2001-09-21,2.6,BB
2001-09-28,2.68,BB
2001-10-05,2.5367,BB
2001-10-12,2.7467,BB
2001-10-19,2.855,BB
2001-10-26,2.9767,BB
2001-11-02,2.7467,BB
2001-11-09,3.1367,BB
2001-11-16,3.675,BB
2001-11-23,3.6033,BB
2001-11-30,3.6317,BB
2001-12-07,3.9133,BB
2001-12-14,3.9283,BB
2001-12-21,3.7483,BB
2001-12-28,3.9483,BB
2002-01-04,4.4167,BB
2002-01-11,3.9617,BB
2002-01-18,3.66,BB
2002-01-25,3.7533,BB
2002-02-01,4.1817,BB
2002-02-08,3.72,BB
2002-02-15,3.8167,BB
2002-02-22,3.6617,BB
2002-03-01,3.9783,BB
2002-03-08,4.6167,BB
2002-03-15,4.5133,BB
2002-03-22,4.3667,BB
2002-03-28,4.6283,BB
2002-04-05,4.2733,BB
2002-04-12,3.3983,BB
2002-04-19,3.4783,BB
2002-04-26,3.015,BB
2002-05-03,2.7333,BB
2002-05-10,2.5617,BB
2002-05-17,2.86,BB
2002-05-24,2.7467,BB
2002-05-31,2.52,BB
2002-06-07,2.235,BB
2002-06-14,2.0817,BB
2002-06-21,1.9133,BB
2002-06-28,1.8967,BB
2002-07-05,2.225,BB
2002-07-12,2.3033,BB
2002-07-19,2.15,BB
2002-07-26,1.9183,BB
2002-08-02,1.7417,BB
2002-08-09,1.7417,BB
2002-08-16,1.7467,BB
2002-08-23,1.9767,BB
2002-08-30,1.7667,BB
2002-09-06,1.74,BB
2002-09-13,1.6767,BB
2002-09-20,1.5267,BB
2002-09-27,1.5433,BB
2002-10-04,1.465,BB
2002-10-11,1.71,BB
2002-10-18,1.8983,BB
2002-10-25,2.1033,BB
2002-11-01,2.1333,BB
2002-11-08,2.7633,BB
2002-11-15,2.495,BB
2002-11-22,2.3417,BB
2002-11-29,2.5467,BB
2002-12-06,2.455,BB
2002-12-13,2.3283,BB
2002-12-20,2.1767,BB
2002-12-27,2.185,BB
2003-01-03,2.25,BB
2003-01-10,2.4617,BB
2003-01-17,2.2817,BB
2003-01-24,2.1983,BB
2003-01-31,2.1267,BB
2003-02-07,1.945,BB
2003-02-14,2.12,BB
2003-02-21,2.1283,BB
2003-02-28,2.1167,BB
2003-03-07,2.065,BB
2003-03-14,2.1467,BB
2003-03-21,2.3467,BB
2003-03-28,2.2733,BB
2003-04-04,2.48,BB
2003-04-11,2.325,BB
2003-04-17,2.4567,BB
2003-04-25,2.4617,BB
2003-05-02,2.7633,BB
2003-05-09,2.87,BB
2003-05-16,3.055,BB
2003-05-23,3.3367,BB
2003-05-30,3.17,BB
2003-06-06,3.69,BB
2003-06-13,3.56,BB
2003-06-20,3.825,BB
2003-06-27,3.7733,BB
2003-07-03,3.82,BB
2003-07-11,3.85,BB
2003-07-18,3.54,BB
2003-07-25,3.8233,BB
2003-08-01,4.5467,BB
2003-08-08,4.1017,BB
2003-08-15,4.3283,BB
2003-08-22,4.79,BB
2003-08-29,4.7467,BB
2003-09-05,4.6417,BB
2003-09-12,5.3267,BB
2003-09-19,5.6183,BB
2003-09-26,6.2147,BB
2003-10-03,6.9583,BB
2003-10-10,7.1433,BB
2003-10-17,7.0767,BB
2003-10-24,7.2433,BB
2003-10-31,7.35,BB
2003-11-07,7.645,BB
2003-11-14,7.3117,BB
2003-11-21,7.245,BB
2003-11-28,7.615,BB
2003-12-05,7.4933,BB
2003-12-12,7.4317,BB
2003-12-19,7.4617,BB
2003-12-26,11.31,BB
2004-01-02,11.54,BB
2004-01-09,12.7083,BB
2004-01-16,13.9417,BB
2004-01-23,14.1917,BB
2004-01-30,14.5033,BB
2004-02-06,15.2833,BB
2004-02-13,15.8083,BB
2004-02-20,15.03,BB
2004-02-27,16.4833,BB
2004-03-05,16.66,BB
2004-03-12,15.88,BB
2004-03-19,16.065,BB
2004-03-26,14.9467,BB
2004-04-02,17.3566,BB
2004-04-08,17.5816,BB
2004-04-16,16.7583,BB
2004-04-23,17.1983,BB
2004-04-30,14.5167,BB
2004-05-07,15.1167,BB
2004-05-14,15.435,BB
2004-05-21,18.17,BB
2004-05-28,19.9883,BB
2004-06-04,19.3583,BB
2004-06-10,18.8833,BB
2004-06-18,19.8433,BB
2004-06-25,20.23,BB
2004-07-02,23.6366,BB
2004-07-09,22.2466,BB
2004-07-16,20.9666,BB
2004-07-23,20.1266,BB
2004-07-30,20.5566,BB
2004-08-06,17.9633,BB
2004-08-13,17.7633,BB
2004-08-20,20.59,BB
2004-08-27,20.9766,BB
2004-09-03,20.7866,BB
2004-09-10,22.6966,BB
2004-09-17,24.4366,BB
2004-09-24,24.8566,BB
2004-10-01,24.6,BB
2004-10-08,25.2366,BB
2004-10-15,27.25,BB
2004-10-22,28.6333,BB
2004-10-29,29.4,BB
2004-11-05,25.9166,BB
2004-11-12,27.6666,BB
2004-11-19,28.3366,BB
2004-11-26,29.32,BB
2004-12-03,30.6666,BB
2004-12-10,29.4566,BB
2004-12-17,28.45,BB
2004-12-23,27.98,BB
2004-12-31,27.4733,BB
2005-01-07,24.7666,BB
2005-01-14,25.4633,BB
2005-01-21,23.4333,BB
2005-01-28,23.4533,BB
2005-02-04,25.81,BB
2005-02-11,25.3266,BB
2005-02-18,24.5933,BB
2005-02-25,21.7833,BB
2005-03-04,22.44,BB
2005-03-11,20.21,BB
2005-03-18,27.71,BB
2005-03-24,24.8333,BB
2005-04-01,25.0366,BB
2005-04-08,25.74,BB
2005-04-15,23.2333,BB
2005-04-22,21.84,BB
2005-04-29,21.47,BB
2005-05-06,22.6466,BB
2005-05-13,23.5266,BB
2005-05-20,25.6666,BB
2005-05-27,26.79,BB
2005-06-03,26.76,BB
2005-06-10,24.0066,BB
2005-06-17,24.6733,BB
2005-06-24,25.7033,BB
2005-07-01,24.43,BB
2005-07-08,24.19,BB
2005-07-15,24.09,BB
2005-07-22,23.7933,BB
2005-07-29,23.5533,BB
2005-08-05,22.9866,BB
2005-08-12,23.0033,BB
2005-08-19,24.4266,BB
2005-08-26,25.7266,BB
2005-09-02,26.57,BB
2005-09-09,26.86,BB
2005-09-16,26.29,BB
2005-09-23,26.22,BB
