date,close,ticker
2013-12-27,145.029,AMC
2014-01-03,144.1648,AMC
2014-01-10,144.3089,AMC
2014-01-17,145.7491,AMC
2014-01-24,153.8862,AMC
2014-01-31,153.8862,AMC
2014-02-07,153.5262,AMC
2014-02-14,158.4229,AMC
2014-02-21,160.6552,AMC
2014-02-28,164.8318,AMC
2014-03-07,183.4105,AMC
2014-03-14,173.6171,AMC
2014-03-21,166.056,AMC
2014-03-28,172.1049,AMC
2014-04-04,165.768,AMC
2014-04-11,169.9446,AMC
2014-04-17,160.5832,AMC
2014-04-25,159.071,AMC
2014-05-02,170.9527,AMC
2014-05-09,152.23,AMC
2014-05-16,153.1661,AMC
2014-05-23,162.5275,AMC
2014-05-30,163.2476,AMC
2014-06-06,174.3578,AMC
2014-06-13,175.9561,AMC
2014-06-20,178.7894,AMC
2014-06-27,178.7894,AMC
2014-07-03,178.9347,AMC
2014-07-11,169.1271,AMC
2014-07-18,163.6784,AMC
2014-07-25,167.1655,AMC
2014-08-01,167.0929,AMC
2014-08-08,169.7082,AMC
2014-08-15,167.8194,AMC
2014-08-22,170.6527,AMC
2014-08-29,171.9604,AMC
2014-09-05,179.1066,AMC
2014-09-12,180.2787,AMC
2014-09-19,180.2054,AMC
2014-09-26,172.0742,AMC
2014-10-03,171.4882,AMC
2014-10-10,159.4012,AMC
2014-10-17,162.6244,AMC
2014-10-24,171.5614,AMC
2014-10-31,186.0658,AMC
2014-11-07,188.4099,AMC
2014-11-14,186.9448,AMC
2014-11-21,183.3554,AMC
2014-11-28,192.0726,AMC
2014-12-05,186.4205,AMC
2014-12-12,183.9103,AMC
2014-12-19,193.2129,AMC
2014-12-26,194.8371,AMC
2015-01-02,189.2261,AMC
2015-01-09,198.381,AMC
2015-01-16,199.7837,AMC
2015-01-23,208.9386,AMC
2015-01-30,207.6097,AMC
2015-02-06,217.2076,AMC
2015-02-13,226.0672,AMC
2015-02-20,240.7593,AMC
2015-02-27,253.8272,AMC
2015-03-06,252.1644,AMC
2015-03-13,259.1442,AMC
2015-03-20,264.936,AMC
2015-03-27,259.5155,AMC
2015-04-02,261.2233,AMC
2015-04-10,253.204,AMC
2015-04-17,243.551,AMC
2015-04-24,244.0708,AMC
2015-05-01,228.3291,AMC
2015-05-08,220.2355,AMC
2015-05-15,216.1515,AMC
2015-05-22,219.79,AMC
2015-05-29,214.6665,AMC
2015-06-05,215.5885,AMC
2015-06-12,212.8965,AMC
2015-06-19,225.0855,AMC
2015-06-26,236.6015,AMC
2015-07-02,230.1705,AMC
2015-07-10,234.4329,AMC
2015-07-17,245.4255,AMC
2015-07-24,232.1895,AMC
2015-07-31,241.163,AMC
2015-08-07,221.2718,AMC
2015-08-14,220.2996,AMC
2015-08-21,218.8788,AMC
2015-08-28,216.9346,AMC
2015-09-04,208.7241,AMC
2015-09-11,202.8488,AMC
2015-09-18,210.8332,AMC
2015-09-25,192.0021,AMC
2015-10-02,189.893,AMC
2015-10-09,204.9579,AMC
2015-10-16,202.0202,AMC
2015-10-23,200.9657,AMC
2015-10-30,206.1631,AMC
2015-11-06,203.9787,AMC
2015-11-13,197.8021,AMC
2015-11-20,192.454,AMC
2015-11-27,188.6878,AMC
2015-12-04,180.2741,AMC
2015-12-11,175.2623,AMC
2015-12-18,188.1716,AMC
2015-12-24,176.5532,AMC
2015-12-31,182.2485,AMC
2016-01-08,169.9467,AMC
2016-01-15,159.0877,AMC
2016-01-22,153.3925,AMC
2016-01-29,165.5424,AMC
2016-02-05,153.924,AMC
2016-02-12,155.3668,AMC
2016-02-19,166.0739,AMC
2016-02-26,176.9329,AMC
2016-03-04,206.7782,AMC
2016-03-11,226.0632,AMC
2016-03-18,225.0683,AMC
2016-03-24,214.7371,AMC
2016-04-01,219.1757,AMC
2016-04-08,209.3801,AMC
2016-04-15,210.9872,AMC
2016-04-22,210.1454,AMC
2016-04-29,215.6554,AMC
2016-05-06,223.0786,AMC
2016-05-13,224.303,AMC
2016-05-20,216.038,AMC
2016-05-27,222.849,AMC
2016-06-03,220.2254,AMC
2016-06-10,207.5883,AMC
2016-06-17,208.4359,AMC
2016-06-24,207.5883,AMC
2016-07-01,217.2202,AMC
2016-07-08,212.5969,AMC
2016-07-15,236.0218,AMC
2016-07-22,235.7907,AMC
2016-07-29,226.6981,AMC
2016-08-05,223.6929,AMC
2016-08-12,229.6262,AMC
2016-08-19,230.4738,AMC
2016-08-26,228.3163,AMC
2016-09-02,236.5607,AMC
2016-09-09,235.0095,AMC
2016-09-16,247.4968,AMC
2016-09-23,242.9983,AMC
2016-09-30,241.1368,AMC
2016-10-07,250.0563,AMC
2016-10-14,246.2558,AMC
2016-10-21,246.6437,AMC
2016-10-28,243.1534,AMC
2016-11-04,242.7656,AMC
2016-11-11,267.5851,AMC
2016-11-18,271.8509,AMC
2016-11-25,271.0753,AMC
2016-12-02,251.6272,AMC
2016-12-09,254.3581,AMC
2016-12-16,248.8964,AMC
2016-12-23,275.4245,AMC
2016-12-30,262.5506,AMC
2017-01-06,263.7209,AMC
2017-01-13,267.232,AMC
2017-01-20,267.6221,AMC
2017-01-27,265.2814,AMC
2017-02-03,256.6988,AMC
2017-02-10,244.6051,AMC
2017-02-17,243.4347,AMC
2017-02-24,244.9952,AMC
2017-03-03,229.3904,AMC
2017-03-10,236.8344,AMC
2017-03-17,240.3692,AMC
2017-03-24,242.333,AMC
2017-03-31,247.0461,AMC
2017-04-07,238.4054,AMC
2017-04-13,237.2271,AMC
2017-04-21,242.7258,AMC
2017-04-28,238.0126,AMC
2017-05-05,228.5864,AMC
2017-05-12,211.305,AMC
2017-05-19,198.7366,AMC
2017-05-26,194.0235,AMC
2017-06-02,196.4705,AMC
2017-06-09,184.5872,AMC
2017-06-16,195.2822,AMC
2017-06-23,186.9639,AMC
2017-06-30,180.23,AMC
2017-07-07,173.8922,AMC
2017-07-14,173.4961,AMC
2017-07-21,161.2167,AMC
2017-07-28,162.4051,AMC
2017-08-04,128.7357,AMC
2017-08-11,111.3069,AMC
2017-08-18,102.9886,AMC
2017-08-25,102.1964,AMC
2017-09-01,112.0991,AMC
2017-09-08,107.3458,AMC
2017-09-15,136.293,AMC
2017-09-22,127.85,AMC
2017-09-29,118.201,AMC
2017-10-06,122.2214,AMC
2017-10-13,110.5621,AMC
2017-10-20,112.5724,AMC
2017-10-27,118.603,AMC
2017-11-03,95.6865,AMC
2017-11-10,88.4497,AMC
2017-11-17,104.1294,AMC
2017-11-24,111.3662,AMC
2017-12-01,114.1805,AMC
2017-12-08,119.4818,AMC
2017-12-15,123.1519,AMC
2017-12-22,121.5207,AMC
2017-12-29,123.1519,AMC
2018-01-05,114.9961,AMC
2018-01-12,117.8506,AMC
2018-01-19,107.6559,AMC
2018-01-26,104.8014,AMC
2018-02-02,113.7727,AMC
2018-02-09,109.6949,AMC
2018-02-16,117.4428,AMC
2018-02-23,121.1129,AMC
2018-03-02,128.4531,AMC
2018-03-09,129.6765,AMC
2018-03-16,117.287,AMC
2018-03-23,114.8091,AMC
2018-03-29,116.048,AMC
2018-04-06,135.8712,AMC
2018-04-13,140.001,AMC
2018-04-20,140.414,AMC
2018-04-27,142.0659,AMC
2018-05-04,134.6323,AMC
2018-05-11,134.6323,AMC
2018-05-18,132.9803,AMC
2018-05-25,124.3077,AMC
2018-06-01,122.2428,AMC
2018-06-08,121.0038,AMC
2018-06-15,130.6339,AMC
2018-06-22,139.0079,AMC
2018-06-29,133.1461,AMC
2018-07-06,144.8696,AMC
2018-07-13,142.7762,AMC
2018-07-20,133.5648,AMC
2018-07-27,131.4713,AMC
2018-08-03,143.6135,AMC
2018-08-10,146.1257,AMC
2018-08-17,153.6623,AMC
2018-08-24,160.3615,AMC
2018-08-31,159.5241,AMC
2018-09-07,168.3168,AMC
2018-09-14,167.4709,AMC
2018-09-21,180.581,AMC
2018-09-28,186.566,AMC
2018-10-05,179.2854,AMC
2018-10-12,171.6407,AMC
2018-10-19,180.2865,AMC
2018-10-26,162.2669,AMC
2018-11-02,172.9148,AMC
2018-11-09,142.5182,AMC
2018-11-16,127.866,AMC
2018-11-23,126.3188,AMC
2018-11-30,124.2256,AMC
2018-12-07,131.6883,AMC
2018-12-14,133.9031,AMC
2018-12-21,113.8776,AMC
2018-12-28,114.6159,AMC
2019-01-04,124.9516,AMC
2019-01-11,129.4735,AMC
2019-01-18,133.4417,AMC
2019-01-25,129.2889,AMC
2019-02-01,130.95,AMC
2019-02-08,126.6127,AMC
2019-02-15,127.2587,AMC
2019-02-22,127.997,AMC
2019-03-01,147.6533,AMC
2019-03-08,137.6867,AMC
2019-03-15,135.6289,AMC
2019-03-22,140.867,AMC
2019-03-29,138.9027,AMC
2019-04-05,140.1187,AMC
2019-04-12,153.6816,AMC
2019-04-18,150.1271,AMC
2019-04-26,144.0472,AMC
2019-05-03,136.4707,AMC
2019-05-10,129.2684,AMC
2019-05-17,122.8143,AMC
2019-05-24,118.6987,AMC
2019-05-31,112.0575,AMC
2019-06-07,102.4232,AMC
2019-06-14,104.424,AMC
2019-06-21,100.994,AMC
2019-06-28,88.8938,AMC
2019-07-05,89.5607,AMC
2019-07-12,90.1324,AMC
2019-07-19,100.4224,AMC
2019-07-26,107.1871,AMC
2019-08-02,110.7123,AMC
2019-08-09,116.0479,AMC
2019-08-16,106.2343,AMC
2019-08-23,104.9004,AMC
2019-08-30,105.8532,AMC
2019-09-06,111.6651,AMC
2019-09-13,115.9301,AMC
2019-09-20,105.1707,AMC
