date,ticker,d2c,shorts,volume,close,trend
2020-09-15,KOSS,1.69,28944,17115,2.08,3.0
2020-09-30,KOSS,1.18,12140,10271,2.215,3.0
2020-10-15,KOSS,1.0,9940,22075,2.17,4.0
2020-10-30,KOSS,1.0,1049,11112,2.0747,3.0
2020-11-13,KOSS,1.0,1578,1587,2.16,3.0
2020-11-30,KOSS,1.0,4235,4769,2.1993,4.0
2020-12-15,KOSS,1.0,722,17195,2.3756,3.0
2020-12-31,KOSS,1.0,590314,1558848,3.44,5.0
2021-01-15,KOSS,1.0,12755,67712,2.9,3.0
2021-01-29,KOSS,1.0,756138,8973430,64.0,100.0
2021-02-12,KOSS,1.0,289028,3607642,14.78,9.0
2021-02-26,KOSS,1.0,598690,7091358,16.71,20.0
2021-03-15,KOSS,1.0,669173,10740153,27.88,9.0
2021-03-31,KOSS,1.0,833553,3672025,21.13,8.0
2021-04-15,KOSS,1.0,711425,1192103,20.29,6.0
2021-04-30,KOSS,1.01,530159,527093,18.7,5.0
2021-05-14,KOSS,1.0,475695,804712,18.55,5.0
2021-05-28,KOSS,1.0,551918,2726813,23.07,8.0
2021-06-15,KOSS,1.0,429729,5280120,25.29,7.0
2021-06-30,KOSS,1.0,440262,696104,24.68,5.0
2021-07-15,KOSS,1.24,310849,250637,20.53,5.0
2021-07-30,KOSS,3.4,578420,170092,18.14,4.0
2021-08-13,KOSS,1.03,429640,417705,18.65,5.0
2021-08-31,KOSS,1.0,323906,734856,17.99,5.0
2021-09-15,KOSS,1.17,245627,209306,18.82,4.0
2021-09-30,KOSS,1.0,151592,156515,16.88,4.0
2021-10-15,KOSS,1.0,569720,1641277,17.37,8.0
2021-10-29,KOSS,1.07,244510,229088,16.18,6.0
2021-11-15,KOSS,1.0,213743,370502,15.94,5.0
2021-11-30,KOSS,1.15,174112,151312,14.45,5.0
2021-12-15,KOSS,1.04,164455,158117,13.12,5.0
2021-12-31,KOSS,1.21,107278,88993,10.68,5.0
2022-01-14,KOSS,1.0,92675,135022,9.68,5.0
2022-01-31,KOSS,1.0,139686,208323,7.86,5.0
2022-02-15,KOSS,1.38,114354,83104,8.8,4.0
2022-02-28,KOSS,2.06,80981,39368,7.63,5.0
2022-03-15,KOSS,1.63,103388,63462,6.76,5.0
2022-03-31,KOSS,1.0,735085,1861308,8.25,5.0
2022-04-14,KOSS,3.29,546401,165931,7.46,4.0
2022-04-29,KOSS,3.74,321932,86133,6.53,4.0
2022-05-13,KOSS,1.58,227009,143991,6.01,5.0
2022-05-31,KOSS,4.24,396483,93401,7.05,4.0
2022-06-15,KOSS,3.1,214651,69168,7.05,5.0
2022-06-30,KOSS,8.58,317702,37027,7.45,5.0
2022-07-15,KOSS,6.22,228989,36831,7.16,5.0
2022-07-29,KOSS,1.0,389596,920943,7.75,7.0
2022-08-15,KOSS,1.12,219165,195230,8.95,5.0
2022-08-31,KOSS,1.0,225937,257985,7.99,5.0
2022-09-15,KOSS,5.46,230519,42204,7.76,3.0
2022-09-30,KOSS,6.05,217150,35915,6.35,4.0
2022-10-14,KOSS,9.35,202230,21619,6.23,4.0
2022-10-31,KOSS,5.25,187446,35701,6.79,3.0
2022-11-15,KOSS,7.06,167681,23738,6.5,4.0
2022-11-30,KOSS,13.96,165122,11825,6.3,4.0
2022-12-15,KOSS,6.47,147211,22759,5.87,4.0
2022-12-30,KOSS,6.16,143368,23292,4.95,5.0
2023-01-13,KOSS,5.91,128988,21818,5.96,4.0
2023-01-31,KOSS,4.19,129836,30954,6.12,3.0
2023-02-15,KOSS,1.51,113419,74976,5.095,4.0
2023-02-28,KOSS,4.21,103040,24451,4.93,4.0
2023-03-15,KOSS,8.25,87938,10663,4.8,4.0
2023-03-31,KOSS,3.78,70069,18530,4.62,3.0
2023-04-14,KOSS,5.62,59851,10655,4.59,4.0
2023-04-28,KOSS,5.33,55141,10352,4.23,3.0
2023-05-15,KOSS,4.78,58214,12190,3.8,4.0
2023-05-31,KOSS,1.98,52706,26577,3.97,3.0
2023-06-15,KOSS,2.36,47296,20078,3.75,5.0
2023-06-30,KOSS,1.88,47999,25585,3.7,4.0
2023-07-14,KOSS,4.27,49674,11635,3.66,4.0
2023-07-31,KOSS,1.0,112902,458765,3.99,5.0
2023-08-15,KOSS,1.0,28684,33757,3.89,4.0
2023-08-31,KOSS,1.02,19424,18994,3.48,3.0
2023-09-15,KOSS,1.0,12171,12967,3.32,5.0
2023-09-29,KOSS,1.16,19073,16393,2.9614,4.0
2023-10-13,KOSS,1.56,12757,8194,2.82,4.0
2023-10-31,KOSS,1.24,13726,11093,2.72,4.0
2023-11-15,KOSS,1.0,9728,33576,2.72,4.0
2023-11-30,KOSS,1.12,31075,27674,2.75,4.0
2023-12-15,KOSS,1.2,27086,22638,3.73,4.0
2023-12-29,KOSS,1.0,11471,16069,3.35,4.0
2024-01-12,KOSS,1.0,8098,11521,3.03,4.0
2024-01-31,KOSS,1.0,10531,11920,2.9651,4.0
2024-02-15,KOSS,1.25,16563,13243,2.84,6.0
2024-02-29,KOSS,1.0,15962,21814,2.51,3.0
2024-03-15,KOSS,1.0,10845,18420,2.49,4.0
2024-03-28,KOSS,1.0,9793,14523,2.57,4.0
2024-04-15,KOSS,1.0,11254,17440,2.38,4.0
2024-04-30,KOSS,1.35,11568,8597,2.4,4.0
2024-05-15,KOSS,1.0,1089738,4007405,3.1978,7.0
2024-05-31,KOSS,1.0,340546,376045,4.7,4.0
2024-06-14,KOSS,1.0,403987,555107,4.02,5.0
2024-06-28,KOSS,3.44,296733,86383,4.45,4.0
2024-07-15,KOSS,1.0,805338,16129009,9.08,8.0
2024-07-31,KOSS,1.0,544075,1994367,9.42,5.0
2024-08-15,KOSS,1.41,329114,234133,6.68,5.0
2024-08-30,KOSS,1.0,493514,528482,8.11,5.0
2024-09-13,KOSS,1.61,466647,289020,7.43,4.0
2024-09-30,KOSS,2.04,489003,240042,7.12,4.0
2024-10-15,KOSS,2.81,421425,150134,7.24,5.0
2024-10-31,KOSS,2.02,409272,202183,7.26,4.0
2024-11-15,KOSS,1.81,330788,182400,6.95,4.0
2024-11-29,KOSS,2.06,354104,171889,7.24,5.0
2024-12-13,KOSS,1.49,311217,208634,7.2,5.0
2024-12-31,KOSS,1.55,260727,168562,8.0,5.0
2025-01-15,KOSS,1.72,233639,135729,7.33,4.0
2025-01-31,KOSS,3.7,258675,69913,5.98,4.0
2025-02-14,KOSS,3.43,260346,75916,6.56,5.0
2025-02-28,KOSS,5.62,271418,48319,5.53,4.0
2025-03-14,KOSS,8.28,272035,32870,5.0,4.0
2025-03-31,KOSS,4.92,238330,48459,4.85,6.0
2025-04-15,KOSS,5.5,240784,43753,4.46,5.0
2025-04-30,KOSS,9.4,247005,26288,4.625,5.0
2025-05-15,KOSS,9.07,236504,26069,4.92,7.0
2025-05-30,KOSS,1.56,287900,184047,5.82,4.0
2020-06-30,NOK,1.0,21703233,28027997,3.9477,3.0
2020-07-15,NOK,1.0,35764680,36301572,3.7476,3.0
2020-07-31,NOK,1.35,36797414,27166969,4.3479,3.0
2020-08-14,NOK,1.26,37547824,29835283,4.548,3.0
2020-08-31,NOK,2.3,38780589,16839443,4.5207,3.0
2020-09-15,NOK,1.05,40850540,38788599,3.7294,3.0
2020-09-30,NOK,1.81,40931004,22574959,3.4383,3.0
2020-10-15,NOK,2.37,44171986,18657131,3.6657,3.0
2020-10-30,NOK,1.23,48905679,39761575,3.0654,3.0
2020-11-13,NOK,1.41,53349590,37913682,3.4656,3.0
2020-11-30,NOK,2.16,51150264,23628603,3.7567,3.0
2020-12-15,NOK,2.08,48242505,23166545,3.693,3.0
2020-12-31,NOK,2.67,50518233,18898510,3.5566,2.0
2021-01-15,NOK,1.72,59550824,34557798,3.7112,3.0
2021-01-29,NOK,1.0,56837102,292299000,4.1478,100.0
2021-02-12,NOK,1.0,48267813,102049744,3.7931,11.0
2021-02-26,NOK,1.0,41223801,54366562,3.5657,11.0
2021-03-15,NOK,1.0,30583408,42016206,3.8385,9.0
2021-03-31,NOK,1.0,24247495,35133714,3.693,4.0
2021-04-15,NOK,1.18,28227293,23873844,3.7567,4.0
2021-04-30,NOK,1.0,30227472,38761454,4.257,6.0
2021-05-14,NOK,1.0,33280270,44285418,4.4571,5.0
2021-05-28,NOK,1.02,33425798,32698096,4.6936,9.0
2021-06-15,NOK,1.0,37910354,47233113,4.9392,5.0
2021-06-30,NOK,1.0,29064391,29238239,4.9574,4.0
2021-07-15,NOK,1.0,31760218,34692114,4.9756,6.0
2021-07-30,NOK,1.07,33345246,31161885,5.5304,5.0
2021-08-13,NOK,1.77,37781989,21389379,5.5668,4.0
2021-08-31,NOK,2.22,35224476,15836121,5.4849,3.0
2021-09-15,NOK,1.95,34196259,17527771,5.303,3.0
2021-09-30,NOK,1.48,31442774,21226167,5.0756,3.0
2021-10-15,NOK,1.88,33658333,17914263,5.3667,3.0
2021-10-29,NOK,1.74,36767022,21177024,5.1666,4.0
2021-11-15,NOK,2.05,36309610,17698674,5.1666,3.0
2021-11-30,NOK,1.89,39169134,20767749,5.0483,3.0
2021-12-15,NOK,1.7,43604897,25724505,5.4758,3.0
2021-12-31,NOK,2.45,41621327,16998006,5.6578,3.0
2022-01-14,NOK,1.73,44941848,25926188,5.394,3.0
2022-01-31,NOK,1.06,37552594,35477385,5.203,3.0
2022-02-15,NOK,1.52,37699900,24823680,5.0392,3.0
2022-02-28,NOK,1.08,36508513,33938394,4.9483,3.0
2022-03-15,NOK,1.0,34604435,36402946,4.3752,3.0
2022-03-31,NOK,1.6,34887535,21747810,4.8846,3.0
2022-04-14,NOK,1.5,31035920,20732642,4.6481,2.0
2022-04-29,NOK,1.0,33560759,35450908,4.5844,3.0
2022-05-13,NOK,1.0,26954691,41866545,4.457,3.0
2022-05-31,NOK,1.0,22207609,32613694,4.6945,3.0
2022-06-15,NOK,1.0,20869715,35671143,4.2926,3.0
2022-06-30,NOK,1.0,19186557,35767688,4.3931,3.0
2022-07-15,NOK,1.0,17144323,24454496,4.2104,3.0
2022-07-29,NOK,1.0,18332331,22919477,4.7501,2.0
2022-08-15,NOK,1.0,18698013,23916980,4.7776,3.0
2022-08-31,NOK,1.0,21976796,28938247,4.4658,2.0
2022-09-15,NOK,1.0,21943038,24981209,4.6492,2.0
2022-09-30,NOK,1.0,20484071,25386620,3.9156,3.0
2022-10-14,NOK,1.0,14681435,22453560,4.0806,2.0
2022-10-31,NOK,1.0,12274297,35075334,4.0901,2.0
2022-11-15,NOK,1.0,12406173,25186223,4.3757,2.0
2022-11-30,NOK,1.0,11862934,18786035,4.4401,2.0
2022-12-15,NOK,1.0,13738821,17754068,4.5046,2.0
2022-12-30,NOK,1.0,13348946,13741273,4.2743,2.0
2023-01-13,NOK,1.0,12953653,15812324,4.6336,2.0
2023-01-31,NOK,1.0,17176895,25711375,4.3572,2.0
2023-02-15,NOK,1.0,16195530,16383979,4.3125,2.0
2023-02-28,NOK,1.0,12628335,14675255,4.2385,3.0
2023-03-15,NOK,1.0,13204054,17478798,4.3403,3.0
2023-03-31,NOK,1.0,13666686,15042895,4.5439,3.0
2023-04-14,NOK,1.0,10664308,14029453,4.5346,3.0
2023-04-28,NOK,1.0,12618278,26724874,3.9079,3.0
2023-05-15,NOK,1.13,16640990,14716744,3.7587,3.0
2023-05-31,NOK,1.25,18174438,14583169,3.7494,3.0
2023-06-15,NOK,1.56,20925364,13449037,3.7307,3.0
2023-06-30,NOK,1.47,22670420,15473755,3.88,3.0
2023-07-14,NOK,1.16,20451609,17585157,3.7121,3.0
2023-07-31,NOK,1.0,15373259,20713638,3.6965,2.0
2023-08-15,NOK,1.31,20766843,15907240,3.6589,2.0
2023-08-31,NOK,1.34,15596574,11680076,3.5742,2.0
2023-09-15,NOK,1.49,27838413,18685427,3.6965,2.0
2023-09-29,NOK,2.01,28519287,14169506,3.5178,2.0
2023-10-13,NOK,1.0,18218702,22529704,3.3015,2.0
2023-10-31,NOK,1.0,22721325,25012925,3.0876,2.0
2023-11-15,NOK,2.22,28992296,13073710,3.3156,3.0
2023-11-30,NOK,2.89,22590730,7824952,3.3726,3.0
2023-12-15,NOK,1.0,16347038,24977606,3.0971,3.0
2023-12-29,NOK,1.8,25370584,14094962,3.2491,2.0
2024-01-12,NOK,1.64,21092870,12833723,3.3441,3.0
2024-01-31,NOK,1.0,19380099,20400745,3.6291,2.0
2024-02-15,NOK,1.65,22389187,13564221,3.4395,3.0
2024-02-29,NOK,2.27,26727087,11772010,3.3916,3.0
2024-03-15,NOK,2.11,30810818,14610061,3.5353,2.0
2024-03-28,NOK,1.68,26330313,15695264,3.3916,3.0
2024-04-15,NOK,1.42,19568835,13821368,3.1904,3.0
2024-04-30,NOK,1.16,21308358,18393630,3.5374,3.0
2024-05-15,NOK,1.79,25768492,14364586,3.6053,3.0
2024-05-31,NOK,2.06,23635615,11492851,3.7797,3.0
2024-06-14,NOK,1.77,18522543,10468585,3.5084,3.0
2024-06-28,NOK,1.22,14671021,11982262,3.6634,3.0
2024-07-15,NOK,1.58,20972145,13289370,3.8669,3.0
2024-07-31,NOK,1.6,23947189,14942476,3.7544,3.0
2024-08-15,NOK,2.17,28462733,13139543,3.7251,3.0
2024-08-30,NOK,1.65,24565062,14892980,4.3606,3.0
2024-09-13,NOK,1.52,32630209,21523369,4.1064,3.0
2024-09-30,NOK,2.0,47791368,23843081,4.2726,2.0
2024-10-15,NOK,3.59,48801476,13589454,4.2628,3.0
2024-10-31,NOK,2.03,58433246,28737196,4.6958,2.0
2024-11-15,NOK,3.71,56462562,15229364,4.3906,3.0
2024-11-29,NOK,2.28,50895709,22285968,4.1347,3.0
2024-12-13,NOK,3.53,50848207,14412309,4.4103,3.0
2024-12-31,NOK,5.18,52863330,10203750,4.4103,3.0
2025-01-15,NOK,4.0,55846764,13975682,4.4497,3.0
2025-01-31,NOK,2.44,57349560,23531589,4.5284,3.0
2025-02-14,NOK,3.45,66096689,19183666,4.945,3.0
2025-02-28,NOK,3.72,74633995,20077704,4.7567,3.0
2025-03-14,NOK,1.47,48179268,32697240,5.2819,3.0
2025-03-31,NOK,2.51,41961248,16740154,5.163,3.0
2025-04-15,NOK,1.5,35544079,23695078,4.9152,3.0
2025-04-30,NOK,1.3,30226330,23310810,4.945,3.0
2025-05-15,NOK,1.83,30806409,16866181,5.09,3.0
2025-05-30,NOK,2.4,36645057,15242281,5.22,3.0
