date,ticker,d2c,shorts,volume,close,trend
2023-07-31,AMC,2.5,137785569,55196616,46.4,36.0
2023-08-15,AMC,3.87,150955613,38997724,52.6,24.0
2023-08-31,AMC,1.08,23211862,21407327,12.43,31.0
2023-09-15,AMC,1.0,22146199,38128663,8.36,17.0
2023-09-29,AMC,1.0,17160338,17979417,7.99,17.0
2023-10-13,AMC,1.0,15402984,24433045,9.5,22.0
2023-10-31,AMC,1.12,18524828,16505451,9.15,17.0
2023-11-15,AMC,1.0,22796630,23444896,8.01,17.0
2023-11-30,AMC,1.24,22600273,18228674,6.9,18.0
2023-12-15,AMC,1.0,18302923,21354140,6.65,17.0
2023-12-29,AMC,1.28,23283624,18149342,6.12,32.0
2024-01-12,AMC,1.35,24104314,17869237,4.56,19.0
2024-01-31,AMC,2.18,28620993,13121389,4.07,13.0
2024-02-15,AMC,2.0,29359675,14667131,4.38,17.0
2024-02-29,AMC,2.17,31750252,14615808,4.44,17.0
2024-03-15,AMC,2.73,36329391,13305821,4.44,18.0
2024-03-28,AMC,3.18,42191492,13274758,3.72,19.0
2024-04-15,AMC,2.79,50685424,18166542,2.65,15.0
2024-04-30,AMC,2.78,55449039,19942711,3.41,14.0
2024-05-15,AMC,1.0,56731489,152872883,2.91,30.0
2024-05-31,AMC,1.0,58201931,65038643,4.33,20.0
2024-06-14,AMC,1.0,52945480,73137385,4.99,28.0
2024-06-28,AMC,2.28,53873669,23654709,4.98,24.0
2024-07-15,AMC,2.9,53744937,18516004,5.26,21.0
2024-07-31,AMC,2.69,51900469,19306368,5.18,28.0
2024-08-15,AMC,4.22,51247216,12141762,5.0,23.0
2024-08-30,AMC,6.27,50656601,8077030,4.82,18.0
2024-09-13,AMC,6.4,50439747,7878562,4.96,16.0
2024-09-30,AMC,5.14,57177199,11129825,4.5,15.0
2024-10-15,AMC,7.23,52759376,7300672,4.17,15.0
2024-10-31,AMC,8.12,48610057,5988686,4.32,14.0
2024-11-15,AMC,3.52,49811860,14152186,4.48,14.0
2024-11-29,AMC,3.47,49455853,14254701,4.95,34.0
2024-12-13,AMC,2.53,53045291,21000202,4.18,17.0
2024-12-31,AMC,3.26,48723373,14936634,4.0,24.0
2025-01-15,AMC,3.52,46280261,13161769,3.8,14.0
2025-01-31,AMC,3.72,37768952,10148410,3.11,13.0
2025-02-14,AMC,3.84,37539547,9763358,3.55,16.0
2025-02-28,AMC,3.55,37924295,10673953,3.3,12.0
2025-03-14,AMC,4.95,39225652,7929236,2.9,11.0
2025-03-31,AMC,6.33,48494766,7655672,2.88,18.0
2025-04-15,AMC,5.99,58484560,9766825,2.95,18.0
2025-04-30,AMC,9.23,62494313,6772004,2.71,19.0
2025-05-15,AMC,7.98,64233103,8048638,2.73,16.0
2025-05-30,AMC,2.99,64208209,21483968,3.56,24.0
2020-06-30,BB,5.12,26017542,5084496,4.72,24.0
2020-07-15,BB,7.61,24777599,3254738,4.73,24.0
2020-07-31,BB,9.58,26334563,2748465,4.74,26.0
2020-08-14,BB,9.83,27744981,2822509,4.8,28.0
2020-08-31,BB,8.57,24423676,2848779,5.23,27.0
2020-09-15,BB,6.06,24892819,4107562,4.75,28.0
2020-09-30,BB,5.08,26812588,5275025,4.77,27.0
2020-10-15,BB,7.67,30454157,3971903,4.73,28.0
2020-10-30,BB,9.51,31666634,3330731,4.49,27.0
2020-11-13,BB,9.52,29549884,3105441,5.11,23.0
2020-11-30,BB,6.97,29602246,4245755,6.15,32.0
2020-12-15,BB,1.0,34573554,65347475,8.16,29.0
2020-12-31,BB,2.79,39563672,14162316,6.63,28.0
2021-01-15,BB,2.62,43485405,16611488,9.84,29.0
2021-01-29,BB,1.0,20406949,177806832,14.1,100.0
2021-02-12,BB,1.0,32350653,39737411,13.04,35.0
2021-02-26,BB,1.71,43025495,25117591,10.05,34.0
2021-03-15,BB,2.05,37656015,18366563,11.85,32.0
2021-03-31,BB,3.36,40039305,11911163,9.63,33.0
2021-04-15,BB,4.53,44497674,9828472,9.13,27.0
2021-04-30,BB,5.42,48477549,8943138,8.83,27.0
2021-05-14,BB,7.66,50227904,6552930,8.44,24.0
2021-05-28,BB,4.24,46967161,11088540,10.07,30.0
2021-06-15,BB,1.0,37728365,165501834,14.18,36.0
2021-06-30,BB,1.26,37059887,29347561,12.12,29.0
2021-07-15,BB,3.68,37062927,10066182,11.79,30.0
2021-07-30,BB,4.07,36262944,8915641,10.16,29.0
2021-08-13,BB,6.25,36790618,5887473,9.88,27.0
2021-08-31,BB,3.06,36818052,12049160,11.3,25.0
2021-09-15,BB,5.21,39113143,7505889,10.42,26.0
2021-09-30,BB,3.22,40179571,12474973,10.38,28.0
2021-10-15,BB,4.88,39680770,8128738,10.34,30.0
2021-10-29,BB,3.45,37901188,10989990,10.8,28.0
2021-11-15,BB,3.68,34270410,9311948,10.78,32.0
2021-11-30,BB,5.77,36230295,6276348,9.97,34.0
2021-12-15,BB,4.04,36021833,8916116,8.79,33.0
2021-12-31,BB,3.2,33999823,10639565,9.35,31.0
2022-01-14,BB,4.93,33964104,6883210,9.04,29.0
2022-01-31,BB,3.19,34590121,10853380,7.88,31.0
2022-02-15,BB,4.05,34956153,8629933,7.04,30.0
2022-02-28,BB,4.7,33619948,7151760,6.72,34.0
2022-03-15,BB,6.24,38027692,6098536,6.24,34.0
2022-03-31,BB,3.55,35980435,10124836,7.39,30.0
2022-04-14,BB,4.75,37289297,7854985,6.68,27.0
2022-04-29,BB,7.03,41253654,5865991,5.72,27.0
2022-05-13,BB,4.15,39455116,9499437,5.83,27.0
2022-05-31,BB,2.92,35038654,11999904,6.57,26.0
2022-06-15,BB,3.6,36236460,10058518,5.54,24.0
2022-06-30,BB,3.5,33928600,9687041,5.75,26.0
2022-07-15,BB,4.74,32556469,6875657,5.75,27.0
2022-07-29,BB,6.77,33161922,4896801,6.13,29.0
2022-08-15,BB,5.92,33039863,5580087,6.78,31.0
2022-08-31,BB,6.39,33149504,5188402,6.09,30.0
2022-09-15,BB,6.23,33031982,5300192,6.02,27.0
2022-09-30,BB,5.4,33817857,6265667,4.7,26.0
2022-10-14,BB,4.57,37445305,8186289,3.98,24.0
2022-10-31,BB,7.81,37143272,4754272,4.63,24.0
2022-11-15,BB,5.41,44068427,8140461,4.97,25.0
2022-11-30,BB,8.02,35820882,4468689,4.84,26.0
2022-12-15,BB,4.96,28582647,5768117,4.4,28.0
2022-12-30,BB,3.05,30470286,10001295,3.26,30.0
2023-01-13,BB,3.83,27991961,7299221,3.81,26.0
2023-01-31,BB,3.43,25261487,7354819,4.37,28.0
2023-02-15,BB,3.38,22338629,6609200,4.11,29.0
2023-02-28,BB,5.31,24715997,4650941,3.8,30.0
2023-03-15,BB,2.9,20884654,7199082,3.59,35.0
2023-03-31,BB,3.27,21332761,6518146,4.56,28.0
2023-04-14,BB,3.91,18299027,4681655,4.51,25.0
2023-04-28,BB,5.15,18291135,3548402,3.91,24.0
2023-05-15,BB,3.37,17402442,5160337,5.01,23.0
2023-05-31,BB,3.97,15923936,4014781,5.23,23.0
2023-06-15,BB,4.13,15118873,3659547,5.15,23.0
2023-06-30,BB,1.77,14618294,8260640,5.53,25.0
2023-07-14,BB,3.03,16293594,5382539,4.87,23.0
2023-07-31,BB,3.23,15963817,4944645,4.75,24.0
2023-08-15,BB,4.54,14245823,3135176,4.61,25.0
2023-08-31,BB,2.27,15436015,6785202,5.23,23.0
2023-09-15,BB,1.43,15263540,10645551,5.39,24.0
2023-09-29,BB,4.25,25782817,6070944,4.71,22.0
2023-10-13,BB,4.2,24572102,5856881,3.47,23.0
2023-10-31,BB,4.34,24579372,5661622,3.41,24.0
2023-11-15,BB,6.78,24797681,3655598,3.64,25.0
2023-11-30,BB,8.95,21502457,2403497,3.65,25.0
2023-12-15,BB,2.98,22417496,7511017,4.37,27.0
2023-12-29,BB,4.38,31095455,7096447,3.54,27.0
2024-01-12,BB,6.02,37192027,6177896,3.4,26.0
2024-01-31,BB,3.35,44777129,13371678,2.92,26.0
2024-02-15,BB,6.05,46756318,7725383,2.8,26.0
2024-02-29,BB,8.25,46381277,5621638,2.57,28.0
2024-03-15,BB,3.2,43289675,13526526,2.85,28.0
2024-03-28,BB,5.31,47873879,9011722,2.76,33.0
2024-04-15,BB,3.76,44214311,11744246,3.05,23.0
2024-04-30,BB,8.34,42586717,5104798,2.83,23.0
2024-05-15,BB,2.42,42131319,17408588,2.9,25.0
2024-05-31,BB,5.89,41224263,7001500,2.79,25.0
2024-06-14,BB,4.56,51992700,11407081,2.34,23.0
2024-06-28,BB,1.64,32707263,19920814,2.48,22.0
2024-07-15,BB,5.23,32717693,6253545,2.5,24.0
2024-07-31,BB,5.99,31622213,5282242,2.48,26.0
2024-08-15,BB,8.01,31473367,3930158,2.17,25.0
2024-08-30,BB,6.84,29206030,4267581,2.35,24.0
2024-09-13,BB,6.87,29489003,4292103,2.48,23.0
2024-09-30,BB,2.67,30281816,11346162,2.52,22.0
2024-10-15,BB,3.26,26300336,8077215,2.49,23.0
2024-10-31,BB,3.22,26975284,8384838,2.39,22.0
2024-11-15,BB,2.39,24825096,10366597,2.38,23.0
2024-11-29,BB,2.62,26267590,10041409,2.57,27.0
2024-12-13,BB,1.78,27544458,15483905,2.69,26.0
2024-12-31,BB,1.52,29497696,19427735,3.91,25.0
2025-01-15,BB,1.5,30538347,20323051,4.06,25.0
2025-01-31,BB,1.48,28691262,19428210,4.44,25.0
2025-02-14,BB,1.21,35284669,29062748,5.69,25.0
2025-02-28,BB,1.0,37662787,46673676,4.71,29.0
2025-03-14,BB,1.72,34593724,20155724,4.54,31.0
2025-03-31,BB,2.44,32861889,13444928,3.92,27.0
2025-04-15,BB,1.64,31474016,19222873,3.16,22.0
2025-04-30,BB,2.79,31557588,11291575,3.38,24.0
2025-05-15,BB,2.32,35266702,15193663,3.81,22.0
2025-05-30,BB,2.96,34254597,11570248,3.96,23.0
2020-06-30,EXPR,8.06,13611594,1689385,28.4,1.0
2020-07-15,EXPR,7.13,14136408,1983048,30.6,2.0
2020-07-31,EXPR,7.52,14608515,1943358,20.2,2.0
2020-08-14,EXPR,8.87,14968557,1687432,24.8,2.0
2020-08-31,EXPR,7.58,14395222,1899797,21.8,2.0
2020-09-15,EXPR,6.68,14627301,2188932,17.698,2.0
2020-09-30,EXPR,2.11,11477272,5438159,13.57,2.0
2020-10-15,EXPR,1.39,9242863,6671467,15.044,2.0
2020-10-30,EXPR,3.18,10110495,3181876,12.22,2.0
2020-11-13,EXPR,1.04,8319431,7990089,15.352,2.0
2020-11-30,EXPR,1.11,7698098,6930074,31.8,3.0
2020-12-15,EXPR,1.35,6972982,5152589,21.4,2.0
2020-12-31,EXPR,2.77,8023698,2894054,18.2,1.0
2021-01-15,EXPR,1.0,7220623,7312589,25.2,3.0
2021-01-29,EXPR,1.0,8556228,99808319,120.0,100.0
2021-02-12,EXPR,1.0,5930097,15128508,56.0,8.0
2021-02-26,EXPR,1.0,4562807,17546109,53.8,12.0
2021-03-15,EXPR,1.0,6275596,30041512,88.8,11.0
2021-03-31,EXPR,1.0,5401693,12721857,84.8,4.0
2021-04-15,EXPR,1.6,6562957,4109381,75.8,4.0
2021-04-30,EXPR,2.21,6269820,2841473,61.0,4.0
2021-05-14,EXPR,1.0,4570609,4647212,64.6,4.0
2021-05-28,EXPR,1.0,6152960,15711422,85.8,9.0
2021-06-15,EXPR,1.0,7070633,22607102,105.8,5.0
2021-06-30,EXPR,1.0,6397325,17593701,142.0,9.0
2021-07-15,EXPR,1.0,4232016,7011924,115.8,4.0
2021-07-30,EXPR,1.01,5180653,5123332,93.8,4.0
2021-08-13,EXPR,1.0,3987000,5569758,120.4,4.0
2021-08-31,EXPR,1.0,3334652,7268004,129.0,3.0
2021-09-15,EXPR,1.0,3382500,4527445,105.6,3.0
2021-09-30,EXPR,1.0,3149589,3907983,105.2,3.0
2021-10-15,EXPR,1.25,3437167,2756778,87.2,3.0
2021-10-29,EXPR,1.0,3302311,3301344,76.8,3.0
2021-11-15,EXPR,1.0,2783913,4110596,85.4,2.0
2021-11-30,EXPR,1.0,3381872,3790691,78.6,3.0
2021-12-15,EXPR,1.0,3081494,6178201,68.8,3.0
2021-12-31,EXPR,1.0,3003673,3423243,61.6,2.0
2022-01-14,EXPR,1.3,3370434,2592659,63.0,2.0
2022-01-31,EXPR,1.25,3380952,2694460,58.0,2.0
2022-02-15,EXPR,1.17,4040163,3459606,83.6,2.0
2022-02-28,EXPR,1.89,3960634,2098393,90.8,2.0
2022-03-15,EXPR,1.36,4060819,2982307,74.0,2.0
2022-03-31,EXPR,1.0,3772368,3938768,70.8,3.0
2022-04-14,EXPR,1.4,3565173,2539807,66.2,2.0
2022-04-29,EXPR,2.13,3558590,1669900,68.8,2.0
2022-05-13,EXPR,1.51,3772837,2500503,71.4,2.0
2022-05-31,EXPR,1.0,4333960,6002279,60.0,2.0
2022-06-15,EXPR,1.33,3805320,2859774,48.8,2.0
2022-06-30,EXPR,1.49,5308574,3566614,44.6,2.0
2022-07-15,EXPR,2.65,5543864,2094150,35.0,2.0
2022-07-29,EXPR,2.95,5453601,1848555,33.8,2.0
2022-08-15,EXPR,1.58,4975809,3152624,43.6,3.0
2022-08-31,EXPR,1.77,6154722,3468736,39.0,2.0
2022-09-15,EXPR,2.5,6504004,2600382,27.0,2.0
2022-09-30,EXPR,5.65,6156926,1089186,21.8,2.0
2022-10-14,EXPR,6.74,6471849,960394,23.8,2.0
2022-10-31,EXPR,7.27,6307084,867391,26.2,2.0
2022-11-15,EXPR,3.79,6328790,1667827,26.0,2.0
2022-11-30,EXPR,7.51,6765746,901394,28.0,2.0
2022-12-15,EXPR,1.0,6404022,10353035,24.8,3.0
2022-12-30,EXPR,2.96,6565293,2221471,20.4,2.0
2023-01-13,EXPR,3.46,6266496,1813059,21.8,2.0
2023-01-31,EXPR,3.24,6276861,1939038,22.6,2.0
2023-02-15,EXPR,1.93,7376251,3831617,22.6,2.0
2023-02-28,EXPR,7.16,6814195,951046,20.6,2.0
2023-03-15,EXPR,6.64,7790728,1173073,17.536,2.0
2023-03-31,EXPR,4.34,7908120,1821721,15.766,2.0
2023-04-14,EXPR,3.63,8370703,2307280,16.8,3.0
2023-04-28,EXPR,8.62,8952311,1038144,16.15,2.0
2023-05-15,EXPR,13.84,7970951,575824,16.1,2.0
2023-05-31,EXPR,5.28,8892953,1685669,12.4,2.0
2023-06-15,EXPR,8.24,10808244,1311257,12.09,2.0
2023-06-30,EXPR,5.46,8171932,1497906,11.868,1.0
2023-07-14,EXPR,6.95,7444458,1071783,13.738,2.0
2023-07-31,EXPR,10.96,8055496,734700,15.372,2.0
2023-08-15,EXPR,9.74,7683893,788924,15.97,2.0
2023-08-31,EXPR,5.7,415775,72942,10.326,2.0
2023-09-15,EXPR,3.03,461010,152359,9.74,2.0
2023-09-29,EXPR,11.87,479231,40385,9.0,2.0
2023-10-13,EXPR,11.86,436388,36794,8.4,2.0
2023-10-31,EXPR,12.45,467634,37550,8.64,2.0
2023-11-15,EXPR,9.66,423459,43837,9.5,2.0
2023-11-30,EXPR,7.94,451022,56771,9.44,1.0
2023-12-15,EXPR,8.83,440554,49874,8.29,1.0
2023-12-29,EXPR,6.2,476882,76890,8.37,1.0
2024-01-12,EXPR,9.83,440807,44827,8.01,1.0
2024-01-31,EXPR,15.06,469790,31195,7.2,2.0
2024-02-15,EXPR,1.02,602114,591172,4.28,3.0
2024-02-29,EXPR,3.12,569343,182538,2.64,2.0
2024-03-15,EXPR,1.0,265240,321553,1.27,2.0
2024-03-28,EXPR,4.96,219957,44315,1.3,1.0
2024-04-15,EXPR,1.58,234053,148421,0.75,2.0
2020-06-30,GME,17.03,54559609,3204606,1.0875,0.0
2020-07-15,GME,25.82,53499964,2072383,1.085,0.0
2020-07-31,GME,20.82,54524532,2618558,1.0025,0.0
2020-08-14,GME,15.5,55688385,3593418,1.1875,0.0
2020-08-31,GME,15.96,57860937,3626133,1.3475,0.0
2020-09-15,GME,6.1,66409745,10885180,1.5225,0.0
2020-09-30,GME,5.62,68628509,12207895,2.505,0.0
2020-10-15,GME,3.55,70337051,19796553,3.005,1.0
2020-10-30,GME,8.11,66806277,8242526,2.6175,0.0
2020-11-13,GME,14.05,67454064,4802213,2.7525,0.0
2020-11-30,GME,8.72,67982121,7797115,4.02,1.0
2020-12-15,GME,6.89,68127116,9885845,3.3275,0.0
2020-12-31,GME,6.14,71196206,11588797,4.71,1.0
2021-01-15,GME,2.1,61782730,29385884,8.875,3.0
2021-01-29,GME,1.0,21409004,96789540,81.25,100.0
2021-02-12,GME,1.0,16468038,40407815,13.1,18.0
2021-02-26,GME,1.0,14200138,35190707,25.435,33.0
2021-03-15,GME,1.0,10187324,35871397,66.125,20.0
2021-03-31,GME,1.0,10696160,21048359,45.25,12.0
2021-04-15,GME,1.13,11112124,9852978,39.59,10.0
2021-04-30,GME,2.11,11817478,5600751,43.3975,8.0
2021-05-14,GME,3.15,11972632,3803141,39.98,6.0
2021-05-28,GME,1.45,11971702,8235755,55.5,13.0
2021-06-15,GME,1.0,9670734,11563428,58.335,7.0
2021-06-30,GME,1.56,8224618,5256753,52.3775,5.0
2021-07-15,GME,2.78,8075454,2903947,47.8075,5.0
2021-07-30,GME,3.38,7664869,2270693,40.28,4.0
2021-08-13,GME,2.5,7573914,3029440,40.63,3.0
2021-08-31,GME,1.81,7796968,4313674,51.2375,4.0
2021-09-15,GME,2.05,7375940,3598836,47.6025,4.0
2021-09-30,GME,3.13,7820947,2502466,46.29,3.0
2021-10-15,GME,5.29,7672089,1451392,45.82,3.0
2021-10-29,GME,3.56,7060752,1985671,45.8775,3.0
2021-11-15,GME,2.22,6775394,3054295,50.525,3.0
2021-11-30,GME,3.26,6421977,1972550,49.93,3.0
2021-12-15,GME,2.38,8611843,3611552,39.7525,3.0
2021-12-31,GME,4.7,8449995,1798277,37.0975,2.0
2022-01-14,GME,2.31,9377532,4058237,29.1625,3.0
2022-01-31,GME,2.5,10998384,4406441,24.4775,3.0
2022-02-15,GME,4.02,11943772,2972597,31.0625,3.0
2022-02-28,GME,6.9,11713653,1698488,29.645,2.0
2022-03-15,GME,5.82,12345458,2120654,23.1725,3.0
2022-03-31,GME,1.08,12249471,11318231,37.9875,9.0
2022-04-14,GME,3.43,14128064,4123456,37.6925,2.0
2022-04-29,GME,8.12,13540994,1668138,31.2675,2.0
2022-05-13,GME,4.06,15123772,3723329,24.5975,3.0
2022-05-31,GME,3.12,15537841,4982613,34.3025,3.0
2022-06-15,GME,3.5,14511385,4145012,32.2725,3.0
2022-06-30,GME,5.53,13301379,2407151,33.8025,2.0
2022-07-15,GME,4.41,14905476,3378234,35.41,3.0
2022-07-29,GME,7.81,59908446,7672095,34.01,3.0
2022-08-15,GME,7.96,53245515,6687641,40.74,4.0
2022-08-31,GME,6.55,49593249,7571276,30.94,2.0
2022-09-15,GME,7.25,49525156,6831517,28.92,2.0
2022-09-30,GME,13.76,51092394,3714374,25.13,2.0
2022-10-14,GME,16.53,53883909,3260389,24.63,2.0
2022-10-31,GME,8.34,53372724,6399185,28.17,2.0
2022-11-15,GME,11.32,54655571,4828453,26.1,2.0
2022-11-30,GME,18.98,54620238,2877559,26.17,1.0
2022-12-15,GME,8.4,54707097,6511642,22.63,1.0
2022-12-30,GME,13.01,58411815,4488808,18.46,1.0
2023-01-13,GME,11.39,60337728,5296325,20.49,2.0
2023-01-31,GME,11.43,57882022,5063509,22.82,2.0
2023-02-15,GME,10.99,57289638,5213661,19.27,1.0
2023-02-28,GME,18.55,56850983,3064416,19.54,1.0
2023-03-15,GME,18.99,58505711,3080681,17.25,1.0
2023-03-31,GME,4.93,56723649,11504931,23.02,2.0
2023-04-14,GME,20.34,56072019,2757166,22.46,1.0
2023-04-28,GME,23.01,57709747,2508441,19.29,1.0
2023-05-15,GME,24.08,57320808,2380357,20.69,1.0
2023-05-31,GME,16.21,55841413,3444084,23.25,1.0
2023-06-15,GME,6.07,55155121,9085204,22.68,2.0
2023-06-30,GME,18.46,52281039,2832327,24.25,1.0
2023-07-14,GME,22.01,51660779,2347478,22.97,1.0
2023-07-31,GME,21.21,50478950,2379949,21.93,1.0
2023-08-15,GME,24.16,51203657,2119414,20.19,1.0
2023-08-31,GME,17.09,51250434,2999209,17.13,1.0
2023-09-15,GME,12.63,53950371,4272009,18.22,1.0
2023-09-29,GME,18.12,55894055,3084825,16.46,1.0
2023-10-13,GME,19.58,58558450,2990283,14.92,1.0
2023-10-31,GME,17.16,59938352,3493866,13.12,1.0
2023-11-15,GME,18.31,60673347,3312791,12.54,1.0
2023-11-30,GME,5.67,63590274,11206851,12.2,2.0
2023-12-15,GME,5.44,62664063,11523582,17.26,1.0
2023-12-29,GME,13.22,61174273,4627616,17.53,1.0
2024-01-12,GME,18.84,60104977,3190257,14.75,1.0
2024-01-31,GME,20.68,59673027,2885946,14.49,1.0
2024-02-15,GME,21.11,60191632,2851250,14.66,1.0
2024-02-29,GME,24.62,60479692,2456534,13.51,1.0
2024-03-15,GME,18.23,59554103,3266095,14.24,1.0
2024-03-28,GME,8.09,65688393,8123131,12.52,2.0
2024-04-15,GME,12.73,59954492,4708722,10.77,1.0
2024-04-30,GME,17.36,64373343,3708218,11.9,1.0
2024-05-15,GME,1.03,68391054,66664695,17.46,23.0
2024-05-31,GME,1.0,46538235,52050019,23.14,4.0
2024-06-14,GME,1.0,44729815,139302192,28.7,16.0
2024-06-28,GME,1.2,41953496,35026105,24.69,4.0
2024-07-15,GME,2.55,40344382,15807656,26.05,4.0
2024-07-31,GME,3.02,37925649,12549488,24.13,2.0
2024-08-15,GME,5.6,35971941,6423530,21.93,2.0
2024-08-30,GME,6.25,35551855,5689610,23.42,2.0
2024-09-13,GME,2.59,36551732,14091060,20.65,2.0
2024-09-30,GME,2.81,38133807,13585925,22.48,1.0
2024-10-15,GME,6.92,35962132,5198923,20.83,1.0
2024-10-31,GME,5.9,35943712,6090390,20.57,2.0
2024-11-15,GME,2.5,31866496,12733092,26.59,3.0
2024-11-29,GME,2.45,32404004,13223249,29.05,2.0
2024-12-13,GME,2.11,31061785,14746751,27.99,3.0
2024-12-31,GME,2.57,31301108,12175556,32.2,2.0
2025-01-15,GME,3.7,32138831,8687628,32.31,2.0
2025-01-31,GME,5.86,30329696,5180091,26.9,1.0
2025-02-14,GME,4.43,27717723,6256182,27.0,2.0
2025-02-28,GME,5.33,28516200,5346341,25.04,1.0
2025-03-14,GME,6.81,28257093,4148999,23.05,1.0
2025-03-31,GME,2.15,47564164,22098887,21.73,2.0
2025-04-15,GME,3.82,50002641,13090592,26.4,1.0
2025-04-30,GME,6.74,48711464,7230663,27.46,1.0
2025-05-15,GME,6.43,49516766,7697326,27.54,1.0
2025-05-30,GME,2.63,47491887,18084761,29.8,3.0
2020-06-30,KOSS,1.0,10096,93297,1.4,3.0
2020-07-15,KOSS,1.0,18378,121158,1.78,4.0
2020-07-31,KOSS,1.0,6566,78670,1.9,4.0
2020-08-14,KOSS,1.0,25421,118385,2.04,4.0
2020-08-31,KOSS,1.0,25857,65060,2.24,4.0
