date,ticker,score
2024-11-24,SRNE,0.0
2024-12-01,SRNE,0.0
2024-12-08,SRNE,0.0
2024-12-15,SRNE,0.0
2024-12-22,SRNE,0.0
2024-12-29,SRNE,0.0
2025-01-05,SRNE,0.0
2025-01-12,SRNE,0.0
2025-01-19,SRNE,0.0
2025-01-26,SRNE,0.0
2025-02-02,SRNE,0.0
2025-02-09,SRNE,0.0
2025-02-16,SRNE,0.0
2025-02-23,SRNE,0.0
2025-03-02,SRNE,0.0
2025-03-09,SRNE,0.0
2025-03-16,SRNE,0.0
2025-03-23,SRNE,0.0
2025-03-30,SRNE,0.0
2025-04-06,SRNE,0.0
2025-04-13,SRNE,0.0
2025-04-20,SRNE,0.0
2025-04-27,SRNE,0.0
2025-05-04,SRNE,0.0
2025-05-11,SRNE,0.0
2025-05-18,SRNE,0.0
2025-05-25,SRNE,0.0
2025-06-01,SRNE,0.0
2025-06-08,SRNE,0.0
2025-06-15,SRNE,0.0
2025-06-22,SRNE,0.0
2025-06-29,SRNE,0.0
2025-07-06,SRNE,0.0
2025-07-13,SRNE,0.0
2025-07-20,SRNE,0.0
2025-07-27,SRNE,0.0
2025-08-03,SRNE,0.0
2025-08-10,SRNE,0.0
2025-08-17,SRNE,0.0
2025-08-24,SRNE,0.0
2025-08-31,SRNE,0.0
2025-09-07,SRNE,0.0
2025-09-14,SRNE,0.0
2025-09-21,SRNE,0.0
2025-09-28,SRNE,0.0
2025-10-05,SRNE,0.0
2025-10-12,SRNE,0.0
2025-10-19,SRNE,0.0
2020-10-18,AG,48.0
2020-10-25,AG,46.0
2020-11-01,AG,42.0
2020-11-08,AG,49.0
2020-11-15,AG,45.0
2020-11-22,AG,41.0
2020-11-29,AG,46.0
2020-12-06,AG,60.0
2020-12-13,AG,52.0
2020-12-20,AG,42.0
2020-12-27,AG,39.0
2021-01-03,AG,48.0
2021-01-10,AG,48.0
2021-01-17,AG,46.0
2021-01-24,AG,55.0
2021-01-31,AG,59.0
2021-02-07,AG,46.0
2021-02-14,AG,45.0
2021-02-21,AG,51.0
2021-02-28,AG,51.0
2021-03-07,AG,47.0
2021-03-14,AG,44.0
2021-03-21,AG,47.0
2021-03-28,AG,47.0
2021-04-04,AG,50.0
2021-04-11,AG,48.0
2021-04-18,AG,54.0
2021-04-25,AG,51.0
2021-05-02,AG,48.0
2021-05-09,AG,44.0
2021-05-16,AG,48.0
2021-05-23,AG,47.0
2021-05-30,AG,42.0
2021-06-06,AG,46.0
2021-06-13,AG,45.0
2021-06-20,AG,43.0
2021-06-27,AG,44.0
2021-07-04,AG,43.0
2021-07-11,AG,44.0
2021-07-18,AG,45.0
2021-07-25,AG,46.0
2021-08-01,AG,49.0
2021-08-08,AG,46.0
2021-08-15,AG,45.0
2021-08-22,AG,48.0
2021-08-29,AG,47.0
2021-09-05,AG,45.0
2021-09-12,AG,50.0
2021-09-19,AG,47.0
2021-09-26,AG,50.0
2021-10-03,AG,49.0
2021-10-10,AG,49.0
2021-10-17,AG,53.0
2021-10-24,AG,51.0
2021-10-31,AG,50.0
2021-11-07,AG,50.0
2021-11-14,AG,50.0
2021-11-21,AG,42.0
2021-11-28,AG,47.0
2021-12-05,AG,48.0
2021-12-12,AG,47.0
2021-12-19,AG,45.0
2021-12-26,AG,46.0
2022-01-02,AG,54.0
2022-01-09,AG,54.0
2022-01-16,AG,50.0
2022-01-23,AG,51.0
2022-01-30,AG,54.0
2022-02-06,AG,54.0
2022-02-13,AG,55.0
2022-02-20,AG,51.0
2022-02-27,AG,54.0
2022-03-06,AG,51.0
2022-03-13,AG,51.0
2022-03-20,AG,52.0
2022-03-27,AG,49.0
2022-04-03,AG,53.0
2022-04-10,AG,48.0
2022-04-17,AG,53.0
2022-04-24,AG,52.0
2022-05-01,AG,47.0
2022-05-08,AG,49.0
2022-05-15,AG,47.0
2022-05-22,AG,47.0
2022-05-29,AG,42.0
2022-06-05,AG,48.0
2022-06-12,AG,45.0
2022-06-19,AG,47.0
2022-06-26,AG,46.0
2022-07-03,AG,44.0
2022-07-10,AG,46.0
2022-07-17,AG,46.0
2022-07-24,AG,44.0
2022-07-31,AG,47.0
2022-08-07,AG,51.0
2022-08-14,AG,50.0
2022-08-21,AG,48.0
2022-08-28,AG,50.0
2022-09-04,AG,49.0
2022-09-11,AG,50.0
2022-09-18,AG,58.0
2022-09-25,AG,49.0
2022-10-02,AG,48.0
2022-10-09,AG,47.0
2022-10-16,AG,48.0
2022-10-23,AG,47.0
2022-10-30,AG,46.0
2022-11-06,AG,50.0
2022-11-13,AG,47.0
2022-11-20,AG,42.0
2022-11-27,AG,44.0
2022-12-04,AG,45.0
2022-12-11,AG,44.0
2022-12-18,AG,40.0
2022-12-25,AG,39.0
2023-01-01,AG,44.0
2023-01-08,AG,48.0
2023-01-15,AG,49.0
2023-01-22,AG,49.0
2023-01-29,AG,50.0
2023-02-05,AG,51.0
2023-02-12,AG,52.0
2023-02-19,AG,52.0
2023-02-26,AG,53.0
2023-03-05,AG,51.0
2023-03-12,AG,51.0
2023-03-19,AG,52.0
2023-03-26,AG,52.0
2023-04-02,AG,48.0
2023-04-09,AG,53.0
2023-04-16,AG,53.0
2023-04-23,AG,50.0
2023-04-30,AG,49.0
2023-05-07,AG,50.0
2023-05-14,AG,49.0
2023-05-21,AG,50.0
2023-05-28,AG,48.0
2023-06-04,AG,48.0
2023-06-11,AG,47.0
2023-06-18,AG,44.0
2023-06-25,AG,45.0
2023-07-02,AG,44.0
2023-07-09,AG,48.0
2023-07-16,AG,49.0
2023-07-23,AG,48.0
2023-07-30,AG,48.0
2023-08-06,AG,49.0
2023-08-13,AG,50.0
2023-08-20,AG,50.0
2023-08-27,AG,50.0
2023-09-03,AG,50.0
2023-09-10,AG,54.0
2023-09-17,AG,54.0
2023-09-24,AG,52.0
2023-10-01,AG,52.0
2023-10-08,AG,47.0
2023-10-15,AG,51.0
2023-10-22,AG,49.0
2023-10-29,AG,49.0
2023-11-05,AG,50.0
2023-11-12,AG,50.0
2023-11-19,AG,42.0
2023-11-26,AG,48.0
2023-12-03,AG,49.0
2023-12-10,AG,48.0
2023-12-17,AG,44.0
2023-12-24,AG,40.0
2023-12-31,AG,46.0
2024-01-07,AG,48.0
2024-01-14,AG,48.0
2024-01-21,AG,52.0
2024-01-28,AG,52.0
2024-02-04,AG,54.0
2024-02-11,AG,56.0
2024-02-18,AG,52.0
2024-02-25,AG,59.0
2024-03-03,AG,60.0
2024-03-10,AG,63.0
2024-03-17,AG,55.0
2024-03-24,AG,51.0
2024-03-31,AG,52.0
2024-04-07,AG,51.0
2024-04-14,AG,53.0
2024-04-21,AG,54.0
2024-04-28,AG,51.0
2024-05-05,AG,51.0
2024-05-12,AG,51.0
2024-05-19,AG,47.0
2024-05-26,AG,46.0
2024-06-02,AG,49.0
2024-06-09,AG,50.0
2024-06-16,AG,48.0
2024-06-23,AG,47.0
2024-06-30,AG,44.0
2024-07-07,AG,49.0
2024-07-14,AG,48.0
2024-07-21,AG,50.0
2024-07-28,AG,49.0
2024-08-04,AG,49.0
2024-08-11,AG,54.0
2024-08-18,AG,52.0
2024-08-25,AG,50.0
2024-09-01,AG,51.0
2024-09-08,AG,53.0
2024-09-15,AG,51.0
2024-09-22,AG,57.0
2024-09-29,AG,49.0
2024-10-06,AG,50.0
2024-10-13,AG,52.0
2024-10-20,AG,53.0
2024-10-27,AG,50.0
2024-11-03,AG,54.0
2024-11-10,AG,65.0
2024-11-17,AG,67.0
2024-11-24,AG,46.0
2024-12-01,AG,49.0
2024-12-08,AG,51.0
2024-12-15,AG,47.0
2024-12-22,AG,40.0
2024-12-29,AG,44.0
2025-01-05,AG,51.0
2025-01-12,AG,55.0
2025-01-19,AG,54.0
2025-01-26,AG,55.0
2025-02-02,AG,61.0
2025-02-09,AG,61.0
2025-02-16,AG,57.0
2025-02-23,AG,59.0
2025-03-02,AG,56.0
2025-03-09,AG,57.0
2025-03-16,AG,57.0
2025-03-23,AG,56.0
2025-03-30,AG,54.0
2025-04-06,AG,52.0
2025-04-13,AG,55.0
2025-04-20,AG,54.0
2025-04-27,AG,54.0
2025-05-04,AG,57.0
2025-05-11,AG,54.0
2025-05-18,AG,52.0
2025-05-25,AG,49.0
2025-06-01,AG,54.0
2025-06-08,AG,54.0
2025-06-15,AG,53.0
2025-06-22,AG,56.0
2025-06-29,AG,49.0
2025-07-06,AG,56.0
2025-07-13,AG,59.0
2025-07-20,AG,62.0
2025-07-27,AG,65.0
2025-08-03,AG,59.0
2025-08-10,AG,67.0
2025-08-17,AG,100.0
2025-08-24,AG,64.0
2025-08-31,AG,56.0
2025-09-07,AG,55.0
2025-09-14,AG,58.0
2025-09-21,AG,59.0
2025-09-28,AG,56.0
2025-10-05,AG,59.0
2025-10-12,AG,57.0
2025-10-19,AG,39.0
2020-10-18,CTRM,0.0
2020-10-25,CTRM,0.0
2020-11-01,CTRM,0.0
2020-11-08,CTRM,0.0
2020-11-15,CTRM,0.0
2020-11-22,CTRM,0.0
2020-11-29,CTRM,0.0
2020-12-06,CTRM,0.0
2020-12-13,CTRM,0.0
2020-12-20,CTRM,0.0
2020-12-27,CTRM,1.0
2021-01-03,CTRM,2.0
2021-01-10,CTRM,8.0
2021-01-17,CTRM,5.0
2021-01-24,CTRM,14.0
2021-01-31,CTRM,11.0
2021-02-07,CTRM,23.0
2021-02-14,CTRM,15.0
2021-02-21,CTRM,13.0
2021-02-28,CTRM,10.0
2021-03-07,CTRM,9.0
2021-03-14,CTRM,7.0
2021-03-21,CTRM,6.0
2021-03-28,CTRM,5.0
2021-04-04,CTRM,8.0
2021-04-11,CTRM,6.0
2021-04-18,CTRM,5.0
2021-04-25,CTRM,4.0
2021-05-02,CTRM,4.0
2021-05-09,CTRM,3.0
2021-05-16,CTRM,4.0
2021-05-23,CTRM,7.0
2021-05-30,CTRM,4.0
2021-06-06,CTRM,3.0
2021-06-13,CTRM,2.0
2021-06-20,CTRM,2.0
2021-06-27,CTRM,2.0
2021-07-04,CTRM,1.0
2021-07-11,CTRM,1.0
2021-07-18,CTRM,1.0
2021-07-25,CTRM,1.0
2021-08-01,CTRM,2.0
2021-08-08,CTRM,1.0
2021-08-15,CTRM,1.0
2021-08-22,CTRM,1.0
2021-08-29,CTRM,1.0
2021-09-05,CTRM,1.0
2021-09-12,CTRM,1.0
2021-09-19,CTRM,1.0
2021-09-26,CTRM,1.0
2021-10-03,CTRM,1.0
2021-10-10,CTRM,1.0
2021-10-17,CTRM,1.0
2021-10-24,CTRM,1.0
2021-10-31,CTRM,1.0
2021-11-07,CTRM,1.0
2021-11-14,CTRM,1.0
2021-11-21,CTRM,1.0
2021-11-28,CTRM,1.0
2021-12-05,CTRM,1.0
2021-12-12,CTRM,1.0
2021-12-19,CTRM,0.0
2021-12-26,CTRM,0.0
2022-01-02,CTRM,0.0
2022-01-09,CTRM,1.0
2022-01-16,CTRM,0.0
2022-01-23,CTRM,1.0
2022-01-30,CTRM,0.0
2022-02-06,CTRM,1.0
2022-02-13,CTRM,1.0
2022-02-20,CTRM,1.0
2022-02-27,CTRM,1.0
2022-03-06,CTRM,1.0
2022-03-13,CTRM,1.0
2022-03-20,CTRM,1.0
2022-03-27,CTRM,1.0
2022-04-03,CTRM,0.0
2022-04-10,CTRM,1.0
2022-04-17,CTRM,1.0
2022-04-24,CTRM,1.0
2022-05-01,CTRM,0.0
2022-05-08,CTRM,0.0
2022-05-15,CTRM,0.0
2022-05-22,CTRM,0.0
2022-05-29,CTRM,0.0
2022-06-05,CTRM,0.0
2022-06-12,CTRM,0.0
2022-06-19,CTRM,0.0
2022-06-26,CTRM,0.0
2022-07-03,CTRM,0.0
2022-07-10,CTRM,0.0
2022-07-17,CTRM,0.0
2022-07-24,CTRM,0.0
2022-07-31,CTRM,0.0
2022-08-07,CTRM,0.0
2022-08-14,CTRM,0.0
2022-08-21,CTRM,0.0
2022-08-28,CTRM,0.0
2022-09-04,CTRM,0.0
2022-09-11,CTRM,0.0
2022-09-18,CTRM,0.0
2022-09-25,CTRM,0.0
2022-10-02,CTRM,0.0
2022-10-09,CTRM,0.0
2022-10-16,CTRM,0.0
2022-10-23,CTRM,0.0
2022-10-30,CTRM,0.0
2022-11-06,CTRM,0.0
2022-11-13,CTRM,0.0
2022-11-20,CTRM,0.0
2022-11-27,CTRM,0.0
2022-12-04,CTRM,0.0
2022-12-11,CTRM,0.0
2022-12-18,CTRM,0.0
2022-12-25,CTRM,0.0
2023-01-01,CTRM,0.0
2023-01-08,CTRM,0.0
2023-01-15,CTRM,0.0
2023-01-22,CTRM,0.0
2023-01-29,CTRM,0.0
2023-02-05,CTRM,0.0
2023-02-12,CTRM,0.0
2023-02-19,CTRM,0.0
2023-02-26,CTRM,0.0
2023-03-05,CTRM,1.0
2023-03-12,CTRM,0.0
2023-03-19,CTRM,0.0
2023-03-26,CTRM,0.0
2023-04-02,CTRM,0.0
2023-04-09,CTRM,0.0
2023-04-16,CTRM,0.0
2023-04-23,CTRM,0.0
2023-04-30,CTRM,0.0
2023-05-07,CTRM,0.0
2023-05-14,CTRM,0.0
2023-05-21,CTRM,0.0
2023-05-28,CTRM,0.0
2023-06-04,CTRM,0.0
2023-06-11,CTRM,0.0
2023-06-18,CTRM,0.0
2023-06-25,CTRM,0.0
2023-07-02,CTRM,0.0
2023-07-09,CTRM,0.0
2023-07-16,CTRM,0.0
2023-07-23,CTRM,0.0
2023-07-30,CTRM,0.0
2023-08-06,CTRM,0.0
2023-08-13,CTRM,0.0
2023-08-20,CTRM,0.0
2023-08-27,CTRM,0.0
2023-09-03,CTRM,0.0
2023-09-10,CTRM,0.0
2023-09-17,CTRM,0.0
2023-09-24,CTRM,0.0
2023-10-01,CTRM,0.0
2023-10-08,CTRM,0.0
2023-10-15,CTRM,0.0
2023-10-22,CTRM,0.0
2023-10-29,CTRM,0.0
2023-11-05,CTRM,0.0
2023-11-12,CTRM,0.0
2023-11-19,CTRM,0.0
2023-11-26,CTRM,0.0
2023-12-03,CTRM,0.0
2023-12-10,CTRM,0.0
2023-12-17,CTRM,0.0
2023-12-24,CTRM,0.0
2023-12-31,CTRM,0.0
2024-01-07,CTRM,0.0
2024-01-14,CTRM,0.0
2024-01-21,CTRM,0.0
2024-01-28,CTRM,0.0
2024-02-04,CTRM,0.0
2024-02-11,CTRM,0.0
2024-02-18,CTRM,0.0
2024-02-25,CTRM,0.0
2024-03-03,CTRM,0.0
2024-03-10,CTRM,0.0
2024-03-17,CTRM,0.0
2024-03-24,CTRM,0.0
2024-03-31,CTRM,0.0
2024-04-07,CTRM,0.0
2024-04-14,CTRM,0.0
2024-04-21,CTRM,0.0
2024-04-28,CTRM,0.0
2024-05-05,CTRM,0.0
2024-05-12,CTRM,0.0
2024-05-19,CTRM,0.0
2024-05-26,CTRM,0.0
2024-06-02,CTRM,0.0
2024-06-09,CTRM,0.0
2024-06-16,CTRM,0.0
2024-06-23,CTRM,0.0
2024-06-30,CTRM,0.0
2024-07-07,CTRM,0.0
2024-07-14,CTRM,0.0
2024-07-21,CTRM,0.0
2024-07-28,CTRM,0.0
2024-08-04,CTRM,0.0
2024-08-11,CTRM,0.0
2024-08-18,CTRM,0.0
2024-08-25,CTRM,0.0
2024-09-01,CTRM,0.0
2024-09-08,CTRM,0.0
2024-09-15,CTRM,0.0
2024-09-22,CTRM,0.0
2024-09-29,CTRM,0.0
2024-10-06,CTRM,0.0
2024-10-13,CTRM,0.0
2024-10-20,CTRM,0.0
2024-10-27,CTRM,0.0
2024-11-03,CTRM,0.0
2024-11-10,CTRM,0.0
2024-11-17,CTRM,0.0
2024-11-24,CTRM,0.0
2024-12-01,CTRM,0.0
2024-12-08,CTRM,0.0
2024-12-15,CTRM,0.0
2024-12-22,CTRM,0.0
2024-12-29,CTRM,0.0
2025-01-05,CTRM,0.0
2025-01-12,CTRM,0.0
2025-01-19,CTRM,0.0
2025-01-26,CTRM,0.0
2025-02-02,CTRM,0.0
2025-02-09,CTRM,0.0
2025-02-16,CTRM,0.0
2025-02-23,CTRM,0.0
2025-03-02,CTRM,0.0
2025-03-09,CTRM,0.0
2025-03-16,CTRM,0.0
2025-03-23,CTRM,0.0
2025-03-30,CTRM,0.0
2025-04-06,CTRM,0.0
2025-04-13,CTRM,0.0
2025-04-20,CTRM,0.0
2025-04-27,CTRM,0.0
2025-05-04,CTRM,0.0
2025-05-11,CTRM,0.0
2025-05-18,CTRM,0.0
2025-05-25,CTRM,0.0
2025-06-01,CTRM,0.0
2025-06-08,CTRM,0.0
2025-06-15,CTRM,0.0
2025-06-22,CTRM,0.0
2025-06-29,CTRM,0.0
2025-07-06,CTRM,0.0
2025-07-13,CTRM,0.0
2025-07-20,CTRM,0.0
2025-07-27,CTRM,0.0
2025-08-03,CTRM,0.0
2025-08-10,CTRM,0.0
2025-08-17,CTRM,0.0
2025-08-24,CTRM,0.0
2025-08-31,CTRM,0.0
2025-09-07,CTRM,0.0
2025-09-14,CTRM,0.0
2025-09-21,CTRM,0.0
2025-09-28,CTRM,0.0
2025-10-05,CTRM,0.0
2025-10-12,CTRM,0.0
2025-10-19,CTRM,0.0
2020-10-18,IPOF,0.0
2020-10-25,IPOF,0.0
2020-11-01,IPOF,0.0
2020-11-08,IPOF,0.0
2020-11-15,IPOF,0.0
2020-11-22,IPOF,0.0
2020-11-29,IPOF,0.0
2020-12-06,IPOF,0.0
2020-12-13,IPOF,0.0
2020-12-20,IPOF,1.0
2020-12-27,IPOF,1.0
2021-01-03,IPOF,2.0
2021-01-10,IPOF,3.0
2021-01-17,IPOF,3.0
2021-01-24,IPOF,3.0
2021-01-31,IPOF,5.0
2021-02-07,IPOF,3.0
2021-02-14,IPOF,2.0
2021-02-21,IPOF,4.0
2021-02-28,IPOF,3.0
2021-03-07,IPOF,2.0
2021-03-14,IPOF,1.0
2021-03-21,IPOF,1.0
2021-03-28,IPOF,1.0
2021-04-04,IPOF,1.0
2021-04-11,IPOF,1.0
2021-04-18,IPOF,1.0
2021-04-25,IPOF,1.0
2021-05-02,IPOF,2.0
2021-05-09,IPOF,1.0
2021-05-16,IPOF,1.0
2021-05-23,IPOF,1.0
2021-05-30,IPOF,1.0
2021-06-06,IPOF,1.0
2021-06-13,IPOF,1.0
2021-06-20,IPOF,1.0
2021-06-27,IPOF,0.0
2021-07-04,IPOF,0.0
2021-07-11,IPOF,0.0
2021-07-18,IPOF,0.0
2021-07-25,IPOF,0.0
2021-08-01,IPOF,0.0
2021-08-08,IPOF,0.0
2021-08-15,IPOF,0.0
2021-08-22,IPOF,0.0
2021-08-29,IPOF,1.0
2021-09-05,IPOF,1.0
2021-09-12,IPOF,0.0
2021-09-19,IPOF,0.0
2021-09-26,IPOF,1.0
2021-10-03,IPOF,0.0
2021-10-10,IPOF,0.0
2021-10-17,IPOF,1.0
2021-10-24,IPOF,0.0
2021-10-31,IPOF,0.0
2021-11-07,IPOF,1.0
2021-11-14,IPOF,1.0
2021-11-21,IPOF,0.0
2021-11-28,IPOF,1.0
2021-12-05,IPOF,1.0
2021-12-12,IPOF,0.0
2021-12-19,IPOF,0.0
2021-12-26,IPOF,0.0
2022-01-02,IPOF,0.0
2022-01-09,IPOF,0.0
2022-01-16,IPOF,0.0
2022-01-23,IPOF,0.0
2022-01-30,IPOF,0.0
2022-02-06,IPOF,0.0
2022-02-13,IPOF,1.0
2022-02-20,IPOF,1.0
2022-02-27,IPOF,1.0
2022-03-06,IPOF,0.0
2022-03-13,IPOF,0.0
2022-03-20,IPOF,0.0
2022-03-27,IPOF,1.0
2022-04-03,IPOF,1.0
2022-04-10,IPOF,1.0
2022-04-17,IPOF,1.0
2022-04-24,IPOF,1.0
2022-05-01,IPOF,0.0
2022-05-08,IPOF,0.0
2022-05-15,IPOF,1.0
2022-05-22,IPOF,0.0
2022-05-29,IPOF,0.0
2022-06-05,IPOF,1.0
2022-06-12,IPOF,0.0
2022-06-19,IPOF,0.0
2022-06-26,IPOF,0.0
2022-07-03,IPOF,0.0
2022-07-10,IPOF,0.0
2022-07-17,IPOF,0.0
2022-07-24,IPOF,0.0
2022-07-31,IPOF,0.0
2022-08-07,IPOF,0.0
2022-08-14,IPOF,0.0
2022-08-21,IPOF,0.0
2022-08-28,IPOF,0.0
2022-09-04,IPOF,0.0
2022-09-11,IPOF,0.0
2022-09-18,IPOF,0.0
2022-09-25,IPOF,0.0
2022-10-02,IPOF,0.0
2022-10-09,IPOF,0.0
2022-10-16,IPOF,0.0
2022-10-23,IPOF,0.0
2022-10-30,IPOF,0.0
2022-11-06,IPOF,0.0
2022-11-13,IPOF,0.0
2022-11-20,IPOF,0.0
2022-11-27,IPOF,0.0
2022-12-04,IPOF,0.0
2022-12-11,IPOF,0.0
2022-12-18,IPOF,0.0
2022-12-25,IPOF,0.0
2023-01-01,IPOF,0.0
2023-01-08,IPOF,0.0
2023-01-15,IPOF,0.0
2023-01-22,IPOF,0.0
2023-01-29,IPOF,0.0
2023-02-05,IPOF,0.0
2023-02-12,IPOF,0.0
2023-02-19,IPOF,0.0
2023-02-26,IPOF,0.0
2023-03-05,IPOF,0.0
2023-03-12,IPOF,0.0
2023-03-19,IPOF,0.0
2023-03-26,IPOF,0.0
2023-04-02,IPOF,0.0
2023-04-09,IPOF,0.0
2023-04-16,IPOF,0.0
2023-04-23,IPOF,0.0
2023-04-30,IPOF,0.0
2023-05-07,IPOF,0.0
2023-05-14,IPOF,0.0
2023-05-21,IPOF,0.0
2023-05-28,IPOF,0.0
2023-06-04,IPOF,0.0
2023-06-11,IPOF,0.0
2023-06-18,IPOF,0.0
2023-06-25,IPOF,0.0
2023-07-02,IPOF,0.0
2023-07-09,IPOF,0.0
2023-07-16,IPOF,0.0
2023-07-23,IPOF,0.0
2023-07-30,IPOF,0.0
2023-08-06,IPOF,0.0
2023-08-13,IPOF,0.0
2023-08-20,IPOF,0.0
2023-08-27,IPOF,0.0
2023-09-03,IPOF,0.0
2023-09-10,IPOF,0.0
2023-09-17,IPOF,0.0
2023-09-24,IPOF,0.0
2023-10-01,IPOF,0.0
2023-10-08,IPOF,0.0
2023-10-15,IPOF,0.0
2023-10-22,IPOF,0.0
2023-10-29,IPOF,0.0
2023-11-05,IPOF,0.0
2023-11-12,IPOF,0.0
2023-11-19,IPOF,0.0
2023-11-26,IPOF,0.0
2023-12-03,IPOF,0.0
2023-12-10,IPOF,0.0
2023-12-17,IPOF,0.0
2023-12-24,IPOF,0.0
2023-12-31,IPOF,0.0
2024-01-07,IPOF,0.0
2024-01-14,IPOF,0.0
2024-01-21,IPOF,0.0
2024-01-28,IPOF,0.0
2024-02-04,IPOF,0.0
2024-02-11,IPOF,0.0
2024-02-18,IPOF,0.0
2024-02-25,IPOF,0.0
2024-03-03,IPOF,0.0
2024-03-10,IPOF,0.0
2024-03-17,IPOF,0.0
2024-03-24,IPOF,0.0
2024-03-31,IPOF,0.0
2024-04-07,IPOF,0.0
2024-04-14,IPOF,0.0
2024-04-21,IPOF,0.0
2024-04-28,IPOF,0.0
2024-05-05,IPOF,0.0
2024-05-12,IPOF,0.0
2024-05-19,IPOF,0.0
2024-05-26,IPOF,0.0
2024-06-02,IPOF,0.0
2024-06-09,IPOF,0.0
2024-06-16,IPOF,0.0
2024-06-23,IPOF,0.0
2024-06-30,IPOF,0.0
2024-07-07,IPOF,0.0
2024-07-14,IPOF,0.0
2024-07-21,IPOF,0.0
2024-07-28,IPOF,0.0
2024-08-04,IPOF,0.0
2024-08-11,IPOF,0.0
2024-08-18,IPOF,0.0
2024-08-25,IPOF,0.0
2024-09-01,IPOF,0.0
2024-09-08,IPOF,0.0
2024-09-15,IPOF,0.0
2024-09-22,IPOF,0.0
2024-09-29,IPOF,0.0
2024-10-06,IPOF,0.0
2024-10-13,IPOF,0.0
2024-10-20,IPOF,0.0
2024-10-27,IPOF,0.0
2024-11-03,IPOF,0.0
2024-11-10,IPOF,0.0
2024-11-17,IPOF,0.0
2024-11-24,IPOF,0.0
2024-12-01,IPOF,0.0
2024-12-08,IPOF,0.0
2024-12-15,IPOF,0.0
2024-12-22,IPOF,0.0
2024-12-29,IPOF,0.0
2025-01-05,IPOF,0.0
2025-01-12,IPOF,0.0
2025-01-19,IPOF,0.0
2025-01-26,IPOF,0.0
2025-02-02,IPOF,0.0
2025-02-09,IPOF,0.0
2025-02-16,IPOF,0.0
2025-02-23,IPOF,0.0
2025-03-02,IPOF,0.0
2025-03-09,IPOF,0.0
2025-03-16,IPOF,0.0
2025-03-23,IPOF,0.0
2025-03-30,IPOF,0.0
2025-04-06,IPOF,0.0
2025-04-13,IPOF,0.0
2025-04-20,IPOF,0.0
2025-04-27,IPOF,0.0
2025-05-04,IPOF,0.0
2025-05-11,IPOF,0.0
2025-05-18,IPOF,0.0
2025-05-25,IPOF,0.0
2025-06-01,IPOF,0.0
2025-06-08,IPOF,0.0
2025-06-15,IPOF,0.0
2025-06-22,IPOF,0.0
2025-06-29,IPOF,0.0
2025-07-06,IPOF,0.0
2025-07-13,IPOF,0.0
2025-07-20,IPOF,0.0
2025-07-27,IPOF,0.0
2025-08-03,IPOF,0.0
2025-08-10,IPOF,0.0
2025-08-17,IPOF,0.0
2025-08-24,IPOF,0.0
2025-08-31,IPOF,0.0
2025-09-07,IPOF,0.0
2025-09-14,IPOF,0.0
2025-09-21,IPOF,0.0
2025-09-28,IPOF,0.0
2025-10-05,IPOF,0.0
2025-10-12,IPOF,0.0
2025-10-19,IPOF,0.0
2020-10-18,RKT,6.0
2020-10-25,RKT,6.0
2020-11-01,RKT,5.0
2020-11-08,RKT,11.0
2020-11-15,RKT,6.0
2020-11-22,RKT,5.0
2020-11-29,RKT,6.0
2020-12-06,RKT,6.0
2020-12-13,RKT,6.0
2020-12-20,RKT,3.0
2020-12-27,RKT,4.0
2021-01-03,RKT,4.0
2021-01-10,RKT,4.0
2021-01-17,RKT,3.0
2021-01-24,RKT,8.0
2021-01-31,RKT,6.0
2021-02-07,RKT,5.0
2021-02-14,RKT,4.0
2021-02-21,RKT,10.0
2021-02-28,RKT,77.0
2021-03-07,RKT,16.0
2021-03-14,RKT,10.0
2021-03-21,RKT,8.0
2021-03-28,RKT,7.0
2021-04-04,RKT,5.0
2021-04-11,RKT,5.0
2021-04-18,RKT,4.0
2021-04-25,RKT,4.0
2021-05-02,RKT,12.0
2021-05-09,RKT,6.0
2021-05-16,RKT,4.0
2021-05-23,RKT,5.0
2021-05-30,RKT,5.0
2021-06-06,RKT,6.0
2021-06-13,RKT,4.0
2021-06-20,RKT,3.0
2021-06-27,RKT,3.0
2021-07-04,RKT,2.0
2021-07-11,RKT,3.0
2021-07-18,RKT,3.0
2021-07-25,RKT,2.0
2021-08-01,RKT,3.0
2021-08-08,RKT,4.0
2021-08-15,RKT,3.0
2021-08-22,RKT,2.0
2021-08-29,RKT,2.0
2021-09-05,RKT,2.0
2021-09-12,RKT,2.0
2021-09-19,RKT,2.0
2021-09-26,RKT,2.0
2021-10-03,RKT,2.0
2021-10-10,RKT,2.0
2021-10-17,RKT,2.0
2021-10-24,RKT,2.0
2021-10-31,RKT,3.0
2021-11-07,RKT,2.0
2021-11-14,RKT,2.0
2021-11-21,RKT,1.0
2021-11-28,RKT,2.0
2021-12-05,RKT,2.0
2021-12-12,RKT,1.0
2021-12-19,RKT,2.0
2021-12-26,RKT,2.0
2022-01-02,RKT,2.0
2022-01-09,RKT,1.0
2022-01-16,RKT,1.0
2022-01-23,RKT,2.0
2022-01-30,RKT,2.0
2022-02-06,RKT,1.0
2022-02-13,RKT,1.0
2022-02-20,RKT,2.0
2022-02-27,RKT,2.0
2022-03-06,RKT,2.0
2022-03-13,RKT,2.0
2022-03-20,RKT,2.0
2022-03-27,RKT,1.0
2022-04-03,RKT,2.0
2022-04-10,RKT,1.0
