date,ticker,d2c,shorts,volume
2019-04-30,ACB,4.76,88566307,18616613
2019-05-15,ACB,5.14,89456488,17397624
2019-05-31,ACB,6.28,82219009,13085955
2019-06-14,ACB,7.08,82799245,11698057
2019-06-28,ACB,9.55,85929108,9000028
2019-07-15,ACB,9.4,87203578,9281447
2019-07-31,ACB,7.81,107496185,13768603
2019-08-15,ACB,7.86,116509370,14817994
2019-08-30,ACB,12.29,131562909,10703373
2019-09-13,ACB,8.85,132921945,15020286
2019-09-30,ACB,8.86,153034573,17280321
2019-10-15,ACB,7.91,161752126,20462000
2019-10-31,ACB,12.85,164670770,12814287
2019-11-15,ACB,9.22,169309205,18366575
2019-11-29,ACB,3.13,172900519,55306372
2019-12-13,ACB,7.66,155947188,20351704
2019-12-31,ACB,6.43,171212788,26634263
2020-01-15,ACB,5.84,178843196,30642798
2020-01-31,ACB,7.06,191689777,27148836
2020-02-14,ACB,6.72,198071388,29494862
2020-02-28,ACB,7.53,195730812,26007710
2020-03-13,ACB,9.46,192564062,20356339
2020-03-31,ACB,4.43,192213680,43401302
2020-04-15,ACB,6.53,217443737,33278532
2020-04-30,ACB,9.59,222967999,23258056
2020-05-15,ACB,6.16,21292296,3457719
2020-05-29,ACB,1.0,21866216,34763918
2020-06-15,ACB,3.48,19485931,5596657
2020-06-30,ACB,3.55,17176064,4837950
2020-07-15,ACB,4.98,14448261,2898488
2020-07-31,ACB,5.85,17515108,2992740
2020-08-14,ACB,8.12,17516161,2158011
2020-08-31,ACB,8.97,19707242,2196211
2020-09-15,ACB,6.68,23378127,3500430
2020-09-30,ACB,2.43,28336947,11666506
2020-10-15,ACB,1.96,23485779,11953740
2020-10-30,ACB,2.07,23979219,11598093
2020-11-13,ACB,1.0,41222906,107990609
2020-11-30,ACB,1.07,36540771,34291004
2020-12-15,ACB,1.0,36538839,39077549
2020-12-31,ACB,2.77,34388885,12400405
2021-01-15,ACB,1.07,33219261,31118191
2021-01-29,ACB,1.26,25886985,20482336
2021-02-12,ACB,1.0,19200413,39880012
2021-02-26,ACB,1.3,20230058,15572612
2021-03-15,ACB,2.18,26688893,12231681
2021-03-31,ACB,3.13,27837673,8894909
2021-04-15,ACB,5.05,36416517,7215061
2021-04-30,ACB,6.24,37634875,6027520
2021-05-14,ACB,6.93,35952296,5186969
2021-05-28,ACB,7.02,34010168,4847177
2021-06-15,ACB,4.48,32920942,7342823
2021-06-30,ACB,8.1,29313706,3617672
2021-07-15,ACB,7.05,32467897,4602961
2021-07-30,ACB,7.34,36749655,5006572
2021-08-13,ACB,10.44,38998742,3736509
2021-08-31,ACB,8.56,36168848,4226488
2021-09-15,ACB,8.57,38328562,4471370
2021-09-30,ACB,5.66,40431665,7143837
2021-10-15,ACB,10.68,34747062,3253302
2021-10-29,ACB,7.87,32318957,4107946
2021-11-15,ACB,3.99,31089386,7786274
2021-11-30,ACB,5.08,29906605,5882921
2021-12-15,ACB,6.42,30311024,4719267
2021-12-31,ACB,6.81,30945641,4543940
2022-01-14,ACB,4.81,26265950,5462694
2022-01-31,ACB,2.84,22670019,7996187
2022-02-15,ACB,3.47,21397170,6166202
2022-02-28,ACB,4.16,20715240,4978385
2022-03-15,ACB,4.73,22881511,4833243
2022-03-31,ACB,1.99,25653697,12879623
2022-04-14,ACB,3.79,26655776,7026610
2022-04-29,ACB,5.28,28004254,5302552
2022-05-13,ACB,4.11,28560590,6951544
2022-05-31,ACB,1.55,27727868,17833440
2022-06-15,ACB,2.01,25629063,12724117
2022-06-30,ACB,2.62,24642101,9406751
2022-07-15,ACB,3.19,26332417,8248222
2022-07-29,ACB,3.01,28534440,9466335
2022-08-15,ACB,2.49,28875068,11607919
2022-08-31,ACB,2.8,31432796,11217133
2022-09-15,ACB,4.17,34693795,8327168
2022-09-30,ACB,3.91,33159405,8478977
2022-10-14,ACB,1.93,33247557,17210544
2022-10-31,ACB,2.4,29930530,12453968
2022-11-15,ACB,2.04,32274546,15810593
2022-11-30,ACB,3.76,32862382,8731236
2022-12-15,ACB,2.18,31232411,14316802
2022-12-30,ACB,3.94,35937510,9110686
2023-01-13,ACB,4.24,30893243,7278653
2023-01-31,ACB,3.9,29357424,7518430
2023-02-15,ACB,3.19,29568671,9264447
2023-02-28,ACB,7.64,34136967,4468243
2023-03-15,ACB,7.11,33234192,4672598
2023-03-31,ACB,8.56,31143760,3639052
2023-04-14,ACB,10.07,30129946,2993472
2023-04-28,ACB,11.22,31392057,2797863
2023-05-15,ACB,10.74,31336850,2918291
2023-05-31,ACB,9.46,37526253,3967635
2023-06-15,ACB,9.47,32692542,3451944
2023-06-30,ACB,9.99,31769044,3179776
2023-07-14,ACB,8.02,33988864,4236739
2023-07-31,ACB,5.08,30656052,6040332
2023-08-15,ACB,8.1,28188374,3479488
2023-08-31,ACB,5.35,29276691,5469643
2023-09-15,ACB,1.0,39393361,79423142
2023-09-29,ACB,1.31,33679559,25803089
2023-10-13,ACB,4.45,36076048,8114757
2023-10-31,ACB,4.22,39205251,9284340
2023-11-15,ACB,5.16,39686439,7694692
2023-11-30,ACB,9.58,37660234,3932802
2023-12-15,ACB,4.34,37377895,8618979
2023-12-29,ACB,5.1,35931485,7046154
2024-01-12,ACB,5.83,36778729,6308099
2024-01-31,ACB,6.84,36175661,5291036
2024-02-15,ACB,5.28,35534423,6732854
2024-02-29,ACB,2.56,3332561,1303528
2024-03-15,ACB,3.14,3822269,1215705
2024-03-28,ACB,1.0,5076514,7321284
2024-04-15,ACB,1.0,8141936,20012449
2024-04-30,ACB,1.0,5268933,9612323
2024-05-15,ACB,1.0,5279175,5315025
2024-05-31,ACB,1.41,4372368,3102955
2024-06-14,ACB,3.86,4128336,1070405
2024-06-28,ACB,3.1,3837531,1236310
2024-07-15,ACB,2.97,3931385,1325173
2024-07-31,ACB,2.31,3965641,1718876
2024-08-15,ACB,1.16,2316992,2004444
