date,ticker,d2c,shorts,volume
2024-10-15,CLOV,1.4,15745118,11219467
2024-10-31,CLOV,2.63,18329869,6961219
2024-11-15,CLOV,1.71,16441461,9637607
2024-11-29,CLOV,3.46,15276865,4416705
2024-12-13,CLOV,3.45,14639191,4240666
2024-12-31,CLOV,3.32,15956062,4810285
2025-01-15,CLOV,2.46,16417723,6672395
2025-01-31,CLOV,2.11,15081636,7131354
2025-02-14,CLOV,3.25,15327893,4712772
2025-02-28,CLOV,2.03,11895643,5866123
2025-03-14,CLOV,1.76,13140400,7480087
2025-03-31,CLOV,2.72,12044344,4421736
2025-04-15,CLOV,1.78,12365802,6933069
2025-04-30,CLOV,3.04,13675507,4497230
2025-05-15,CLOV,2.31,15577657,6743394
2025-05-30,CLOV,3.28,20442735,6227698
2025-06-13,CLOV,4.5,22280296,4948790
2025-06-30,CLOV,3.07,42080972,13722502
2025-07-15,CLOV,3.33,36198932,10875264
2025-07-31,CLOV,4.71,41040883,8709445
2025-08-15,CLOV,4.52,50279320,11130524
2025-08-29,CLOV,11.01,48326485,4390454
2025-09-15,CLOV,9.04,49278776,5450419
2017-12-29,CRIS,1.12,1423043,1275076
2018-01-12,CRIS,1.96,2872369,1468066
2018-01-31,CRIS,1.44,2502101,1739381
2018-02-15,CRIS,2.9,3847004,1327013
2018-02-28,CRIS,3.68,4870526,1324702
2018-03-15,CRIS,1.0,4617587,5092591
2018-05-15,CRIS,4.61,6690876,1452848
2018-05-31,CRIS,1.78,1362598,763517
2018-06-15,CRIS,3.44,1330106,387061
2018-06-29,CRIS,1.73,1085230,628184
2018-07-13,CRIS,3.53,931138,263994
2018-07-31,CRIS,6.23,1055845,169472
2018-08-15,CRIS,2.95,1023687,347558
2018-08-31,CRIS,5.27,1202253,227958
2018-09-14,CRIS,5.48,1286680,234649
2018-09-28,CRIS,5.01,945050,188525
2018-10-15,CRIS,3.43,941292,274352
2018-10-31,CRIS,3.44,914102,265691
2018-11-15,CRIS,3.93,1276538,325109
2018-11-30,CRIS,2.99,1189974,397952
2018-12-14,CRIS,1.3,1032273,793855
2018-12-31,CRIS,3.31,1200546,362202
2019-01-15,CRIS,2.61,857263,328689
2019-01-31,CRIS,4.06,1393951,343269
2019-02-15,CRIS,9.61,1416528,147442
2019-02-28,CRIS,10.71,1332114,124398
2019-03-15,CRIS,6.55,1339317,204599
2019-03-29,CRIS,1.0,1241384,2604668
2019-04-15,CRIS,1.24,620653,499027
2019-04-30,CRIS,5.1,619798,121584
2019-05-15,CRIS,5.34,603746,113121
2019-05-31,CRIS,3.01,459590,152660
2019-06-14,CRIS,6.07,474583,78180
2019-06-28,CRIS,3.27,453342,138702
2019-07-15,CRIS,2.61,475918,182204
2019-07-31,CRIS,1.27,475111,375252
2019-08-15,CRIS,2.42,512012,211489
2019-08-30,CRIS,4.05,497692,122795
2019-09-13,CRIS,6.11,489144,80016
2019-09-30,CRIS,1.52,287489,188730
2019-10-15,CRIS,4.27,370760,86921
2019-10-31,CRIS,2.22,189038,85014
2019-11-15,CRIS,1.0,116112,425730
2019-11-29,CRIS,1.45,268037,184253
2019-12-13,CRIS,1.0,204947,561865
2019-12-31,CRIS,2.13,303976,142723
2020-01-15,CRIS,1.59,258750,162719
2020-01-31,CRIS,2.5,216539,86661
2020-02-14,CRIS,1.75,187294,106972
2020-02-28,CRIS,1.37,180748,132032
2020-03-13,CRIS,1.31,158129,120458
2020-03-31,CRIS,1.0,130427,197311
2020-04-15,CRIS,1.0,68414,239447
2020-04-30,CRIS,1.0,59920,215999
2020-05-15,CRIS,1.0,72256,197147
2020-05-29,CRIS,1.0,42571,104406
2020-06-15,CRIS,1.0,325990,17738454
2020-06-30,CRIS,1.0,692179,997775
2020-07-15,CRIS,1.45,920482,635884
2020-07-31,CRIS,1.0,611486,1580149
2020-08-14,CRIS,1.0,468666,1233051
2020-08-31,CRIS,1.17,753092,642877
2020-09-15,CRIS,1.13,576669,511855
2020-09-30,CRIS,1.0,287283,360682
2020-10-15,CRIS,1.0,334739,595639
2020-10-30,CRIS,1.4,430882,308285
2020-11-13,CRIS,1.4,632153,451596
2020-11-30,CRIS,1.0,377684,823829
2020-12-15,CRIS,1.0,3968855,44378995
2020-12-31,CRIS,1.0,1706513,2756077
2021-01-15,CRIS,1.0,1563000,2283713
2021-01-29,CRIS,1.0,1283825,1770401
2021-02-12,CRIS,1.17,2099274,1793286
2021-02-26,CRIS,3.7,4764182,1286401
2021-03-15,CRIS,5.07,6427212,1268066
2021-03-31,CRIS,6.4,15735219,2458084
2021-04-15,CRIS,6.97,11461074,1643671
2021-04-30,CRIS,7.34,11153748,1519939
2021-05-14,CRIS,1.69,13656234,8073264
2021-05-28,CRIS,9.66,13351166,1382251
2021-06-15,CRIS,3.11,13225985,4258244
2021-06-30,CRIS,3.25,15995313,4915463
2021-07-15,CRIS,5.36,11803407,2201048
2021-07-30,CRIS,8.23,11838744,1438734
2021-08-13,CRIS,6.62,11602208,1752986
2021-08-31,CRIS,10.24,11153625,1089493
2021-09-15,CRIS,10.61,10796090,1017889
2021-09-30,CRIS,10.54,10347441,981977
2021-10-15,CRIS,9.26,9389782,1013590
2021-10-29,CRIS,8.6,9189924,1068843
2021-11-15,CRIS,3.31,8565286,2591514
2021-11-30,CRIS,4.61,8387818,1820375
2021-12-15,CRIS,5.7,8638223,1516168
2021-12-31,CRIS,6.45,8088456,1253434
2022-01-14,CRIS,2.46,7223930,2937532
2022-01-31,CRIS,4.21,7840448,1862345
2022-02-15,CRIS,4.37,7265195,1664288
2022-02-28,CRIS,4.77,6914539,1448677
2022-03-15,CRIS,3.56,6597714,1855068
2022-03-31,CRIS,1.28,4426894,3455731
2022-04-14,CRIS,1.01,4373335,4329523
2022-04-29,CRIS,3.14,4885706,1555597
2022-05-13,CRIS,3.64,5282583,1451140
2022-05-31,CRIS,3.17,5696610,1796798
2022-06-15,CRIS,1.0,6366036,7534954
2022-06-30,CRIS,1.05,3588973,3420184
2022-07-15,CRIS,2.51,3740786,1492501
2022-07-29,CRIS,3.13,3583335,1143051
2022-08-15,CRIS,1.38,3021489,2191172
2022-08-31,CRIS,1.0,4203915,8499202
2022-09-15,CRIS,2.77,3777078,1363160
2022-09-30,CRIS,3.76,4147612,1103339
2022-10-14,CRIS,6.21,3958674,637123
2022-10-31,CRIS,6.76,3642364,538780
2022-11-15,CRIS,6.3,3762893,596936
2022-11-30,CRIS,8.47,3550609,419006
2022-12-15,CRIS,1.87,3060236,1632452
2022-12-30,CRIS,2.63,2739151,1040561
2023-01-13,CRIS,3.06,2424490,791744
2023-01-31,CRIS,3.79,2454084,647885
2023-02-15,CRIS,6.35,2333963,367313
2023-02-28,CRIS,8.15,2503000,307155
2023-03-15,CRIS,4.4,2347630,533015
