accountingYearMonthNumber,symbolCode,issueName,issuerServicesGroupExchangeCode,marketClassCode,currentShortPositionQuantity,previousShortPositionQuantity,stockSplitFlag,averageDailyVolumeQuantity,daysToCoverQuantity,revisionFlag,changePercent,changePreviousNumber,settlementDate,date
20250613,AG,FIRST MAJESTIC SILVER CORP,A,NYSE,26711331,24408569,,33412157,1.0,,9.43,2302762,2025-06-13,2025-06-13
20250613,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,62654172,64208209,,8663604,7.23,,-2.42,-1554037,2025-06-13,2025-06-13
20250613,AMD,"Advanced Micro Devices, Inc. C",R,NNM,41007282,39672775,,37488845,1.09,,3.36,1334507,2025-06-13,2025-06-13
20250613,BB,BlackBerry Limited,A,NYSE,35740752,34254597,,10952515,3.26,,4.34,1486155,2025-06-13,2025-06-13
20250613,BYDDY,BYD Company Ltd Unsponsored AD,S,OTC,101716,389595,,1107227,1.0,,-73.89,-287879,2025-06-13,2025-06-13
20250613,BYND,"Beyond Meat, Inc. Common Stock",R,NNM,28550316,29569570,,1669690,17.1,,-3.45,-1019254,2025-06-13,2025-06-13
20250613,CLOV,"Clover Health Investments, Cor",R,NNM,22280296,20442735,,4948790,4.5,,8.99,1837561,2025-06-13,2025-06-13
20250613,CRIS,"Curis, Inc. Common Stock",R,SC,110820,123897,,96861,1.14,,-10.55,-13077,2025-06-13,2025-06-13
20250613,CTRM,Castor Maritime Inc. Common Sh,R,SC,45551,64005,,62807,1.0,,-28.83,-18454,2025-06-13,2025-06-13
20250613,EZGO,EZGO Technologies Ltd. Ordinar,R,SC,352336,459443,,154540,2.28,,-23.31,-107107,2025-06-13,2025-06-13
20250613,GM,General Motors Company,A,NYSE,20027154,21017869,,9367882,2.14,,-4.71,-990715,2025-06-13,2025-06-13
20250613,GME,GameStop Corp. Class A,A,NYSE,79508504,47491887,,29959147,2.65,,67.41,32016617,2025-06-13,2025-06-13
20250613,GTE,Gran Tierra Energy Inc.,B,AMEX,946840,1067843,,321746,2.94,,-11.33,-121003,2025-06-13,2025-06-13
20250613,HIMS,"Hims & Hers Health, Inc.",A,NYSE,61690896,60880774,,44515981,1.39,,1.33,810122,2025-06-13,2025-06-13
20250613,INO,"Inovio Pharmaceuticals, Inc. C",R,SC,6460315,6567916,,766337,8.43,,-1.64,-107601,2025-06-13,2025-06-13
20250613,JAGX,"Jaguar Health, Inc. Common Sto",R,SC,34177,28785,,77431,1.0,,18.73,5392,2025-06-13,2025-06-13
20250613,KOSS,Koss Corporation Common Stock,R,SC,229889,287900,,83507,2.75,,-20.15,-58011,2025-06-13,2025-06-13
20250613,MRNA,"Moderna, Inc. Common Stock",R,NNM,63564116,65855374,,9349096,6.8,,-3.48,-2291258,2025-06-13,2025-06-13
20250613,NCTY,The9 Limited American Deposito,R,SC,278063,237349,,108130,2.57,,17.15,40714,2025-06-13,2025-06-13
20250613,NOK,Nokia Corporation,A,NYSE,37752502,36645057,,12234896,3.09,,3.02,1107445,2025-06-13,2025-06-13
20250613,NVAX,"Novavax, Inc. Common Stock",R,NNM,44482397,44698809,,5873672,7.57,,-0.48,-216412,2025-06-13,2025-06-13
20250613,OPEN,Opendoor Technologies Inc Comm,R,NNM,152988661,131682398,,82655426,1.85,,16.18,21306263,2025-06-13,2025-06-13
20250613,RKT,"Rocket Companies, Inc.",A,NYSE,65471024,57694295,,12241711,5.35,,13.48,7776729,2025-06-13,2025-06-13
20250613,RLX,RLX Technology Inc. American D,A,NYSE,12883543,15818007,,4607439,2.8,,-18.55,-2934464,2025-06-13,2025-06-13
20250613,RYCEY,Rolls Royce Holdings plc Spons,S,OTC,6649859,4348692,,8603304,1.0,,52.92,2301167,2025-06-13,2025-06-13
20250613,SBUX,Starbucks Corporation Common S,R,NNM,41444832,38344981,,8588303,4.83,,8.08,3099851,2025-06-13,2025-06-13
20250613,SHLS,"Shoals Technologies Group, Inc",R,NNM,21684758,19480474,,4515756,4.8,,11.32,2204284,2025-06-13,2025-06-13
20250613,SIEB,Siebert Financial Corp. Common,R,SC,143367,80861,,174126,1.0,,77.3,62506,2025-06-13,2025-06-13
20250613,SLV,iShares Silver Trust,E,ARCA,41738851,31387508,,30355038,1.38,,32.98,10351343,2025-06-13,2025-06-13
20250613,SNDL,SNDL Inc. Common Shares,R,SC,2773463,3290751,,1313547,2.11,,-15.72,-517288,2025-06-13,2025-06-13
20250613,SOXL,Direxion Daily Semiconductor B,E,ARCA,26190428,41345490,,144555664,1.0,,-36.65,-15155062,2025-06-13,2025-06-13
20250613,SRNE,SORRENTO THERAPEUTICS INC Comm,S,OTC,3517142,3517536,,130124,27.03,,-0.01,-394,2025-06-13,2025-06-13
20250613,TIRX,TIAN RUIXIANG Holdings Ltd Cla,R,SC,137061,14537,,191734,1.0,,842.84,122524,2025-06-13,2025-06-13
20250613,TR,"Tootsie Roll Industries, Inc.",A,NYSE,2242271,2136535,,174244,12.87,,4.95,105736,2025-06-13,2025-06-13
20250613,TRVG,trivago N.V. American Deposita,R,NNM,145406,155540,,63593,2.29,,-6.52,-10134,2025-06-13,2025-06-13
20250613,WKHS,"Workhorse Group, Inc. Common S",R,SC,1417482,1380945,,517727,2.74,,2.65,36537,2025-06-13,2025-06-13
20250530,AAL,American Airlines Group Inc. C,R,NNM,66195579,67468549,,54354288,1.22,,-1.89,-1272970,2025-05-30,2025-05-30
20250530,ACB,Aurora Cannabis Inc. Common Sh,R,SC,4891586,5132361,,966139,5.06,,-4.69,-240775,2025-05-30,2025-05-30
20250530,AG,FIRST MAJESTIC SILVER CORP,A,NYSE,24408569,25198607,,19256873,1.27,,-3.14,-790038,2025-05-30,2025-05-30
20250530,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,64208209,64233103,,21483968,2.99,,-0.04,-24894,2025-05-30,2025-05-30
20250530,AMD,"Advanced Micro Devices, Inc. C",R,NNM,39672775,48465479,,34432722,1.15,,-18.14,-8792704,2025-05-30,2025-05-30
20250530,BB,BlackBerry Limited,A,NYSE,34254597,35266702,,11570248,2.96,,-2.87,-1012105,2025-05-30,2025-05-30
20250530,BYDDY,BYD Company Ltd Unsponsored AD,S,OTC,389595,397572,,1540373,1.0,,-2.01,-7977,2025-05-30,2025-05-30
20250530,BYND,"Beyond Meat, Inc. Common Stock",R,NNM,29569570,29760507,,2206644,13.4,,-0.64,-190937,2025-05-30,2025-05-30
20250530,CLOV,"Clover Health Investments, Cor",R,NNM,20442735,15577657,,6227698,3.28,,31.23,4865078,2025-05-30,2025-05-30
20250530,CRIS,"Curis, Inc. Common Stock",R,SC,123897,100987,,57914,2.14,,22.69,22910,2025-05-30,2025-05-30
20250530,CTRM,Castor Maritime Inc. Common Sh,R,SC,64005,59235,,55680,1.15,,8.05,4770,2025-05-30,2025-05-30
20250530,EZGO,EZGO Technologies Ltd. Ordinar,R,SC,459443,676794,,105902,4.34,,-32.11,-217351,2025-05-30,2025-05-30
20250530,GM,General Motors Company,A,NYSE,21017869,24062527,,8505755,2.47,,-12.65,-3044658,2025-05-30,2025-05-30
20250530,GME,GameStop Corp. Class A,A,NYSE,47491887,49516766,,18084761,2.63,,-4.09,-2024879,2025-05-30,2025-05-30
20250530,GTE,Gran Tierra Energy Inc.,B,AMEX,1067843,1176668,,99952,10.68,,-9.25,-108825,2025-05-30,2025-05-30
20250530,HIMS,"Hims & Hers Health, Inc.",A,NYSE,60880774,62338753,,33845505,1.8,,-2.34,-1457979,2025-05-30,2025-05-30
20250530,INO,"Inovio Pharmaceuticals, Inc. C",R,SC,6567916,7009769,,604342,10.87,,-6.3,-441853,2025-05-30,2025-05-30
20250530,JAGX,"Jaguar Health, Inc. Common Sto",R,SC,28785,32263,,133196,1.0,,-10.78,-3478,2025-05-30,2025-05-30
20250530,KOSS,Koss Corporation Common Stock,R,SC,287900,236504,,184047,1.56,,21.73,51396,2025-05-30,2025-05-30
20250530,MRNA,"Moderna, Inc. Common Stock",R,NNM,65855374,67270523,,16710119,3.94,,-2.1,-1415149,2025-05-30,2025-05-30
20250530,NCTY,The9 Limited American Deposito,R,SC,237349,209182,,71741,3.31,,13.47,28167,2025-05-30,2025-05-30
20250530,NOK,Nokia Corporation,A,NYSE,36645057,30806409,,15242281,2.4,,18.95,5838648,2025-05-30,2025-05-30
20250530,NVAX,"Novavax, Inc. Common Stock",R,NNM,44698809,46467707,,16845496,2.65,,-3.81,-1768898,2025-05-30,2025-05-30
20250530,OPEN,Opendoor Technologies Inc Comm,R,NNM,131682398,113421744,,89208677,1.48,,16.1,18260654,2025-05-30,2025-05-30
20250530,RKT,"Rocket Companies, Inc.",A,NYSE,57694295,62040291,,10016656,5.76,,-7.01,-4345996,2025-05-30,2025-05-30
20250530,RLX,RLX Technology Inc. American D,A,NYSE,15818007,16431588,,4211282,3.76,,-3.73,-613581,2025-05-30,2025-05-30
20250530,RYCEY,Rolls Royce Holdings plc Spons,S,OTC,4348692,222584,,8560829,1.0,,1853.73,4126108,2025-05-30,2025-05-30
20250530,SBUX,Starbucks Corporation Common S,R,NNM,38344981,43814924,,9826067,3.9,,-12.48,-5469943,2025-05-30,2025-05-30
20250530,SHLS,"Shoals Technologies Group, Inc",R,NNM,19480474,15902580,,6561495,2.97,,22.5,3577894,2025-05-30,2025-05-30
20250530,SIEB,Siebert Financial Corp. Common,R,SC,80861,54403,,209681,1.0,,48.63,26458,2025-05-30,2025-05-30
20250530,SLV,iShares Silver Trust,E,ARCA,31387508,38152481,,13478223,2.33,,-17.73,-6764973,2025-05-30,2025-05-30
20250530,SNDL,SNDL Inc. Common Shares,R,SC,3290751,3466827,,1374189,2.39,,-5.08,-176076,2025-05-30,2025-05-30
20250530,SOXL,Direxion Daily Semiconductor B,E,ARCA,41345490,43860351,,143405231,1.0,,-5.73,-2514861,2025-05-30,2025-05-30
20250530,SRNE,SORRENTO THERAPEUTICS INC Comm,S,OTC,3517536,3517534,,186541,18.86,,0.0,2,2025-05-30,2025-05-30
20250530,TIRX,TIAN RUIXIANG Holdings Ltd Cla,R,SC,14537,2856,,2197778,1.0,,409.0,11681,2025-05-30,2025-05-30
20250530,TR,"Tootsie Roll Industries, Inc.",A,NYSE,2136535,2240751,,148808,14.36,,-4.65,-104216,2025-05-30,2025-05-30
20250530,TRVG,trivago N.V. American Deposita,R,NNM,155540,221903,,74316,2.09,,-29.91,-66363,2025-05-30,2025-05-30
20250530,WKHS,"Workhorse Group, Inc. Common S",R,SC,1380945,1017289,,735664,1.88,,35.75,363656,2025-05-30,2025-05-30
20250515,AAL,American Airlines Group Inc. C,R,NNM,67468549,73552177,,65663962,1.03,,-8.27,-6083628,2025-05-15,2025-05-15
20250515,ACB,Aurora Cannabis Inc. Common Sh,R,SC,5132361,5174107,,653964,7.85,,-0.81,-41746,2025-05-15,2025-05-15
20250515,AG,FIRST MAJESTIC SILVER CORP,A,NYSE,25198607,22959417,,24049871,1.05,,9.75,2239190,2025-05-15,2025-05-15
20250515,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,64233103,62494313,,8048638,7.98,,2.78,1738790,2025-05-15,2025-05-15
20250515,AMD,"Advanced Micro Devices, Inc. C",R,NNM,48465479,40942603,,50959178,1.0,,18.37,7522876,2025-05-15,2025-05-15
20250515,BB,BlackBerry Limited,A,NYSE,35266702,31557588,,15193663,2.32,,11.75,3709114,2025-05-15,2025-05-15
20250515,BYDDY,BYD Company Ltd Unsponsored AD,S,OTC,397572,484070,,1058175,1.0,,-17.87,-86498,2025-05-15,2025-05-15
20250515,BYND,"Beyond Meat, Inc. Common Stock",R,NNM,29760507,30111700,,1949536,15.27,,-1.17,-351193,2025-05-15,2025-05-15
20250515,CLOV,"Clover Health Investments, Cor",R,NNM,15577657,13675507,,6743394,2.31,,13.91,1902150,2025-05-15,2025-05-15
20250515,CRIS,"Curis, Inc. Common Stock",R,SC,100987,132373,,133089,1.0,,-23.71,-31386,2025-05-15,2025-05-15
20250515,CTRM,Castor Maritime Inc. Common Sh,R,SC,59235,84727,,60685,1.0,,-30.09,-25492,2025-05-15,2025-05-15
20250515,EZGO,EZGO Technologies Ltd. Ordinar,R,SC,676794,178985,,3170136,1.0,,278.13,497809,2025-05-15,2025-05-15
20250515,GM,General Motors Company,A,NYSE,24062527,22410862,,10624192,2.26,,7.37,1651665,2025-05-15,2025-05-15
20250515,GME,GameStop Corp. Class A,A,NYSE,49516766,48711464,,7697326,6.43,,1.65,805302,2025-05-15,2025-05-15
20250515,GTE,Gran Tierra Energy Inc.,B,AMEX,1176668,1297892,,228478,5.15,,-9.34,-121224,2025-05-15,2025-05-15
20250515,HIMS,"Hims & Hers Health, Inc.",A,NYSE,62338753,62308786,,72001530,1.0,,0.05,29967,2025-05-15,2025-05-15
20250515,INO,"Inovio Pharmaceuticals, Inc. C",R,SC,7009769,6464542,,523632,13.39,,8.43,545227,2025-05-15,2025-05-15
20250515,JAGX,"Jaguar Health, Inc. Common Sto",R,SC,32263,114446,,85739,1.0,,-71.81,-82183,2025-05-15,2025-05-15
20250515,KOSS,Koss Corporation Common Stock,R,SC,236504,247005,,26069,9.07,,-4.25,-10501,2025-05-15,2025-05-15
20250515,MRNA,"Moderna, Inc. Common Stock",R,NNM,67270523,60217408,,11666078,5.77,,11.71,7053115,2025-05-15,2025-05-15
20250515,NCTY,The9 Limited American Deposito,R,SC,209182,207439,,105968,1.97,,0.84,1743,2025-05-15,2025-05-15
20250515,NOK,Nokia Corporation,A,NYSE,30806409,30226330,,16866181,1.83,,1.92,580079,2025-05-15,2025-05-15
20250515,NVAX,"Novavax, Inc. Common Stock",R,NNM,46467707,42333778,,10778127,4.31,,9.77,4133929,2025-05-15,2025-05-15
20250515,OPEN,Opendoor Technologies Inc Comm,R,NNM,113421744,89744936,,69038848,1.64,,26.38,23676808,2025-05-15,2025-05-15
20250515,RKT,"Rocket Companies, Inc.",A,NYSE,62040291,48398392,,16904658,3.67,,28.19,13641899,2025-05-15,2025-05-15
20250515,RLX,RLX Technology Inc. American D,A,NYSE,16431588,14175169,,2632261,6.24,,15.92,2256419,2025-05-15,2025-05-15
20250515,RYCEY,Rolls Royce Holdings plc Spons,S,OTC,222584,5278232,,10747074,1.0,,-95.78,-5055648,2025-05-15,2025-05-15
20250515,SBUX,Starbucks Corporation Common S,R,NNM,43814924,33390291,,12238255,3.58,,31.22,10424633,2025-05-15,2025-05-15
20250515,SHLS,"Shoals Technologies Group, Inc",R,NNM,15902580,14365422,,11031487,1.44,,10.7,1537158,2025-05-15,2025-05-15
20250515,SIEB,Siebert Financial Corp. Common,R,SC,54403,59399,,64985,1.0,,-8.41,-4996,2025-05-15,2025-05-15
20250515,SLV,iShares Silver Trust,E,ARCA,38152481,43254281,,13175691,2.9,,-11.79,-5101800,2025-05-15,2025-05-15
20250515,SNDL,SNDL Inc. Common Shares,R,SC,3466827,3631999,,1991714,1.74,,-4.55,-165172,2025-05-15,2025-05-15
20250515,SOXL,Direxion Daily Semiconductor B,E,ARCA,43860351,48686434,,186737956,1.0,,-9.91,-4826083,2025-05-15,2025-05-15
20250515,SRNE,SORRENTO THERAPEUTICS INC Comm,S,OTC,3517534,3543576,,265575,13.24,,-0.73,-26042,2025-05-15,2025-05-15
20250515,TIRX,TIAN RUIXIANG Holdings Ltd Cla,R,SC,2856,10192,,14473,1.0,,-71.98,-7336,2025-05-15,2025-05-15
20250515,TR,"Tootsie Roll Industries, Inc.",A,NYSE,2240751,2019096,,156089,14.36,,10.98,221655,2025-05-15,2025-05-15
20250515,TRVG,trivago N.V. American Deposita,R,NNM,221903,201991,,352407,1.0,,9.86,19912,2025-05-15,2025-05-15
20250515,WKHS,"Workhorse Group, Inc. Common S",R,SC,1017289,1409285,,770946,1.32,,-27.82,-391996,2025-05-15,2025-05-15
20250430,AAL,American Airlines Group Inc. C,R,NNM,73552177,68723838,,66741088,1.1,,7.03,4828339,2025-04-30,2025-04-30
20250430,ACB,Aurora Cannabis Inc. Common Sh,R,SC,5174107,4946977,,1304522,3.97,,4.59,227130,2025-04-30,2025-04-30
20250430,AG,FIRST MAJESTIC SILVER CORP,A,NYSE,22959417,18093885,,19513621,1.18,,26.89,4865532,2025-04-30,2025-04-30
20250430,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,62494313,58484560,,6772004,9.23,,6.86,4009753,2025-04-30,2025-04-30
20250430,AMD,"Advanced Micro Devices, Inc. C",R,NNM,40942603,44440539,,34698882,1.18,,-7.87,-3497936,2025-04-30,2025-04-30
20250430,BB,BlackBerry Limited,A,NYSE,31557588,31474016,,11291575,2.79,,0.27,83572,2025-04-30,2025-04-30
20250430,BYDDY,BYD Company Ltd Unsponsored AD,S,OTC,484070,563500,,1328574,1.0,,-14.1,-79430,2025-04-30,2025-04-30
20250430,BYND,"Beyond Meat, Inc. Common Stock",R,NNM,30111700,29223215,,2051106,14.68,,3.04,888485,2025-04-30,2025-04-30
20250430,CLOV,"Clover Health Investments, Cor",R,NNM,13675507,12365802,,4497230,3.04,,10.59,1309705,2025-04-30,2025-04-30
20250430,CRIS,"Curis, Inc. Common Stock",R,SC,132373,205891,,78399,1.69,,-35.71,-73518,2025-04-30,2025-04-30
20250430,CTRM,Castor Maritime Inc. Common Sh,R,SC,84727,102757,,22394,3.78,,-17.55,-18030,2025-04-30,2025-04-30
20250430,EZGO,EZGO Technologies Ltd. Ordinar,R,SC,178985,256973,,181847,1.0,,-30.35,-77988,2025-04-30,2025-04-30
20250430,GM,General Motors Company,A,NYSE,22410862,23747364,,11849937,1.89,,-5.63,-1336502,2025-04-30,2025-04-30
20250430,GME,GameStop Corp. Class A,A,NYSE,48711464,50002641,,7230663,6.74,,-2.58,-1291177,2025-04-30,2025-04-30
20250430,GTE,Gran Tierra Energy Inc.,B,AMEX,1297892,1100604,,209362,6.2,,17.93,197288,2025-04-30,2025-04-30
20250430,HIMS,"Hims & Hers Health, Inc.",A,NYSE,62308786,60657151,,34582786,1.8,,2.72,1651635,2025-04-30,2025-04-30
20250430,INO,"Inovio Pharmaceuticals, Inc. C",R,SC,6464542,6679286,,406654,15.9,,-3.22,-214744,2025-04-30,2025-04-30
20250430,JAGX,"Jaguar Health, Inc. Common Sto",R,SC,114446,53245,,412097,1.0,,114.94,61201,2025-04-30,2025-04-30
20250430,KOSS,Koss Corporation Common Stock,R,SC,247005,240784,,26288,9.4,,2.58,6221,2025-04-30,2025-04-30
20250430,MRNA,"Moderna, Inc. Common Stock",R,NNM,60217408,56305788,,6306485,9.55,,6.95,3911620,2025-04-30,2025-04-30
20250430,NCTY,The9 Limited American Deposito,R,SC,207439,196271,,119308,1.74,,5.69,11168,2025-04-30,2025-04-30
20250430,NOK,Nokia Corporation,A,NYSE,30226330,35544079,,23310810,1.3,,-14.96,-5317749,2025-04-30,2025-04-30
20250430,NVAX,"Novavax, Inc. Common Stock",R,NNM,42333778,41028051,,6616734,6.4,,3.18,1305727,2025-04-30,2025-04-30
20250430,OPEN,Opendoor Technologies Inc Comm,R,NNM,89744936,80883043,,68999563,1.3,,10.96,8861893,2025-04-30,2025-04-30
20250430,RKT,"Rocket Companies, Inc.",A,NYSE,48398392,43652400,,8495313,5.7,,10.87,4745992,2025-04-30,2025-04-30
20250430,RLX,RLX Technology Inc. American D,A,NYSE,14175169,15709585,,3316536,4.27,,-9.77,-1534416,2025-04-30,2025-04-30
20250430,RYCEY,Rolls Royce Holdings plc Spons,S,OTC,5278232,5262752,,3554853,1.48,,0.29,15480,2025-04-30,2025-04-30
20250430,SBUX,Starbucks Corporation Common S,R,NNM,33390291,35791922,,12872762,2.59,,-6.71,-2401631,2025-04-30,2025-04-30
20250430,SHLS,"Shoals Technologies Group, Inc",R,NNM,14365422,15406024,,5523257,2.6,,-6.75,-1040602,2025-04-30,2025-04-30
20250430,SIEB,Siebert Financial Corp. Common,R,SC,59399,78876,,81868,1.0,,-24.69,-19477,2025-04-30,2025-04-30
20250430,SLV,iShares Silver Trust,E,ARCA,43254281,58280763,,21156944,2.04,,-25.78,-15026482,2025-04-30,2025-04-30
20250430,SNDL,SNDL Inc. Common Shares,R,SC,3631999,3563928,,1323824,2.74,,1.91,68071,2025-04-30,2025-04-30
20250430,SOXL,Direxion Daily Semiconductor B,E,ARCA,48686434,14636841,,270006684,1.0,,232.63,34049593,2025-04-30,2025-04-30
20250430,SRNE,SORRENTO THERAPEUTICS INC Comm,S,OTC,3543576,3546148,,190571,18.59,,-0.07,-2572,2025-04-30,2025-04-30
20250430,TIRX,TIAN RUIXIANG Holdings Ltd Cla,R,SC,10192,48349,,13382,1.0,,-78.92,-38157,2025-04-30,2025-04-30
20250430,TR,"Tootsie Roll Industries, Inc.",A,NYSE,2019096,1971211,,100644,20.06,,2.43,47885,2025-04-30,2025-04-30
20250430,TRVG,trivago N.V. American Deposita,R,NNM,201991,203154,,126705,1.59,,-0.57,-1163,2025-04-30,2025-04-30
20250430,WKHS,"Workhorse Group, Inc. Common S",R,SC,1409285,1340903,,649463,2.17,,5.1,68382,2025-04-30,2025-04-30
20250415,AAL,American Airlines Group Inc. C,R,NNM,68723838,51167897,,79405581,1.0,,34.31,17555941,2025-04-15,2025-04-15
20250415,ACB,Aurora Cannabis Inc. Common Sh,R,SC,4946977,4932988,,893578,5.54,,0.28,13989,2025-04-15,2025-04-15
20250415,AG,FIRST MAJESTIC SILVER CORP,A,NYSE,18093885,22740389,,22975514,1.0,,-20.43,-4646504,2025-04-15,2025-04-15
20250415,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,58484560,48494766,,9766825,5.99,,20.6,9989794,2025-04-15,2025-04-15
20250415,AMD,"Advanced Micro Devices, Inc. C",R,NNM,44440539,46106164,,52846077,1.0,,-3.61,-1665625,2025-04-15,2025-04-15
20250415,BB,BlackBerry Limited,A,NYSE,31474016,32861889,,19222873,1.64,,-4.22,-1387873,2025-04-15,2025-04-15
20250415,BYDDY,BYD Company Ltd Unsponsored AD,S,OTC,563500,579066,,2364787,1.0,,-2.69,-15566,2025-04-15,2025-04-15
