date,ticker,trend
2021-04-18,AAP,32
2021-04-25,AAP,32
2021-05-02,AAP,29
2021-05-09,AAP,31
2021-05-16,AAP,32
2021-05-23,AAP,30
2021-05-30,AAP,30
2021-06-06,AAP,30
2021-06-13,AAP,30
2021-06-20,AAP,33
2021-06-27,AAP,30
2021-07-04,AAP,30
2021-07-11,AAP,33
2021-07-18,AAP,47
2021-07-25,AAP,34
2021-08-01,AAP,34
2021-08-08,AAP,38
2021-08-15,AAP,38
2021-08-22,AAP,37
2021-08-29,AAP,38
2021-09-05,AAP,35
2021-09-12,AAP,35
2021-09-19,AAP,34
2021-09-26,AAP,33
2021-10-03,AAP,37
2021-10-10,AAP,32
2021-10-17,AAP,32
2021-10-24,AAP,31
2021-10-31,AAP,36
2021-11-07,AAP,34
2021-11-14,AAP,33
2021-11-21,AAP,24
2021-11-28,AAP,30
2021-12-05,AAP,31
2021-12-12,AAP,30
2021-12-19,AAP,24
2021-12-26,AAP,27
2022-01-02,AAP,37
2022-01-09,AAP,38
2022-01-16,AAP,37
2022-01-23,AAP,39
2022-01-30,AAP,38
2022-02-06,AAP,40
2022-02-13,AAP,42
2022-02-20,AAP,39
2022-02-27,AAP,39
2022-03-06,AAP,51
2022-03-13,AAP,41
2022-03-20,AAP,39
2022-03-27,AAP,40
2022-04-03,AAP,39
2022-04-10,AAP,36
2022-04-17,AAP,37
2022-04-24,AAP,36
2022-05-01,AAP,35
2022-05-08,AAP,36
2022-05-15,AAP,40
2022-05-22,AAP,42
2022-05-29,AAP,35
2022-06-05,AAP,33
2022-06-12,AAP,33
2022-06-19,AAP,54
2022-06-26,AAP,61
2022-07-03,AAP,44
2022-07-10,AAP,40
2022-07-17,AAP,41
2022-07-24,AAP,36
2022-07-31,AAP,42
2022-08-07,AAP,41
2022-08-14,AAP,41
2022-08-21,AAP,44
2022-08-28,AAP,41
2022-09-04,AAP,39
2022-09-11,AAP,41
2022-09-18,AAP,41
2022-09-25,AAP,42
2022-10-02,AAP,44
2022-10-09,AAP,43
2022-10-16,AAP,40
2022-10-23,AAP,42
2022-10-30,AAP,39
2022-11-06,AAP,36
2022-11-13,AAP,40
2022-11-20,AAP,29
2022-11-27,AAP,40
2022-12-04,AAP,42
2022-12-11,AAP,38
2022-12-18,AAP,29
2022-12-25,AAP,30
2023-01-01,AAP,32
2023-01-08,AAP,41
2023-01-15,AAP,40
2023-01-22,AAP,41
2023-01-29,AAP,41
2023-02-05,AAP,42
2023-02-12,AAP,38
2023-02-19,AAP,37
2023-02-26,AAP,39
2023-03-05,AAP,38
2023-03-12,AAP,38
2023-03-19,AAP,39
2023-03-26,AAP,40
2023-04-02,AAP,38
2023-04-09,AAP,39
2023-04-16,AAP,36
2023-04-23,AAP,36
2023-04-30,AAP,37
2023-05-07,AAP,39
2023-05-14,AAP,36
2023-05-21,AAP,39
2023-05-28,AAP,53
2023-06-04,AAP,45
2023-06-11,AAP,46
2023-06-18,AAP,40
2023-06-25,AAP,43
2023-07-02,AAP,35
2023-07-09,AAP,43
2023-07-16,AAP,41
2023-07-23,AAP,42
2023-07-30,AAP,41
2023-08-06,AAP,42
2023-08-13,AAP,42
2023-08-20,AAP,45
2023-08-27,AAP,40
2023-09-03,AAP,39
2023-09-10,AAP,42
2023-09-17,AAP,40
2023-09-24,AAP,42
2023-10-01,AAP,45
2023-10-08,AAP,41
2023-10-15,AAP,47
2023-10-22,AAP,47
2023-10-29,AAP,41
2023-11-05,AAP,41
2023-11-12,AAP,46
2023-11-19,AAP,30
2023-11-26,AAP,35
2023-12-03,AAP,41
2023-12-10,AAP,40
2023-12-17,AAP,35
2023-12-24,AAP,30
2023-12-31,AAP,35
2024-01-07,AAP,40
2024-01-14,AAP,37
2024-01-21,AAP,43
2024-01-28,AAP,41
2024-02-04,AAP,43
2024-02-11,AAP,37
2024-02-18,AAP,42
2024-02-25,AAP,43
2024-03-03,AAP,41
2024-03-10,AAP,38
2024-03-17,AAP,44
2024-03-24,AAP,45
2024-03-31,AAP,44
2024-04-07,AAP,43
2024-04-14,AAP,42
2024-04-21,AAP,40
2024-04-28,AAP,41
2024-05-05,AAP,39
2024-05-12,AAP,39
2024-05-19,AAP,41
2024-05-26,AAP,39
2024-06-02,AAP,50
2024-06-09,AAP,42
2024-06-16,AAP,38
2024-06-23,AAP,42
2024-06-30,AAP,35
2024-07-07,AAP,38
2024-07-14,AAP,38
2024-07-21,AAP,39
2024-07-28,AAP,41
2024-08-04,AAP,39
2024-08-11,AAP,43
2024-08-18,AAP,47
2024-08-25,AAP,43
2024-09-01,AAP,40
2024-09-08,AAP,49
2024-09-15,AAP,45
2024-09-22,AAP,55
2024-09-29,AAP,49
2024-10-06,AAP,44
2024-10-13,AAP,42
2024-10-20,AAP,40
2024-10-27,AAP,40
2024-11-03,AAP,41
2024-11-10,AAP,47
2024-11-17,AAP,44
2024-11-24,AAP,32
2024-12-01,AAP,41
2024-12-08,AAP,40
2024-12-15,AAP,38
2024-12-22,AAP,28
2024-12-29,AAP,32
2025-01-05,AAP,39
2025-01-12,AAP,41
2025-01-19,AAP,37
2025-01-26,AAP,42
2025-02-02,AAP,47
2025-02-09,AAP,43
2025-02-16,AAP,42
2025-02-23,AAP,45
2025-03-02,AAP,43
2025-03-09,AAP,42
2025-03-16,AAP,42
2025-03-23,AAP,42
2025-03-30,AAP,43
2025-04-06,AAP,44
2025-04-13,AAP,41
2025-04-20,AAP,39
2025-04-27,AAP,44
2025-05-04,AAP,44
2025-05-11,AAP,39
2025-05-18,AAP,51
2025-05-25,AAP,42
2025-06-01,AAP,43
2025-06-08,AAP,46
2025-06-15,AAP,40
2025-06-22,AAP,61
2025-06-29,AAP,51
2025-07-06,AAP,73
2025-07-13,AAP,100
2025-07-20,AAP,88
2025-07-27,AAP,93
2025-08-03,AAP,53
2025-08-10,AAP,53
2025-08-17,AAP,60
2025-08-24,AAP,47
2025-08-31,AAP,49
2025-09-07,AAP,46
2025-09-14,AAP,47
2025-09-21,AAP,57
2025-09-28,AAP,52
2025-10-05,AAP,42
2025-10-12,AAP,42
2020-10-11,ABCL,0
2020-10-18,ABCL,0
2020-10-25,ABCL,0
2020-11-01,ABCL,0
2020-11-08,ABCL,0
2020-11-15,ABCL,0
2020-11-22,ABCL,3
2020-11-29,ABCL,0
2020-12-06,ABCL,100
2020-12-13,ABCL,36
2020-12-20,ABCL,20
2020-12-27,ABCL,21
2021-01-03,ABCL,14
2021-01-10,ABCL,17
2021-01-17,ABCL,11
2021-01-24,ABCL,11
2021-01-31,ABCL,9
2021-02-07,ABCL,15
2021-02-14,ABCL,10
2021-02-21,ABCL,13
2021-02-28,ABCL,13
2021-03-07,ABCL,14
2021-03-14,ABCL,11
2021-03-21,ABCL,12
2021-03-28,ABCL,34
2021-04-04,ABCL,24
2021-04-11,ABCL,15
2021-04-18,ABCL,11
2021-04-25,ABCL,13
2021-05-02,ABCL,15
2021-05-09,ABCL,13
2021-05-16,ABCL,11
2021-05-23,ABCL,14
2021-05-30,ABCL,13
2021-06-06,ABCL,16
2021-06-13,ABCL,16
2021-06-20,ABCL,24
2021-06-27,ABCL,21
2021-07-04,ABCL,19
2021-07-11,ABCL,22
2021-07-18,ABCL,16
2021-07-25,ABCL,17
2021-08-01,ABCL,22
2021-08-08,ABCL,30
2021-08-15,ABCL,18
2021-08-22,ABCL,16
2021-08-29,ABCL,13
2021-09-05,ABCL,19
2021-09-12,ABCL,48
2021-09-19,ABCL,32
2021-09-26,ABCL,26
2021-10-03,ABCL,18
2021-10-10,ABCL,18
2021-10-17,ABCL,15
2021-10-24,ABCL,17
2021-10-31,ABCL,16
2021-11-07,ABCL,24
2021-11-14,ABCL,19
2021-11-21,ABCL,12
2021-11-28,ABCL,15
2021-12-05,ABCL,17
2021-12-12,ABCL,17
2021-12-19,ABCL,12
2021-12-26,ABCL,14
2022-01-02,ABCL,10
2022-01-09,ABCL,15
2022-01-16,ABCL,12
2022-01-23,ABCL,16
2022-01-30,ABCL,12
2022-02-06,ABCL,14
2022-02-13,ABCL,11
2022-02-20,ABCL,14
2022-02-27,ABCL,12
2022-03-06,ABCL,11
2022-03-13,ABCL,10
2022-03-20,ABCL,11
2022-03-27,ABCL,9
2022-04-03,ABCL,8
2022-04-10,ABCL,7
2022-04-17,ABCL,8
2022-04-24,ABCL,10
2022-05-01,ABCL,8
2022-05-08,ABCL,14
2022-05-15,ABCL,14
2022-05-22,ABCL,10
2022-05-29,ABCL,6
2022-06-05,ABCL,10
2022-06-12,ABCL,12
2022-06-19,ABCL,8
2022-06-26,ABCL,11
2022-07-03,ABCL,8
2022-07-10,ABCL,13
2022-07-17,ABCL,7
2022-07-24,ABCL,9
2022-07-31,ABCL,13
2022-08-07,ABCL,20
2022-08-14,ABCL,11
2022-08-21,ABCL,12
2022-08-28,ABCL,7
2022-09-04,ABCL,7
2022-09-11,ABCL,8
2022-09-18,ABCL,8
2022-09-25,ABCL,6
2022-10-02,ABCL,7
2022-10-09,ABCL,7
2022-10-16,ABCL,6
2022-10-23,ABCL,9
2022-10-30,ABCL,7
2022-11-06,ABCL,11
2022-11-13,ABCL,11
2022-11-20,ABCL,8
2022-11-27,ABCL,11
2022-12-04,ABCL,7
2022-12-11,ABCL,7
2022-12-18,ABCL,6
2022-12-25,ABCL,6
2023-01-01,ABCL,6
2023-01-08,ABCL,7
2023-01-15,ABCL,4
2023-01-22,ABCL,6
2023-01-29,ABCL,7
2023-02-05,ABCL,8
2023-02-12,ABCL,9
2023-02-19,ABCL,11
2023-02-26,ABCL,6
2023-03-05,ABCL,6
2023-03-12,ABCL,7
2023-03-19,ABCL,8
2023-03-26,ABCL,6
2023-04-02,ABCL,5
2023-04-09,ABCL,4
2023-04-16,ABCL,6
2023-04-23,ABCL,5
2023-04-30,ABCL,8
2023-05-07,ABCL,8
2023-05-14,ABCL,8
2023-05-21,ABCL,11
2023-05-28,ABCL,6
2023-06-04,ABCL,11
2023-06-11,ABCL,11
2023-06-18,ABCL,7
2023-06-25,ABCL,12
2023-07-02,ABCL,8
2023-07-09,ABCL,11
2023-07-16,ABCL,11
2023-07-23,ABCL,10
2023-07-30,ABCL,14
2023-08-06,ABCL,9
2023-08-13,ABCL,9
2023-08-20,ABCL,11
2023-08-27,ABCL,9
2023-09-03,ABCL,6
2023-09-10,ABCL,9
2023-09-17,ABCL,10
2023-09-24,ABCL,11
2023-10-01,ABCL,6
2023-10-08,ABCL,7
2023-10-15,ABCL,8
2023-10-22,ABCL,7
2023-10-29,ABCL,10
2023-11-05,ABCL,10
2023-11-12,ABCL,11
2023-11-19,ABCL,6
2023-11-26,ABCL,7
2023-12-03,ABCL,12
2023-12-10,ABCL,10
2023-12-17,ABCL,10
2023-12-24,ABCL,8
2023-12-31,ABCL,8
2024-01-07,ABCL,7
2024-01-14,ABCL,19
2024-01-21,ABCL,11
2024-01-28,ABCL,8
2024-02-04,ABCL,11
2024-02-11,ABCL,11
2024-02-18,ABCL,14
2024-02-25,ABCL,10
2024-03-03,ABCL,9
2024-03-10,ABCL,10
2024-03-17,ABCL,7
2024-03-24,ABCL,7
2024-03-31,ABCL,6
2024-04-07,ABCL,6
2024-04-14,ABCL,5
2024-04-21,ABCL,4
2024-04-28,ABCL,7
2024-05-05,ABCL,8
2024-05-12,ABCL,11
2024-05-19,ABCL,9
2024-05-26,ABCL,9
2024-06-02,ABCL,5
2024-06-09,ABCL,7
2024-06-16,ABCL,9
2024-06-23,ABCL,5
2024-06-30,ABCL,6
2024-07-07,ABCL,6
2024-07-14,ABCL,7
2024-07-21,ABCL,8
2024-07-28,ABCL,6
2024-08-04,ABCL,11
2024-08-11,ABCL,8
2024-08-18,ABCL,9
2024-08-25,ABCL,9
2024-09-01,ABCL,5
2024-09-08,ABCL,9
2024-09-15,ABCL,9
2024-09-22,ABCL,9
2024-09-29,ABCL,8
2024-10-06,ABCL,6
2024-10-13,ABCL,8
2024-10-20,ABCL,9
2024-10-27,ABCL,8
2024-11-03,ABCL,7
2024-11-10,ABCL,7
2024-11-17,ABCL,7
2024-11-24,ABCL,5
2024-12-01,ABCL,10
2024-12-08,ABCL,7
2024-12-15,ABCL,5
2024-12-22,ABCL,9
2024-12-29,ABCL,9
2025-01-05,ABCL,10
2025-01-12,ABCL,9
2025-01-19,ABCL,10
2025-01-26,ABCL,6
2025-02-02,ABCL,7
2025-02-09,ABCL,6
2025-02-16,ABCL,10
2025-02-23,ABCL,10
2025-03-02,ABCL,8
2025-03-09,ABCL,9
2025-03-16,ABCL,5
2025-03-23,ABCL,9
2025-03-30,ABCL,7
2025-04-06,ABCL,8
2025-04-13,ABCL,7
2025-04-20,ABCL,7
2025-04-27,ABCL,5
2025-05-04,ABCL,10
2025-05-11,ABCL,8
2025-05-18,ABCL,7
2025-05-25,ABCL,5
2025-06-01,ABCL,15
2025-06-08,ABCL,33
2025-06-15,ABCL,17
2025-06-22,ABCL,26
2025-06-29,ABCL,12
2025-07-06,ABCL,21
2025-07-13,ABCL,34
2025-07-20,ABCL,41
2025-07-27,ABCL,28
2025-08-03,ABCL,33
2025-08-10,ABCL,27
2025-08-17,ABCL,13
2025-08-24,ABCL,11
2025-08-31,ABCL,18
2025-09-07,ABCL,15
2025-09-14,ABCL,17
2025-09-21,ABCL,21
2025-09-28,ABCL,31
2025-10-05,ABCL,22
2025-10-12,ABCL,17
2020-10-11,ABEO,45
2020-10-18,ABEO,46
2020-10-25,ABEO,48
2020-11-01,ABEO,37
2020-11-08,ABEO,53
2020-11-15,ABEO,51
2020-11-22,ABEO,53
2020-11-29,ABEO,63
2020-12-06,ABEO,52
2020-12-13,ABEO,50
2020-12-20,ABEO,38
2020-12-27,ABEO,47
2021-01-03,ABEO,51
2021-01-10,ABEO,55
2021-01-17,ABEO,55
2021-01-24,ABEO,55
2021-01-31,ABEO,68
2021-02-07,ABEO,100
2021-02-14,ABEO,80
2021-02-21,ABEO,90
2021-02-28,ABEO,74
2021-03-07,ABEO,69
2021-03-14,ABEO,64
2021-03-21,ABEO,65
2021-03-28,ABEO,56
2021-04-04,ABEO,56
2021-04-11,ABEO,54
2021-04-18,ABEO,62
2021-04-25,ABEO,53
2021-05-02,ABEO,67
2021-05-09,ABEO,56
2021-05-16,ABEO,61
2021-05-23,ABEO,57
2021-05-30,ABEO,61
2021-06-06,ABEO,63
2021-06-13,ABEO,57
2021-06-20,ABEO,51
2021-06-27,ABEO,52
2021-07-04,ABEO,48
2021-07-11,ABEO,49
2021-07-18,ABEO,52
2021-07-25,ABEO,58
2021-08-01,ABEO,46
2021-08-08,ABEO,43
2021-08-15,ABEO,46
2021-08-22,ABEO,45
2021-08-29,ABEO,46
2021-09-05,ABEO,35
2021-09-12,ABEO,50
2021-09-19,ABEO,45
2021-09-26,ABEO,45
2021-10-03,ABEO,40
2021-10-10,ABEO,37
2021-10-17,ABEO,42
2021-10-24,ABEO,38
2021-10-31,ABEO,43
2021-11-07,ABEO,43
2021-11-14,ABEO,40
2021-11-21,ABEO,40
2021-11-28,ABEO,43
2021-12-05,ABEO,41
2021-12-12,ABEO,44
2021-12-19,ABEO,46
2021-12-26,ABEO,46
2022-01-02,ABEO,48
2022-01-09,ABEO,43
2022-01-16,ABEO,36
2022-01-23,ABEO,46
2022-01-30,ABEO,41
2022-02-06,ABEO,45
2022-02-13,ABEO,43
2022-02-20,ABEO,41
2022-02-27,ABEO,42
2022-03-06,ABEO,66
2022-03-13,ABEO,56
2022-03-20,ABEO,52
2022-03-27,ABEO,55
2022-04-03,ABEO,54
2022-04-10,ABEO,47
2022-04-17,ABEO,39
2022-04-24,ABEO,47
2022-05-01,ABEO,49
2022-05-08,ABEO,49
2022-05-15,ABEO,56
2022-05-22,ABEO,54
2022-05-29,ABEO,46
2022-06-05,ABEO,47
2022-06-12,ABEO,48
2022-06-19,ABEO,46
2022-06-26,ABEO,50
2022-07-03,ABEO,51
2022-07-10,ABEO,45
2022-07-17,ABEO,44
2022-07-24,ABEO,44
2022-07-31,ABEO,39
2022-08-07,ABEO,41
2022-08-14,ABEO,37
2022-08-21,ABEO,42
2022-08-28,ABEO,38
2022-09-04,ABEO,30
2022-09-11,ABEO,40
2022-09-18,ABEO,35
2022-09-25,ABEO,35
2022-10-02,ABEO,35
2022-10-09,ABEO,43
2022-10-16,ABEO,35
2022-10-23,ABEO,34
2022-10-30,ABEO,41
2022-11-06,ABEO,40
2022-11-13,ABEO,37
2022-11-20,ABEO,36
2022-11-27,ABEO,39
2022-12-04,ABEO,41
2022-12-11,ABEO,35
2022-12-18,ABEO,31
2022-12-25,ABEO,30
2023-01-01,ABEO,31
2023-01-08,ABEO,34
2023-01-15,ABEO,33
2023-01-22,ABEO,38
2023-01-29,ABEO,36
2023-02-05,ABEO,35
2023-02-12,ABEO,35
2023-02-19,ABEO,39
2023-02-26,ABEO,40
2023-03-05,ABEO,39
2023-03-12,ABEO,42
2023-03-19,ABEO,47
2023-03-26,ABEO,46
2023-04-02,ABEO,44
2023-04-09,ABEO,48
2023-04-16,ABEO,53
2023-04-23,ABEO,54
2023-04-30,ABEO,51
2023-05-07,ABEO,54
2023-05-14,ABEO,48
2023-05-21,ABEO,47
2023-05-28,ABEO,46
2023-06-04,ABEO,51
2023-06-11,ABEO,54
2023-06-18,ABEO,58
2023-06-25,ABEO,58
2023-07-02,ABEO,50
2023-07-09,ABEO,48
2023-07-16,ABEO,46
2023-07-23,ABEO,41
2023-07-30,ABEO,41
2023-08-06,ABEO,41
2023-08-13,ABEO,36
2023-08-20,ABEO,35
2023-08-27,ABEO,33
2023-09-03,ABEO,40
2023-09-10,ABEO,32
2023-09-17,ABEO,31
2023-09-24,ABEO,39
2023-10-01,ABEO,38
2023-10-08,ABEO,32
2023-10-15,ABEO,32
2023-10-22,ABEO,30
2023-10-29,ABEO,34
2023-11-05,ABEO,34
2023-11-12,ABEO,30
2023-11-19,ABEO,35
2023-11-26,ABEO,33
2023-12-03,ABEO,34
2023-12-10,ABEO,33
2023-12-17,ABEO,35
2023-12-24,ABEO,29
2023-12-31,ABEO,33
2024-01-07,ABEO,34
2024-01-14,ABEO,33
2024-01-21,ABEO,35
2024-01-28,ABEO,30
2024-02-04,ABEO,38
2024-02-11,ABEO,39
2024-02-18,ABEO,41
2024-02-25,ABEO,45
2024-03-03,ABEO,44
2024-03-10,ABEO,39
2024-03-17,ABEO,42
2024-03-24,ABEO,38
2024-03-31,ABEO,38
2024-04-07,ABEO,40
2024-04-14,ABEO,47
2024-04-21,ABEO,49
2024-04-28,ABEO,48
2024-05-05,ABEO,40
2024-05-12,ABEO,51
2024-05-19,ABEO,48
2024-05-26,ABEO,45
2024-06-02,ABEO,40
2024-06-09,ABEO,37
2024-06-16,ABEO,41
2024-06-23,ABEO,42
2024-06-30,ABEO,37
2024-07-07,ABEO,44
2024-07-14,ABEO,40
2024-07-21,ABEO,33
2024-07-28,ABEO,37
2024-08-04,ABEO,37
2024-08-11,ABEO,39
2024-08-18,ABEO,38
2024-08-25,ABEO,39
2024-09-01,ABEO,36
2024-09-08,ABEO,34
2024-09-15,ABEO,38
2024-09-22,ABEO,37
2024-09-29,ABEO,36
2024-10-06,ABEO,38
2024-10-13,ABEO,36
2024-10-20,ABEO,32
2024-10-27,ABEO,36
2024-11-03,ABEO,36
2024-11-10,ABEO,41
2024-11-17,ABEO,37
2024-11-24,ABEO,46
2024-12-01,ABEO,45
2024-12-08,ABEO,41
2024-12-15,ABEO,37
2024-12-22,ABEO,30
2024-12-29,ABEO,27
2025-01-05,ABEO,33
2025-01-12,ABEO,35
2025-01-19,ABEO,34
2025-01-26,ABEO,41
2025-02-02,ABEO,34
2025-02-09,ABEO,32
2025-02-16,ABEO,33
2025-02-23,ABEO,38
2025-03-02,ABEO,41
2025-03-09,ABEO,39
2025-03-16,ABEO,41
2025-03-23,ABEO,34
2025-03-30,ABEO,42
2025-04-06,ABEO,42
2025-04-13,ABEO,33
2025-04-20,ABEO,50
2025-04-27,ABEO,66
2025-05-04,ABEO,39
2025-05-11,ABEO,45
2025-05-18,ABEO,43
2025-05-25,ABEO,45
2025-06-01,ABEO,43
2025-06-08,ABEO,40
2025-06-15,ABEO,42
2025-06-22,ABEO,41
2025-06-29,ABEO,39
2025-07-06,ABEO,36
2025-07-13,ABEO,39
2025-07-20,ABEO,39
2025-07-27,ABEO,41
2025-08-03,ABEO,43
2025-08-10,ABEO,47
2025-08-17,ABEO,44
2025-08-24,ABEO,41
2025-08-31,ABEO,44
2025-09-07,ABEO,40
2025-09-14,ABEO,46
2025-09-21,ABEO,43
2025-09-28,ABEO,38
2025-10-05,ABEO,38
2025-10-12,ABEO,34
2020-10-11,ABR,50
2020-10-18,ABR,51
2020-10-25,ABR,51
2020-11-01,ABR,47
2020-11-08,ABR,51
2020-11-15,ABR,51
2020-11-22,ABR,51
2020-11-29,ABR,54
2020-12-06,ABR,53
2020-12-13,ABR,50
2020-12-20,ABR,43
2020-12-27,ABR,40
2021-01-03,ABR,50
2021-01-10,ABR,52
2021-01-17,ABR,52
2021-01-24,ABR,51
2021-01-31,ABR,54
2021-02-07,ABR,51
2021-02-14,ABR,53
2021-02-21,ABR,54
2021-02-28,ABR,55
2021-03-07,ABR,54
2021-03-14,ABR,53
2021-03-21,ABR,57
2021-03-28,ABR,57
2021-04-04,ABR,64
2021-04-11,ABR,64
2021-04-18,ABR,66
2021-04-25,ABR,63
2021-05-02,ABR,55
2021-05-09,ABR,57
2021-05-16,ABR,58
2021-05-23,ABR,53
2021-05-30,ABR,59
2021-06-06,ABR,61
2021-06-13,ABR,57
2021-06-20,ABR,61
2021-06-27,ABR,55
2021-07-04,ABR,58
2021-07-11,ABR,56
2021-07-18,ABR,56
2021-07-25,ABR,54
2021-08-01,ABR,55
2021-08-08,ABR,52
2021-08-15,ABR,56
2021-08-22,ABR,55
2021-08-29,ABR,55
2021-09-05,ABR,55
2021-09-12,ABR,53
2021-09-19,ABR,51
2021-09-26,ABR,54
2021-10-03,ABR,53
2021-10-10,ABR,54
2021-10-17,ABR,52
2021-10-24,ABR,54
2021-10-31,ABR,52
2021-11-07,ABR,55
2021-11-14,ABR,55
2021-11-21,ABR,53
2021-11-28,ABR,54
2021-12-05,ABR,55
2021-12-12,ABR,55
2021-12-19,ABR,45
2021-12-26,ABR,42
2022-01-02,ABR,55
2022-01-09,ABR,63
2022-01-16,ABR,55
2022-01-23,ABR,60
2022-01-30,ABR,66
2022-02-06,ABR,64
2022-02-13,ABR,67
2022-02-20,ABR,59
2022-02-27,ABR,61
2022-03-06,ABR,58
2022-03-13,ABR,57
2022-03-20,ABR,58
2022-03-27,ABR,68
2022-04-03,ABR,66
2022-04-10,ABR,69
2022-04-17,ABR,61
2022-04-24,ABR,65
2022-05-01,ABR,57
2022-05-08,ABR,63
2022-05-15,ABR,59
2022-05-22,ABR,61
2022-05-29,ABR,59
2022-06-05,ABR,64
2022-06-12,ABR,64
2022-06-19,ABR,64
2022-06-26,ABR,64
2022-07-03,ABR,81
2022-07-10,ABR,64
2022-07-17,ABR,67
2022-07-24,ABR,61
2022-07-31,ABR,60
2022-08-07,ABR,57
2022-08-14,ABR,58
2022-08-21,ABR,58
2022-08-28,ABR,58
2022-09-04,ABR,55
2022-09-11,ABR,59
2022-09-18,ABR,57
2022-09-25,ABR,61
2022-10-02,ABR,61
2022-10-09,ABR,58
2022-10-16,ABR,62
2022-10-23,ABR,61
2022-10-30,ABR,60
2022-11-06,ABR,68
2022-11-13,ABR,63
2022-11-20,ABR,60
2022-11-27,ABR,59
2022-12-04,ABR,60
2022-12-11,ABR,62
2022-12-18,ABR,54
2022-12-25,ABR,47
2023-01-01,ABR,56
2023-01-08,ABR,60
2023-01-15,ABR,64
2023-01-22,ABR,62
2023-01-29,ABR,66
2023-02-05,ABR,63
2023-02-12,ABR,64
2023-02-19,ABR,64
2023-02-26,ABR,65
2023-03-05,ABR,69
2023-03-12,ABR,64
2023-03-19,ABR,67
2023-03-26,ABR,66
2023-04-02,ABR,69
2023-04-09,ABR,72
2023-04-16,ABR,74
2023-04-23,ABR,69
2023-04-30,ABR,66
2023-05-07,ABR,66
2023-05-14,ABR,73
2023-05-21,ABR,64
2023-05-28,ABR,71
2023-06-04,ABR,65
2023-06-11,ABR,73
2023-06-18,ABR,74
2023-06-25,ABR,67
2023-07-02,ABR,66
2023-07-09,ABR,68
2023-07-16,ABR,62
2023-07-23,ABR,63
2023-07-30,ABR,66
2023-08-06,ABR,69
2023-08-13,ABR,65
2023-08-20,ABR,61
2023-08-27,ABR,62
2023-09-03,ABR,59
2023-09-10,ABR,62
2023-09-17,ABR,65
2023-09-24,ABR,69
2023-10-01,ABR,65
2023-10-08,ABR,62
2023-10-15,ABR,67
2023-10-22,ABR,66
2023-10-29,ABR,68
2023-11-05,ABR,64
2023-11-12,ABR,66
2023-11-19,ABR,63
2023-11-26,ABR,68
2023-12-03,ABR,70
2023-12-10,ABR,63
2023-12-17,ABR,65
2023-12-24,ABR,51
2023-12-31,ABR,57
2024-01-07,ABR,63
2024-01-14,ABR,66
2024-01-21,ABR,75
2024-01-28,ABR,73
2024-02-04,ABR,77
2024-02-11,ABR,75
2024-02-18,ABR,77
2024-02-25,ABR,82
2024-03-03,ABR,73
2024-03-10,ABR,78
2024-03-17,ABR,75
2024-03-24,ABR,78
2024-03-31,ABR,88
2024-04-07,ABR,92
2024-04-14,ABR,90
2024-04-21,ABR,93
2024-04-28,ABR,80
2024-05-05,ABR,76
2024-05-12,ABR,78
2024-05-19,ABR,79
2024-05-26,ABR,81
2024-06-02,ABR,74
2024-06-09,ABR,86
2024-06-16,ABR,76
2024-06-23,ABR,80
2024-06-30,ABR,72
2024-07-07,ABR,74
2024-07-14,ABR,73
2024-07-21,ABR,70
2024-07-28,ABR,74
2024-08-04,ABR,67
2024-08-11,ABR,72
2024-08-18,ABR,69
2024-08-25,ABR,68
2024-09-01,ABR,75
2024-09-08,ABR,70
2024-09-15,ABR,73
2024-09-22,ABR,72
2024-09-29,ABR,68
2024-10-06,ABR,68
2024-10-13,ABR,71
2024-10-20,ABR,73
2024-10-27,ABR,75
2024-11-03,ABR,73
2024-11-10,ABR,71
2024-11-17,ABR,82
2024-11-24,ABR,77
2024-12-01,ABR,73
2024-12-08,ABR,81
2024-12-15,ABR,71
2024-12-22,ABR,57
2024-12-29,ABR,62
2025-01-05,ABR,80
2025-01-12,ABR,77
2025-01-19,ABR,86
2025-01-26,ABR,75
2025-02-02,ABR,73
2025-02-09,ABR,74
2025-02-16,ABR,77
2025-02-23,ABR,86
2025-03-02,ABR,76
2025-03-09,ABR,75
2025-03-16,ABR,84
2025-03-23,ABR,80
2025-03-30,ABR,90
2025-04-06,ABR,98
2025-04-13,ABR,93
2025-04-20,ABR,90
2025-04-27,ABR,85
2025-05-04,ABR,80
2025-05-11,ABR,81
2025-05-18,ABR,87
2025-05-25,ABR,76
2025-06-01,ABR,81
2025-06-08,ABR,78
2025-06-15,ABR,87
2025-06-22,ABR,87
2025-06-29,ABR,88
2025-07-06,ABR,82
2025-07-13,ABR,75
2025-07-20,ABR,82
2025-07-27,ABR,78
2025-08-03,ABR,92
2025-08-10,ABR,92
2025-08-17,ABR,100
2025-08-24,ABR,89
2025-08-31,ABR,90
2025-09-07,ABR,85
2025-09-14,ABR,80
2025-09-21,ABR,83
2025-09-28,ABR,77
2025-10-05,ABR,71
2025-10-12,ABR,77
2020-10-11,ABSI,19
2020-10-18,ABSI,22
2020-10-25,ABSI,18
2020-11-01,ABSI,16
2020-11-08,ABSI,14
2020-11-15,ABSI,15
2020-11-22,ABSI,14
2020-11-29,ABSI,16
2020-12-06,ABSI,17
2020-12-13,ABSI,17
2020-12-20,ABSI,12
2020-12-27,ABSI,12
2021-01-03,ABSI,18
