date,ticker,close,d2c,shorts,volume,trend_score,news_volume,wiki_views
2021-06-15,ASH,92.31,5.44,2124100,390245,15.5,5,791
2021-06-30,ASH,87.5,6.27,1992462,317851,15.5,0,694
2021-07-15,ASH,87.5,5.97,1950749,326998,17.5,1,694
2021-07-30,ASH,85.07,5.34,2308215,432416,15.5,8,643
2021-08-13,ASH,86.78,6.85,2048070,299043,14.0,4,618
2021-08-31,ASH,91.11,6.75,2082853,308617,14.5,5,780
2021-09-15,ASH,92.73,15.17,5827971,384256,15.0,3,624
2021-09-30,ASH,89.12,10.27,5111320,497854,14.0,2,665
2021-10-15,ASH,95.74,9.54,4430402,464395,15.0,1,747
2021-10-29,ASH,96.01,9.07,3912285,431398,16.0,1,508
2021-11-15,ASH,108.17,6.5,3586121,551902,14.5,3,516
2021-11-30,ASH,101.07,9.27,3811198,411053,15.0,0,437
2021-12-15,ASH,104.01,8.69,3332626,383478,17.0,1,482
2021-12-31,ASH,107.66,9.45,2904282,307271,20.0,0,477
2022-01-14,ASH,105.7,9.04,2578339,285287,20.5,2,469
2022-01-31,ASH,96.04,4.65,2396968,515682,20.5,3,594
2022-02-15,ASH,96.41,5.35,2550647,476478,22.0,4,580
2022-02-28,ASH,92.28,6.61,2907014,439682,57.5,0,454
2022-03-15,ASH,90.51,4.62,2800408,606580,23.0,1,582
2022-03-31,ASH,98.41,4.28,2201141,514238,22.0,1,553
2022-04-14,ASH,106.22,3.67,1846652,503215,20.0,0,547
2022-04-29,ASH,104.97,2.34,1179643,503346,19.0,5,530
2022-05-13,ASH,98.76,3.59,1210851,337634,18.0,1,533
2022-05-31,ASH,107.02,4.89,1502588,307078,18.5,2,709
2022-06-15,ASH,98.5,3.17,1451924,458375,17.5,1,564
2022-06-30,ASH,103.05,2.59,1325033,510660,17.0,1,574
2022-07-15,ASH,98.75,2.83,1118847,395408,16.5,2,658
2022-07-29,ASH,100.47,1.92,1215128,631479,17.0,4,484
2022-08-15,ASH,107.08,2.7,1189303,440457,16.5,0,769
2022-08-31,ASH,101.76,3.5,991592,283316,15.5,3,604
2022-09-15,ASH,99.11,2.33,974796,418383,16.0,1,568
2022-09-30,ASH,94.97,2.17,962998,443217,15.0,0,530
2022-10-14,ASH,95.24,2.7,915602,339577,15.5,0,500
2022-10-31,ASH,104.92,2.86,838213,292593,17.5,0,621
2022-11-15,ASH,111.68,1.38,752639,545083,17.5,5,526
2022-11-30,ASH,111.87,2.81,961111,341821,15.0,1,517
2022-12-15,ASH,106.31,2.43,779283,320825,16.5,3,475
2022-12-30,ASH,107.53,2.43,735661,302259,17.5,1,453
2023-01-13,ASH,112.25,1.84,768615,416599,17.5,0,502
2023-01-31,ASH,109.27,1.56,648627,416798,18.5,4,652
2023-02-15,ASH,104.63,1.48,812913,549642,24.0,1,515
2023-02-28,ASH,101.78,2.6,988910,380890,51.5,2,441
2023-03-15,ASH,95.36,1.98,721122,363944,16.0,3,692
2023-03-31,ASH,102.71,1.26,586429,466575,18.0,2,605
2023-04-14,ASH,103.39,1.75,617373,352924,18.0,0,493
2023-04-28,ASH,101.61,1.52,476339,312466,16.0,1,496
2023-05-15,ASH,92.06,1.0,585317,655716,15.5,3,547
2023-05-31,ASH,84.88,1.87,897070,480850,17.0,2,615
2023-06-15,ASH,86.27,1.43,804460,563283,15.0,2,471
2023-06-30,ASH,86.91,1.12,850619,760193,15.0,2,747
2023-07-14,ASH,87.04,1.92,833495,433037,16.0,2,555
2023-07-31,ASH,91.36,1.68,892926,530719,15.0,7,587
2023-08-15,ASH,86.95,2.19,894450,408934,15.0,2,446
2023-08-31,ASH,86.63,2.08,876324,421008,14.5,4,547
2023-09-15,ASH,83.26,1.83,941478,514250,16.0,0,530
2023-09-29,ASH,81.68,1.94,775625,399510,15.0,2,453
2023-10-13,ASH,75.93,1.73,794451,458555,14.5,0,444
2023-10-31,ASH,76.63,2.21,935033,422168,15.5,1,610
2023-11-15,ASH,76.81,1.81,1064521,589762,13.5,6,545
2023-11-30,ASH,79.92,2.83,1238295,437486,13.5,1,486
2023-12-15,ASH,85.25,2.15,1204191,560981,15.0,1,473
2023-12-29,ASH,84.31,2.51,1045127,416807,14.5,0,449
2024-01-12,ASH,81.29,2.87,1235148,429795,15.5,1,501
2024-01-31,ASH,93.62,1.24,1058078,852676,18.5,9,649
2024-02-15,ASH,92.73,1.71,942544,552390,51.0,2,537
2024-02-29,ASH,93.64,2.19,792228,361039,16.5,1,605
2024-03-15,ASH,96.79,2.55,857576,336383,16.0,0,504
2024-03-28,ASH,97.37,2.31,677655,292935,16.5,0,393
2024-04-15,ASH,93.57,3.42,1001088,292963,15.5,2,563
2024-04-30,ASH,95.33,2.53,892384,352110,16.5,4,538
2024-05-15,ASH,98.52,2.14,701629,327614,18.0,9,609
2024-05-31,ASH,100.17,2.48,741579,299557,18.0,3,686
2024-06-14,ASH,95.91,1.86,772348,415313,17.0,0,541
2024-06-28,ASH,94.49,1.42,688280,483431,19.5,1,599
2024-07-15,ASH,94.0,2.3,638357,277866,19.0,0,639
2024-07-31,ASH,96.65,2.32,603341,260070,27.5,5,684
2024-08-15,ASH,85.17,1.1,713749,647808,18.0,8,715
2024-08-30,ASH,89.5,2.84,1085531,382246,16.0,1,666
2024-09-13,ASH,86.7,1.82,716321,393684,15.0,2,514
2024-09-30,ASH,86.97,1.51,1012339,672422,15.0,2,601
2024-10-15,ASH,86.99,3.48,1134284,325563,15.5,0,553
2024-10-31,ASH,84.57,3.45,1020936,296308,17.0,2,684
2024-11-15,ASH,76.96,1.77,1002343,567029,15.0,10,507
2024-11-29,ASH,78.06,3.24,1063522,327989,15.0,4,507
2024-12-13,ASH,74.78,2.24,1100170,492170,16.5,42,465
2024-12-31,ASH,71.46,2.64,1221736,462497,18.5,5,531
2025-01-15,ASH,70.3,2.72,1371869,503530,19.0,2,446
2025-01-31,ASH,63.49,2.09,1574186,753689,20.0,11,488
2025-02-14,ASH,64.9,1.9,1445267,761307,22.5,1,486
2025-02-28,ASH,60.82,2.47,1653762,668313,29.5,1,497
2025-03-14,ASH,57.06,1.74,1493661,856322,62.0,0,508
2025-03-31,ASH,59.29,1.28,1166629,911911,20.5,3,532
2025-04-15,ASH,50.36,1.66,1339908,806382,18.5,2,461
2025-04-30,ASH,54.39,2.53,1340035,529161,18.0,6,463
2025-05-15,ASH,51.66,1.8,1383879,769173,16.5,5,791
2025-05-30,ASH,49.51,3.15,1530212,486181,17.5,2,696
2025-06-13,ASH,49.59,2.85,1514625,530700,16.0,0,526
2025-06-30,ASH,50.28,2.34,1459835,623660,16.5,0,744
2025-07-15,ASH,51.06,3.11,1415218,455412,17.5,3,427
2025-07-31,ASH,51.56,2.76,1599606,579666,20.0,8,511
2025-08-15,ASH,52.405,2.46,1561920,633902,16.5,3,441
2025-08-29,ASH,52.405,3.94,1595222,405081,16.0,1,375
2025-09-15,ASH,52.405,3.65,1595186,437420,16.0,0,511
2020-08-14,ATI,9.19,3.41,10282450,3015928,0.0,4,0
2020-08-31,ATI,8.33,7.78,10998231,1413034,0.0,0,0
2020-09-15,ATI,9.1,6.45,11582829,1796052,0.0,0,0
2020-09-30,ATI,8.72,2.67,12585383,4707951,0.0,1,0
2020-10-15,ATI,9.28,7.29,11960013,1639979,0.0,1,0
2020-10-30,ATI,9.21,6.98,12111693,1734605,60.0,2,0
2020-11-13,ATI,12.58,6.53,12281069,1880012,56.0,2,0
2020-11-30,ATI,13.49,5.98,11492764,1923245,56.0,0,0
2020-12-15,ATI,17.0,5.21,11534527,2212567,50.5,1,0
2020-12-31,ATI,16.77,8.55,11623115,1359687,30.0,0,0
2021-01-15,ATI,18.45,8.6,11736350,1363920,47.0,0,0
2021-01-29,ATI,17.01,7.65,12798655,1672001,57.5,4,0
2021-02-12,ATI,18.69,13.8,12446864,901625,60.0,1,0
2021-02-26,ATI,19.66,9.12,12766133,1400516,60.0,0,0
2021-03-15,ATI,21.42,11.3,13694698,1211558,54.5,0,0
2021-03-31,ATI,21.06,8.98,13022068,1449357,56.5,1,0
2021-04-15,ATI,22.17,14.78,14511065,981517,66.5,1,0
2021-04-30,ATI,23.26,12.11,14803572,1222481,65.5,4,0
2021-05-14,ATI,22.95,13.89,14774985,1063899,55.0,0,0
2021-05-28,ATI,24.49,16.57,14341948,865546,48.0,1,0
2021-06-15,ATI,23.59,14.31,14599512,1020005,44.0,1,0
2021-06-30,ATI,20.85,8.02,15395935,1919568,42.0,2,0
2021-07-15,ATI,21.0,15.84,15308918,966357,44.0,4,0
2021-07-30,ATI,20.53,12.53,14471756,1154678,48.0,1,0
2021-08-13,ATI,19.48,11.96,14693230,1228655,42.5,4,0
2021-08-31,ATI,17.86,9.46,14645451,1548186,59.0,4,0
2021-09-15,ATI,17.95,12.33,14329678,1162326,58.0,6,0
2021-09-30,ATI,16.63,8.39,14452126,1723211,58.0,0,0
2021-10-15,ATI,17.19,9.88,13879843,1404265,59.0,1,0
2021-10-29,ATI,16.1,7.41,13765511,1857029,57.0,5,0
2021-11-15,ATI,17.45,8.93,13284643,1488325,64.5,0,0
2021-11-30,ATI,14.24,8.09,12731169,1573749,60.5,1,0
2021-12-15,ATI,15.31,9.0,13686006,1521183,59.0,0,0
2021-12-31,ATI,15.93,8.68,12861746,1481080,30.0,1,0
2022-01-14,ATI,20.41,6.17,14962299,2424226,53.5,2,0
2022-01-31,ATI,18.29,5.91,17227325,2913681,70.0,1,0
2022-02-15,ATI,23.93,5.77,18667855,3234557,77.0,10,0
2022-02-28,ATI,25.74,7.4,17729214,2394770,73.5,7,0
2022-03-15,ATI,26.37,6.88,17584565,2555673,66.0,5,0
2022-03-31,ATI,26.84,8.46,17430137,2061351,68.5,6,0
2022-04-14,ATI,30.33,9.77,16729108,1712422,72.0,5,0
2022-04-29,ATI,27.18,11.1,17304322,1558822,75.5,3,0
2022-05-13,ATI,25.73,8.06,17559549,2179651,63.0,11,0
2022-05-31,ATI,27.5,10.7,17398726,1625999,52.5,3,0
2022-06-15,ATI,23.53,11.81,17442253,1476398,55.0,4,0
2022-06-30,ATI,22.71,6.72,13166754,1958207,51.5,3,0
2022-07-15,ATI,22.84,10.16,13289917,1307593,52.0,3,0
2022-07-29,ATI,24.89,10.56,13386071,1268061,56.5,2,0
2022-08-15,ATI,32.05,6.68,13500729,2020432,58.0,10,0
2022-08-31,ATI,29.93,10.53,14235327,1352344,75.5,4,0
2022-09-15,ATI,30.59,11.92,14129719,1185434,73.0,3,0
2022-09-30,ATI,26.61,10.44,14475504,1386196,73.0,2,0
2022-10-14,ATI,27.0,16.9,14823071,876864,73.5,2,0
2022-10-31,ATI,29.76,17.1,14463704,846019,73.0,1,16
2022-11-15,ATI,29.02,8.66,13761463,1588243,75.0,7,2
2022-11-30,ATI,30.51,12.67,12728227,1004514,73.0,0,2
2022-12-15,ATI,29.12,8.11,11962901,1475646,70.0,1,8
2022-12-30,ATI,29.86,10.45,12043930,1153067,33.0,0,14
2023-01-13,ATI,35.44,8.27,12459484,1507043,54.0,2,2
2023-01-31,ATI,36.39,10.56,12914421,1222538,87.5,2,4
2023-02-15,ATI,40.26,6.09,9905130,1625801,80.5,6,1
2023-02-28,ATI,40.65,7.53,9958971,1323334,81.0,1,5
2023-03-15,ATI,36.36,6.57,10061428,1531686,69.0,4,0
2023-03-31,ATI,39.46,6.92,10059449,1453800,75.5,1,14
2023-04-14,ATI,37.74,12.03,9834774,817586,82.0,0,64
2023-04-28,ATI,38.62,10.51,9876700,939937,85.0,0,69
2023-05-15,ATI,36.38,7.12,10219392,1436084,63.5,6,41
2023-05-31,ATI,34.58,9.02,9111015,1010240,63.0,0,11
2023-06-15,ATI,39.54,9.11,9386740,1029827,67.5,1,19
2023-06-30,ATI,44.23,5.92,8630426,1457146,59.5,4,17
2023-07-14,ATI,45.65,6.83,8690745,1272664,55.0,6,12
2023-07-31,ATI,47.68,8.91,7873880,884122,61.5,4,14
2023-08-15,ATI,43.03,7.43,7822839,1052419,60.5,7,11
2023-08-31,ATI,45.33,8.69,7365863,847897,82.0,1,9
2023-09-15,ATI,44.55,8.57,7572195,883345,84.0,4,12
2023-09-29,ATI,41.15,9.05,7295787,806117,77.0,6,8
2023-10-13,ATI,37.48,6.92,7169491,1035919,80.0,1,11
2023-10-31,ATI,37.77,5.32,7367353,1385716,79.0,3,18
2023-11-15,ATI,44.9,5.11,7880397,1540766,78.0,5,13
2023-11-30,ATI,43.95,6.51,7403673,1137098,73.0,1,8
2023-12-15,ATI,42.72,3.06,6355819,2074639,74.0,0,3
2023-12-29,ATI,45.47,5.88,5595051,951123,34.5,1,8
2024-01-12,ATI,42.91,5.09,5573913,1094590,55.0,1,10
2024-01-31,ATI,40.87,3.81,5235046,1374895,87.5,3,6
2024-02-15,ATI,46.61,3.2,6375497,1991801,84.0,8,7
2024-02-29,ATI,49.18,4.67,6656180,1425264,82.0,1,12
2024-03-15,ATI,49.37,4.92,6698366,1362704,72.5,3,33
2024-03-28,ATI,51.17,6.15,6380129,1037971,75.5,1,6
2024-04-15,ATI,51.09,7.54,6387593,847518,83.0,6,11
2024-04-30,ATI,59.7,4.24,6465915,1524175,80.0,9,11
2024-05-15,ATI,61.61,4.68,6630417,1417574,57.0,5,8
2024-05-31,ATI,61.34,5.5,6853118,1246766,53.0,4,15
2024-06-14,ATI,53.35,4.42,7393827,1671519,57.0,5,14
2024-06-28,ATI,55.45,1.84,6846800,3720412,53.5,6,28
2024-07-15,ATI,59.31,4.82,5037251,1045679,54.0,4,42
2024-07-31,ATI,67.71,4.48,5200465,1160670,56.5,6,52
2024-08-15,ATI,64.28,3.69,5073545,1374374,50.5,6,31
2024-08-30,ATI,63.88,7.96,5064030,636017,78.5,0,48
2024-09-13,ATI,61.77,1.0,2299286,2426231,85.0,5,36
2024-09-30,ATI,66.91,1.63,1884198,1157910,84.0,3,55
2024-10-15,ATI,62.55,1.7,1923515,1129740,74.0,3,36
2024-10-31,ATI,52.71,1.41,2452053,1743539,79.0,10,33
2024-11-15,ATI,56.17,1.41,2590082,1832125,81.0,4,58
2024-11-29,ATI,60.17,2.68,2571197,958063,79.0,2,33
2024-12-13,ATI,56.5,2.42,2943475,1217573,81.0,3,36
2024-12-31,ATI,55.04,1.93,3362419,1739593,32.5,5,50
2025-01-15,ATI,57.1,2.96,3812427,1286925,70.0,4,54
2025-01-31,ATI,57.09,2.38,3068737,1289224,87.5,14,32
2025-02-14,ATI,61.04,1.65,3402289,2066248,89.0,17,41
2025-02-28,ATI,58.16,2.65,3870966,1460281,90.0,1,49
2025-03-14,ATI,51.48,1.76,3930253,2230365,81.5,6,46
2025-03-31,ATI,52.03,1.0,2934624,3858646,84.5,0,49
2025-04-15,ATI,47.23,1.6,3446149,2155068,92.0,4,39
2025-04-30,ATI,54.38,1.21,2422885,2004435,91.5,5,45
2025-05-15,ATI,75.02,1.36,3554454,2610422,67.0,12,33
2025-05-30,ATI,79.64,2.1,3731851,1778133,67.0,8,38
2025-06-13,ATI,84.97,2.16,4282723,1986421,66.0,3,40
2025-06-30,ATI,86.34,2.03,4588457,2260657,59.0,5,48
2025-07-15,ATI,89.89,2.88,4254591,1478013,69.0,5,31
2025-07-31,ATI,76.94,1.53,3294997,2151386,69.5,14,49
2025-08-15,ATI,73.48,1.63,3786115,2323008,59.5,5,68
2025-08-29,ATI,73.48,2.33,4051801,1737076,89.0,0,66
2025-09-15,ATI,73.48,2.73,4480371,1641955,98.5,3,45
2020-08-14,ATSG,26.97,4.03,2340094,580671,0.0,3,21
2020-08-31,ATSG,25.42,6.19,1967920,318029,0.0,1,35
2020-09-15,ATSG,24.7,4.67,1697104,363231,0.0,1,27
2020-09-30,ATSG,25.06,3.9,1577005,404517,0.0,2,22
2020-10-15,ATSG,27.61,5.36,1599468,298484,0.0,0,17
2020-10-30,ATSG,28.04,3.05,1978373,649337,0.5,5,30
2020-11-13,ATSG,28.62,4.41,2049777,464443,0.0,1,23
2020-11-30,ATSG,30.74,5.93,2282688,384809,0.0,1,31
2020-12-15,ATSG,30.73,8.03,2311790,287810,0.0,0,18
2020-12-31,ATSG,31.34,7.51,1900247,253171,0.0,1,26
2021-01-15,ATSG,27.46,3.45,1855765,537407,0.5,2,19
2021-01-29,ATSG,25.41,4.16,1906731,457832,0.5,1,29
2021-02-12,ATSG,28.49,5.29,1768591,334284,0.0,1,20
2021-02-26,ATSG,26.54,6.72,1952659,290482,0.0,6,16
2021-03-15,ATSG,29.95,3.63,2132574,587765,1.0,2,26
2021-03-31,ATSG,29.26,4.75,2161236,455417,0.5,4,27
2021-04-15,ATSG,29.5,7.23,2153072,297858,0.0,4,21
2021-04-30,ATSG,26.32,6.07,2080116,342479,0.0,3,22
2021-05-14,ATSG,25.27,5.12,2074885,405238,0.5,3,16
2021-05-28,ATSG,24.84,6.37,2004527,314857,0.0,2,22
2021-06-15,ATSG,24.12,2.91,2104278,722466,0.5,1,10
2021-06-30,ATSG,23.23,2.06,1728049,837205,0.0,2,24
2021-07-15,ATSG,23.06,5.51,2029129,368406,0.0,2,21
2021-07-30,ATSG,24.2,5.64,2163409,383724,0.0,3,18
2021-08-13,ATSG,27.09,4.53,2380594,525853,0.5,4,16
2021-08-31,ATSG,27.39,4.47,2133708,477845,0.5,1,27
2021-09-15,ATSG,26.05,1.46,1452165,996883,0.0,3,19
2021-09-30,ATSG,25.81,2.23,1247814,559554,0.0,0,20
2021-10-15,ATSG,24.12,4.56,1418523,310885,0.0,0,17
2021-10-29,ATSG,24.89,5.63,1286572,228515,0.0,1,20
2021-11-15,ATSG,27.43,3.2,1158226,361491,0.5,3,32
2021-11-30,ATSG,24.69,3.53,1292591,366521,0.0,1,28
2021-12-15,ATSG,28.15,4.17,1293946,310189,0.0,0,25
2021-12-31,ATSG,29.38,4.13,1245671,301300,0.0,2,18
2022-01-14,ATSG,28.0,4.8,1368779,285260,0.0,1,20
2022-01-31,ATSG,26.85,4.34,1410094,324921,0.0,2,31
2022-02-15,ATSG,27.97,5.19,1563070,301264,0.0,3,30
2022-02-28,ATSG,31.51,3.24,1612595,497196,0.5,6,30
2022-03-15,ATSG,31.5,2.98,1568430,526896,1.0,4,19
2022-03-31,ATSG,33.45,2.82,1948987,691487,0.5,6,29
2022-04-14,ATSG,31.4,2.94,1784727,607461,0.0,0,19
2022-04-29,ATSG,31.3,6.07,1816254,299208,0.0,4,24
2022-05-13,ATSG,29.83,4.66,1906193,409040,0.0,5,20
2022-05-31,ATSG,30.22,4.95,2038488,412031,0.5,2,23
2022-06-15,ATSG,30.33,4.12,2836042,687879,0.0,0,20
2022-06-30,ATSG,28.73,5.65,2804218,496082,0.0,4,21
2022-07-15,ATSG,28.26,10.76,2571071,239028,0.0,0,25
2022-07-29,ATSG,31.34,12.58,2524170,200700,0.5,3,19
2022-08-15,ATSG,32.19,6.91,2577456,373215,0.0,5,24
2022-08-31,ATSG,30.13,13.02,2605870,200086,0.5,2,22
2022-09-15,ATSG,26.46,7.61,2539012,333797,0.5,1,23
2022-09-30,ATSG,24.09,4.46,2081982,466695,0.5,2,22
2022-10-14,ATSG,27.44,5.57,2145265,384968,0.0,0,20
2022-10-31,ATSG,29.2,5.07,2098536,413515,0.0,4,26
2022-11-15,ATSG,28.77,7.23,2097164,290233,0.0,7,25
2022-11-30,ATSG,28.04,7.29,2256576,309477,0.0,5,18
2022-12-15,ATSG,26.53,4.15,2190144,527563,0.0,2,24
2022-12-30,ATSG,25.98,4.86,2167200,445598,0.0,0,21
2023-01-13,ATSG,27.46,6.11,2012245,329399,0.0,0,21
2023-01-31,ATSG,28.31,8.16,1933095,236999,0.0,0,28
2023-02-15,ATSG,25.59,4.08,1741330,426984,0.0,3,22
2023-02-28,ATSG,20.93,1.7,1639056,964461,0.5,7,18
2023-03-15,ATSG,20.61,2.88,1667408,579475,0.0,3,21
2023-03-31,ATSG,20.83,4.96,1954625,393869,0.0,2,23
2023-04-14,ATSG,20.55,4.72,1567965,331860,0.0,1,20
2023-04-28,ATSG,20.31,3.08,1270470,412284,0.0,5,20
2023-05-15,ATSG,16.09,1.02,1288868,1259155,0.5,6,25
2023-05-31,ATSG,16.7,2.37,1281007,540812,0.0,2,22
2023-06-15,ATSG,19.24,2.37,2404448,1013345,0.0,0,20
2023-06-30,ATSG,18.87,3.43,1986026,578181,0.5,0,18
2023-07-14,ATSG,19.32,6.13,2147565,350571,0.0,2,18
2023-07-31,ATSG,20.16,6.81,2186909,320962,0.5,0,23
2023-08-15,ATSG,22.59,2.78,5004249,1800506,0.0,8,17
2023-08-31,ATSG,21.56,7.23,4506711,623298,0.0,3,18
2023-09-15,ATSG,21.32,8.31,4564706,549299,0.0,2,21
2023-09-29,ATSG,20.87,9.86,4260757,432212,0.5,3,26
2023-10-13,ATSG,20.16,10.09,4426278,438790,1.0,5,21
2023-10-31,ATSG,19.57,9.41,4546588,482981,0.0,3,28
2023-11-15,ATSG,15.98,4.13,4251023,1028692,1.0,8,24
2023-11-30,ATSG,15.91,10.29,4307299,418525,0.5,1,24
2023-12-15,ATSG,16.93,4.93,4472841,906492,0.5,4,20
2023-12-29,ATSG,17.61,4.83,3770859,780002,0.0,0,20
2024-01-12,ATSG,16.36,6.4,3972001,620380,0.0,1,25
2024-01-31,ATSG,15.49,7.57,4163091,549859,0.5,2,28
2024-02-15,ATSG,14.72,8.05,4813509,598308,0.5,1,20
2024-02-29,ATSG,12.07,4.98,5233366,1050350,1.0,5,16
2024-03-15,ATSG,12.11,5.64,4680775,830203,1.0,1,21
2024-03-28,ATSG,13.76,8.16,4173497,511322,1.0,4,17
2024-04-15,ATSG,12.4,9.14,3765127,411907,0.5,2,23
2024-04-30,ATSG,12.82,9.88,3686035,373240,0.5,0,26
2024-05-15,ATSG,14.6,6.69,3598117,537681,0.5,4,24
2024-05-31,ATSG,13.5,10.09,3620790,358846,0.5,1,28
2024-06-14,ATSG,12.26,9.06,3900620,430699,1.0,3,26
2024-06-28,ATSG,13.87,7.88,3867043,490744,0.0,2,21
2024-07-15,ATSG,15.33,9.95,4066118,408716,0.5,3,26
2024-07-31,ATSG,16.14,8.69,3820221,439487,0.5,2,22
2024-08-15,ATSG,15.54,6.39,3667037,573648,1.0,8,17
2024-08-30,ATSG,16.86,8.85,3577324,404071,0.0,4,20
2024-09-13,ATSG,15.33,6.58,3366274,511413,0.0,2,26
2024-09-30,ATSG,16.19,7.76,3213522,414160,0.5,5,27
2024-10-15,ATSG,16.08,6.28,2857217,455130,0.5,3,20
2024-10-31,ATSG,17.24,6.9,2773832,401962,1.0,4,21
2024-11-15,ATSG,22.02,1.0,2617554,2820545,1.0,16,22
2024-11-29,ATSG,21.96,2.82,2572774,910733,0.5,2,19
2024-12-13,ATSG,21.9,1.42,2208383,1549939,0.5,2,18
2024-12-31,ATSG,21.98,1.61,2199986,1362299,0.0,1,23
2025-01-15,ATSG,22.08,2.54,2085424,822222,0.0,0,20
2025-01-31,ATSG,22.22,2.14,2199540,1028270,0.5,1,24
2025-02-14,ATSG,22.24,2.41,2419237,1005142,0.5,1,17
2025-02-28,ATSG,22.33,2.99,2520755,843594,1.0,1,25
2025-03-14,ATSG,22.34,3.29,2903882,882538,0.5,4,18
2025-03-31,ATSG,22.44,4.41,3040631,689049,0.0,1,22
2020-08-14,ATUS,27.22,7.53,36763559,4880156,0.0,5,0
2020-08-31,ATUS,27.58,7.56,34793110,4602762,0.0,1,0
2020-09-15,ATUS,27.03,5.57,32134090,5767828,0.0,7,0
2020-09-30,ATUS,26.0,6.87,34632719,5044378,0.0,1,0
2020-10-15,ATUS,28.45,7.18,34490325,4806441,0.0,1,0
2020-10-30,ATUS,26.95,5.0,31202290,6235541,0.0,5,0
2020-11-13,ATUS,30.65,6.19,36131999,5833733,0.0,2,0
2020-11-30,ATUS,33.92,5.26,39047295,7421877,0.5,5,0
2020-12-15,ATUS,35.14,7.45,43180041,5792992,0.5,2,0
2020-12-31,ATUS,37.87,6.51,51607792,7930845,0.0,4,0
2021-01-15,ATUS,35.4,13.85,57455636,4148288,0.0,0,0
2021-01-29,ATUS,35.57,9.13,44811585,4906103,1.0,3,0
2021-02-12,ATUS,34.6,10.53,45650310,4336202,0.5,5,0
2021-02-26,ATUS,33.61,10.54,45393417,4308487,0.0,1,0
2021-03-15,ATUS,34.83,14.43,47446885,3287748,0.0,7,0
2021-03-31,ATUS,32.53,13.01,46170195,3547597,0.0,2,0
2021-04-15,ATUS,33.59,13.61,43054559,3162547,0.0,4,0
2021-04-30,ATUS,36.31,11.12,40992569,3686575,0.5,6,0
2021-05-14,ATUS,37.83,16.61,43613701,2625523,0.0,4,0
2021-05-28,ATUS,36.06,15.62,43324560,2773598,0.0,4,0
2021-06-15,ATUS,34.16,11.38,42185831,3706206,0.0,9,0
2021-06-30,ATUS,34.14,11.74,43575842,3713250,0.0,5,24
2021-07-15,ATUS,33.76,13.13,39090000,2977259,0.0,1,34
2021-07-30,ATUS,30.73,8.46,36033981,4259821,0.0,11,27
2021-08-13,ATUS,28.24,9.07,36266214,3997176,0.0,0,23
2021-08-31,ATUS,27.44,7.75,33798887,4363113,0.0,3,28
2021-09-15,ATUS,26.04,7.97,34301259,4302762,0.0,2,17
2021-09-30,ATUS,20.72,2.86,36948099,12934956,1.0,9,18
2021-10-15,ATUS,17.38,5.98,43414134,7262207,1.0,1,9
2021-10-29,ATUS,16.3,7.28,44434420,6099518,0.5,3,9
2021-11-15,ATUS,17.3,7.07,47917898,6773338,1.0,8,17
2021-11-30,ATUS,15.84,4.08,34847104,8544318,0.5,0,3
2021-12-15,ATUS,15.02,4.9,34045001,6950954,0.5,4,7
2021-12-31,ATUS,16.18,5.78,37482371,6483908,0.0,2,7
2022-01-14,ATUS,15.69,9.62,38875747,4042280,1.0,3,3
2022-01-31,ATUS,14.42,6.78,45062054,6646196,1.0,4,4
2022-02-15,ATUS,14.65,11.45,46416063,4052325,1.0,1,9
2022-02-28,ATUS,11.56,4.17,41526119,9957073,1.0,9,6
2022-03-15,ATUS,11.03,9.25,37637744,4070269,1.0,2,4
2022-03-31,ATUS,12.48,10.49,37005623,3529109,0.0,7,6
2022-04-14,ATUS,11.76,10.64,36401564,3420614,0.0,0,4
2022-04-29,ATUS,9.28,7.47,37500614,5021228,0.5,7,3
2022-05-13,ATUS,9.45,6.02,37300856,6197886,0.0,4,3
2022-05-31,ATUS,11.38,6.12,33041442,5402503,0.0,5,4
2022-06-15,ATUS,9.2,12.27,33393266,2721735,0.0,1,6
2022-06-30,ATUS,9.25,7.76,41567425,5357636,0.5,1,4
2022-07-15,ATUS,8.41,19.45,44997727,2314036,0.0,1,6
2022-07-29,ATUS,10.51,6.66,43681169,6554549,1.0,6,9
2022-08-15,ATUS,11.27,8.61,40471653,4701417,0.0,5,5
2022-08-31,ATUS,10.0,13.73,38534633,2807621,0.0,2,8
2022-09-15,ATUS,9.1,9.63,40165975,4170151,0.0,3,8
2022-09-30,ATUS,5.83,6.15,44468981,7234494,0.5,2,3
2022-10-14,ATUS,5.4,7.43,46044006,6193240,0.5,0,6
2022-10-31,ATUS,6.61,6.97,47624870,6835145,0.5,5,7
2022-11-15,ATUS,4.85,4.55,36689080,8064402,0.5,9,9
2022-11-30,ATUS,4.56,4.23,27387883,6478326,0.0,3,5
2022-12-15,ATUS,3.81,3.83,27200687,7093531,1.0,3,8
2022-12-30,ATUS,4.6,3.45,22875957,6638255,1.0,0,8
2023-01-13,ATUS,4.84,9.85,34487723,3502122,0.0,2,17
2023-01-31,ATUS,4.9,12.59,32952501,2617459,0.0,2,7
2023-02-15,ATUS,4.81,9.49,32588795,3435580,0.0,2,8
2023-02-28,ATUS,3.96,4.99,33571264,6721068,1.0,8,5
2023-03-15,ATUS,3.57,7.04,32067606,4555814,0.5,2,2
